; "SupportedThreads",40,"UsedThreads",40,"TotalMemory",540282761216,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1529485423,"CurrentTimeLocal","Wed Jun 20 11:03:43 2018","Hostname","r02n06","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000122
; "Time_ContextDestroy [ms]", 0.000145
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",19,0,0,0,51,"Warmup",0.000405,0.007822,0.002118,0.000359,0.000839,0.000465,0.00015,0.001758,0.014295,152,0,152,2.8119781171e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",19,0,0,1,51,"Warmup",0.000361,0.003313,0.001669,7.3e-05,0.000264,0.000252,5.3e-05,0.001367,0.007692,152,0,152,2.8119781171e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",19,0,0,2,51,"Success",0.000331,0.003038,0.001655,7.4e-05,0.000259,0.000203,4.5e-05,0.001355,0.007309,152,0,152,2.8119781171e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",19,0,0,3,51,"Success",0.000294,0.003018,0.001601,7.2e-05,0.000262,0.000213,4.4e-05,0.001361,0.0072,152,0,152,2.8119781171e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",19,0,0,4,51,"Success",0.000291,0.003008,0.001598,7e-05,0.000253,0.000196,4.6e-05,0.001395,0.007192,152,0,152,2.8119781171e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",19,0,0,5,51,"Success",0.000295,0.002992,0.001657,6.8e-05,0.000244,0.000198,4.6e-05,0.001349,0.007189,152,0,152,2.8119781171e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",19,0,0,6,51,"Success",0.000298,0.003004,0.001631,7.3e-05,0.000248,0.0002,4.8e-05,0.001381,0.007222,152,0,152,2.8119781171e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",19,0,0,7,51,"Success",0.000326,0.003259,0.001689,9.5e-05,0.000256,0.000247,4.7e-05,0.0014,0.00767,152,0,152,2.8119781171e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",19,0,0,8,51,"Success",0.000284,0.003039,0.001626,7.1e-05,0.000242,0.000199,4.5e-05,0.001343,0.00719,152,0,152,2.8119781171e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",19,0,0,9,51,"Success",0.000295,0.003008,0.001636,6.9e-05,0.000248,0.000203,4.4e-05,0.001385,0.00723,152,0,152,2.8119781171e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",19,0,0,10,51,"Success",0.000287,0.00299,0.001636,6.5e-05,0.00025,0.000197,4.4e-05,0.001346,0.007154,152,0,152,2.8119781171e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",19,0,0,11,51,"Success",0.000285,0.003026,0.001624,7.3e-05,0.000244,0.000198,4.3e-05,0.00138,0.007215,152,0,152,2.8119781171e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,0,52,"Warmup",0.00044,0.023782,0.018428,0.00054,0.01521,0.007327,0.000378,0.001976,0.06848,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,1,52,"Warmup",0.000324,0.020536,0.01761,0.000345,0.006303,0.006291,0.000156,0.001626,0.053579,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,2,52,"Success",0.000368,0.020158,0.017308,0.000304,0.006337,0.006221,0.000141,0.001609,0.052824,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,3,52,"Success",0.000289,0.019744,0.017134,0.000309,0.006118,0.006168,0.000126,0.001561,0.051804,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,4,52,"Success",0.000279,0.019627,0.017124,0.000316,0.006129,0.006158,0.000127,0.001535,0.051652,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,5,52,"Success",0.000292,0.019549,0.017098,0.00031,0.006115,0.006157,0.000159,0.001518,0.051561,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,6,52,"Success",0.000284,0.019662,0.017087,0.000316,0.006107,0.006126,0.000125,0.001513,0.051581,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,7,52,"Success",0.000277,0.019573,0.017134,0.000304,0.006125,0.006114,0.000161,0.001531,0.051589,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,8,52,"Success",0.000281,0.019588,0.01714,0.000311,0.006129,0.006127,0.000124,0.001513,0.051572,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,9,52,"Success",0.00029,0.019561,0.017128,0.00031,0.00612,0.006125,0.000123,0.001516,0.051535,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,10,52,"Success",0.000282,0.025756,0.017213,0.000299,0.006208,0.006159,0.000118,0.001554,0.057943,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,11,52,"Success",0.000289,0.019601,0.017145,0.000313,0.006138,0.006137,0.000122,0.001528,0.051633,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,0,53,"Warmup",0.000587,0.049073,0.038941,0.008867,0.185327,0.141699,0.003443,0.009151,0.437504,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,1,53,"Warmup",0.000407,0.043061,0.038854,0.005295,0.137119,0.146886,0.003369,0.0088,0.384184,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,2,53,"Success",0.000517,0.041822,0.03765,0.005315,0.139036,0.139044,0.003329,0.008406,0.375498,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,3,53,"Success",0.000382,0.041722,0.039645,0.005272,0.138151,0.138882,0.003351,0.00891,0.3767,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,4,53,"Success",0.000514,0.041295,0.03911,0.005276,0.139112,0.13942,0.003268,0.008968,0.377357,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,5,53,"Success",0.000383,0.041579,0.037883,0.005303,0.138766,0.139187,0.00336,0.008046,0.374866,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,6,53,"Success",0.000371,0.04698,0.037847,0.005349,0.137633,0.13883,0.003309,0.00907,0.379771,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,7,53,"Success",0.000389,0.041085,0.039546,0.005245,0.137672,0.139546,0.00333,0.008349,0.375538,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,8,53,"Success",0.000373,0.040078,0.037861,0.005292,0.142355,0.139656,0.003344,0.00818,0.377499,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,9,53,"Success",0.000427,0.041604,0.038244,0.005282,0.137523,0.140298,0.003315,0.010013,0.377073,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,10,53,"Success",0.000393,0.041203,0.038943,0.005264,0.142251,0.139789,0.003318,0.008373,0.379908,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,11,53,"Success",0.000431,0.04124,0.037755,0.005299,0.138058,0.13926,0.003383,0.008751,0.374539,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,0,54,"Warmup",0.000526,0.05698,0.052215,0.111503,0.558557,0.507083,0.176536,0.006181,1.470049,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,1,54,"Warmup",0.000655,0.054169,0.050578,0.127596,0.528357,0.485794,0.176753,0.006332,1.430711,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,2,54,"Success",0.000558,0.053202,0.050356,0.126617,0.507453,0.484275,0.178803,0.005886,1.407536,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,3,54,"Success",0.000528,0.05262,0.052239,0.127864,0.509572,0.489209,0.177813,0.006852,1.417101,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,4,54,"Success",0.000582,0.052886,0.050263,0.12832,0.508259,0.488808,0.178873,0.006775,1.415181,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,5,54,"Success",0.000552,0.052474,0.061419,0.125921,0.513892,0.490628,0.178269,0.00599,1.429519,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,6,54,"Success",0.000498,0.052137,0.05365,0.13143,0.515699,0.487477,0.176261,0.006196,1.423746,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,7,54,"Success",0.000579,0.052472,0.050092,0.125691,0.510375,0.484998,0.182624,0.005798,1.413012,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,8,54,"Success",0.000564,0.052278,0.05,0.127435,0.511949,0.484977,0.178881,0.006777,1.413249,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,9,54,"Success",0.000424,0.052655,0.051473,0.126544,0.509662,0.484887,0.177659,0.006046,1.409755,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,10,54,"Success",0.000474,0.052146,0.050598,0.12743,0.513589,0.484747,0.177313,0.005874,1.412554,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,11,54,"Success",0.000473,0.052378,0.050339,0.126204,0.507782,0.488577,0.179617,0.006015,1.41179,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,0,55,"Warmup",0.004703,0.597717,0.559982,13.233913,19.025066,12.311372,2.839106,6.843587,55.416204,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,1,55,"Warmup",0.00532,0.70318,0.657993,13.169251,11.633832,11.640088,2.840343,6.669474,47.320232,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,2,55,"Success",0.005716,0.676811,0.674482,13.045963,11.649789,11.523825,2.792985,6.667374,47.037738,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,3,55,"Success",0.005844,0.696092,0.653364,13.040738,11.580703,11.342842,2.794121,6.662311,46.77673,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,4,55,"Success",0.006044,0.697966,0.659051,13.048092,11.456385,11.318985,2.844444,6.674177,46.705945,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,5,55,"Success",0.005258,0.695942,0.66073,13.024498,11.662745,11.499311,2.810961,6.635838,46.996079,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,6,55,"Success",0.00505,0.697275,0.664361,13.031422,11.712082,11.56179,2.794084,6.686493,47.153289,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,7,55,"Success",0.005267,0.692235,0.651022,13.035101,11.477545,11.43933,2.84868,6.659425,46.809326,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,8,55,"Success",0.004993,0.695992,0.656709,13.029509,11.562451,11.680583,2.828772,6.67468,47.134387,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,9,55,"Success",0.004717,0.690373,0.66766,13.050034,11.503854,11.400344,2.797679,6.673038,46.788375,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,10,55,"Success",0.006042,0.677434,0.674978,13.039122,11.637665,11.694766,2.813086,6.662706,47.206516,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,11,55,"Success",0.005352,0.701838,0.664017,13.044703,11.74467,11.537254,2.853562,6.678334,47.230547,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,0,0,"Warmup",0.000243,0.001711,0.000828,6.8e-05,0.000107,6.8e-05,4.3e-05,0.001091,0.004473,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,1,0,"Warmup",0.000243,0.001731,0.000843,6.9e-05,0.000107,6.5e-05,4.3e-05,0.001051,0.00447,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,2,0,"Success",0.000246,0.001731,0.000822,6.7e-05,0.000105,6.8e-05,4.3e-05,0.001046,0.004444,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,3,0,"Success",0.00025,0.001762,0.000858,6.9e-05,0.000106,6.2e-05,4.3e-05,0.001071,0.004537,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,4,0,"Success",0.000244,0.001748,0.000826,9.7e-05,0.000108,7.1e-05,4.4e-05,0.001043,0.004496,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,5,0,"Success",0.000243,0.001753,0.000836,6.7e-05,0.000109,6.7e-05,4.5e-05,0.00104,0.004475,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,6,0,"Success",0.000246,0.001752,0.000844,6.9e-05,0.000108,6.8e-05,4.4e-05,0.001042,0.004485,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,7,0,"Success",0.000246,0.001746,0.000828,6.8e-05,0.000114,6.9e-05,4.2e-05,0.001043,0.004475,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,8,0,"Success",0.000246,0.00173,0.000843,6.7e-05,0.000111,6.7e-05,4.3e-05,0.001046,0.004476,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,9,0,"Success",0.000247,0.001752,0.000842,6.9e-05,0.000112,7.5e-05,4.4e-05,0.001044,0.004499,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,10,0,"Success",0.000247,0.001742,0.000826,6.7e-05,0.000107,6.8e-05,4.2e-05,0.001061,0.004478,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,11,0,"Success",0.000244,0.00176,0.00083,6.6e-05,0.00011,6.9e-05,4.4e-05,0.001058,0.004498,32,0,32,0,0
