; "SupportedThreads",176,"UsedThreads",44,"TotalMemory",473043173376,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1599734239,"CurrentTimeLocal","Thu Sep 10 12:37:19 2020","Hostname","taurusml17","gearshifft","0.3.0"
"Fftw","Inplace","Complex","double",1,"radix357",200,0,0,11,1,"Success",0.000326,173.414673,171.339515,0.00026,0.009287,0.022284,0.002521,0.012382,344.803889,3200,0,3200,2.2338936206e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",200,0,0,12,1,"Success",0.000236,172.266589,171.319473,0.000266,0.01067,0.021975,0.000363,0.016851,343.63757,3200,0,3200,2.1307085505e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",200,0,0,13,1,"Success",0.000246,172.011619,171.972831,0.000258,0.012126,0.01919,0.000209,0.018981,344.037344,3200,0,3200,1.7187986696e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",200,0,0,14,1,"Success",0.000314,172.777594,171.216216,0.000344,0.008957,0.024692,0.001458,0.012282,344.04366,3200,0,3200,2.4854151431e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",200,0,0,15,1,"Success",0.000254,173.358877,170.645523,0.000259,0.016861,0.014577,0.000418,0.017308,344.054654,3200,0,3200,1.2983639004e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",200,0,0,16,1,"Success",0.000245,171.294232,171.038031,0.000293,0.009624,0.017519,0.000459,0.020796,342.3837,3200,0,3200,1.8320087152e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",200,0,0,17,1,"Success",0.000379,172.8504,171.561116,0.000259,0.010845,0.020505,0.000334,0.014679,344.462055,3200,0,3200,2.8034803558e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",200,0,0,18,1,"Success",0.000248,172.399314,171.116535,0.000279,0.010115,0.018311,0.000424,0.0181,343.56387,3200,0,3200,1.8841779185e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",200,0,0,19,1,"Success",0.00024,171.190162,172.040508,0.000281,0.015626,0.016583,0.000267,0.013294,343.277479,3200,0,3200,1.2983639004e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,0,2,"Success",0.000296,258.530939,281.085028,0.000609,0.010355,0.01623,0.003107,0.015402,539.666093,4800,0,4800,5.8144106172e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,1,2,"Success",0.000174,256.499565,256.073092,0.000448,0.012387,0.017698,0.005219,0.018605,512.628273,4800,0,4800,5.0409311276e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,2,2,"Success",0.000373,256.866552,256.469016,0.000408,0.010455,0.019972,0.00054,0.023595,513.391474,4800,0,4800,6.4003292269e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,3,2,"Success",0.000242,255.955016,258.100419,0.000418,0.009501,0.031624,0.001547,0.00848,514.109781,4800,0,4800,5.2895515736e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,4,2,"Success",0.000269,257.436841,255.672561,0.000358,0.018422,0.015789,0.000457,0.014282,513.159576,4800,0,4800,5.8144106172e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,5,2,"Success",0.000236,256.278247,258.630119,0.000393,0.010611,0.019974,0.002705,0.017466,514.961783,4800,0,4800,5.6125611008e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,6,2,"Success",0.000224,258.484499,256.169608,0.000416,0.009115,0.019696,0.005611,0.012823,514.705961,4800,0,4800,5.0409311276e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,7,2,"Success",0.000293,257.608497,256.979081,0.000465,0.012595,0.015314,0.007752,0.012882,514.637415,4800,0,4800,5.2895515736e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,8,2,"Success",0.000326,255.367919,256.195972,0.000358,0.010542,0.018596,0.006417,0.01705,511.618588,4800,0,4800,5.6125611008e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,9,2,"Success",0.000231,264.032059,292.355881,0.000486,0.016197,0.024278,0.0016,0.01355,556.446276,4800,0,4800,4.5045414309e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,10,2,"Success",0.000281,267.047521,255.988777,0.000451,0.010968,0.030385,0.002992,0.010277,523.093388,4800,0,4800,5.2802887273e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,11,2,"Success",0.000184,256.708064,275.99578,0.00052,0.020011,0.021665,0.005533,0.012252,532.764974,4800,0,4800,5.2895515736e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,12,2,"Success",0.000326,275.035195,258.27694,0.000541,0.00998,0.018482,0.001881,0.021507,533.365413,4800,0,4800,5.4400574438e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,13,2,"Success",0.000234,260.094662,261.144486,0.000429,0.012355,0.026192,0.00185,0.012059,521.293414,4800,0,4800,5.4400574438e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,14,2,"Success",0.000328,258.334649,258.248221,0.00043,0.010121,0.02281,0.000619,0.029036,516.646808,4800,0,4800,4.9567405283e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,15,2,"Success",0.000162,257.907014,257.93962,0.000382,0.016135,0.020059,0.001938,0.013849,515.902564,4800,0,4800,5.1784422573e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,16,2,"Success",0.00036,258.786098,257.046353,0.000381,0.016162,0.01539,0.000432,0.016239,515.881965,4800,0,4800,5.2895515736e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,17,2,"Success",0.000282,258.804371,258.751041,0.000414,0.011838,0.026,0.000498,0.01248,517.607776,4800,0,4800,6.4003292269e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,18,2,"Success",0.00015,271.448988,258.993158,0.000424,0.011754,0.021132,0.001847,0.020641,530.499664,4800,0,4800,4.9655073974e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",300,0,0,19,2,"Success",0.000319,257.921412,257.567227,0.00045,0.011732,0.024273,0.000537,0.017602,515.544262,4800,0,4800,5.0409311276e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,0,3,"Success",0.000217,301.292668,299.30941,0.000527,0.013439,0.023872,0.007437,0.008619,600.657453,6400,0,6400,1.4458683937e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,1,3,"Success",0.000303,301.840424,301.513512,0.000437,0.011988,0.020739,0.001074,0.023183,603.412208,6400,0,6400,3.0921611142e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,2,3,"Success",0.00022,301.329296,300.782848,0.000433,0.009833,0.021566,0.00142,0.016614,602.163679,6400,0,6400,1.9854995463e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,3,3,"Success",0.000303,302.035234,299.842183,0.000455,0.014458,0.016351,0.000561,0.020603,601.933588,6400,0,6400,1.881815312e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,4,3,"Success",0.000217,302.020237,301.037594,0.000519,0.009894,0.02187,0.011964,0.008335,603.111197,6400,0,6400,2.0728844309e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,5,3,"Success",0.000272,300.947397,301.808967,0.000547,0.011305,0.021335,0.000698,0.016716,602.807823,6400,0,6400,1.6641946929e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,6,3,"Success",0.000323,301.450875,299.375116,0.000504,0.013563,0.028324,0.002689,0.013202,600.885187,6400,0,6400,1.9971346004e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,7,3,"Success",0.000225,301.971953,300.739444,0.000408,0.012889,0.023273,0.0025,0.013721,602.765799,6400,0,6400,1.5662722547e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,8,3,"Success",0.000323,304.753288,299.314418,0.000467,0.01197,0.025616,0.001629,0.017233,604.126073,6400,0,6400,1.9854995463e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,9,3,"Success",0.000316,303.986747,299.841395,0.000553,0.017532,0.016606,0.000565,0.015835,603.881189,6400,0,6400,1.5364024368e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,10,3,"Success",0.000229,301.786653,300.143009,0.000551,0.013812,0.017382,0.010184,0.015056,601.988417,6400,0,6400,1.9854995463e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,11,3,"Success",0.000295,302.065414,299.96669,0.000506,0.012443,0.020573,0.006804,0.015085,602.090053,6400,0,6400,1.5662722547e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,12,3,"Success",0.000225,301.389047,299.772631,0.000578,0.011297,0.022577,0.000926,0.021193,601.219091,6400,0,6400,2.4844755474e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,13,3,"Success",0.000303,300.893673,300.142249,0.000652,0.014061,0.022056,0.000741,0.018598,601.092894,6400,0,6400,1.8787822216e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,14,3,"Success",0.000301,301.598403,300.032519,0.000488,0.010802,0.022178,0.005175,0.014298,601.686625,6400,0,6400,2.0728844309e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,15,3,"Success",0.000231,302.402434,299.255462,0.000409,0.012199,0.017335,0.002777,0.015964,601.707645,6400,0,6400,1.8319050773e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,16,3,"Success",0.000318,301.968901,300.064554,0.000629,0.010183,0.023579,0.001961,0.016096,602.08766,6400,0,6400,4.5067890079e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,17,3,"Success",0.000205,301.25486,299.736498,0.00049,0.009842,0.02063,0.000776,0.017341,601.041189,6400,0,6400,2.4468890636e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,18,3,"Success",0.000305,301.297355,299.434088,0.000428,0.012261,0.020863,0.006432,0.012277,600.784562,6400,0,6400,3.0921611142e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",400,0,0,19,3,"Success",0.000309,301.742788,299.475878,0.000543,0.018695,0.019841,0.001953,0.013472,601.274219,6400,0,6400,1.9854995463e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,0,4,"Success",0.000217,191.074146,187.812115,0.00062,0.012613,0.018944,0.00627,0.021311,378.948379,8000,0,8000,5.0721306145e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,1,4,"Success",0.00034,190.026736,188.215348,0.000597,0.013187,0.025921,0.007338,0.013177,378.303361,8000,0,8000,5.4315595314e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,2,4,"Success",0.000229,190.423114,188.585174,0.00058,0.014029,0.02266,0.001822,0.014298,379.062435,8000,0,8000,5.3622356762e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,3,4,"Success",0.000221,189.328842,190.18074,0.000592,0.017148,0.024598,0.007615,0.010663,379.571378,8000,0,8000,5.9329727772e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,4,4,"Success",0.00031,190.618063,189.032323,0.00059,0.011016,0.018929,0.000795,0.018341,379.70087,8000,0,8000,5.0721306145e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,5,4,"Success",0.000231,189.915818,190.525695,0.000658,0.015187,0.02088,0.000813,0.020161,380.500347,8000,0,8000,4.9214128304e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,6,4,"Success",0.000238,190.285716,187.848696,0.000668,0.017989,0.017605,0.002314,0.020929,378.194669,8000,0,8000,5.3622356762e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,7,4,"Success",0.000295,188.564305,188.369505,0.000619,0.012656,0.023193,0.000713,0.016273,376.989065,8000,0,8000,5.672747632e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,8,4,"Success",0.000236,190.170878,189.123029,0.000606,0.01353,0.021979,0.000796,0.021262,379.352907,8000,0,8000,5.176953672e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,9,4,"Success",0.000328,191.286666,188.956411,0.000606,0.015086,0.024234,0.000754,0.021065,380.305846,8000,0,8000,5.672747632e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,10,4,"Success",0.000232,190.277684,188.550757,0.000605,0.027102,0.014747,0.000821,0.019294,378.891833,8000,0,8000,4.9474881695e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,11,4,"Success",0.000209,198.342237,187.937295,0.00092,0.013546,0.022298,0.009696,0.012662,386.339438,8000,0,8000,5.176953672e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,12,4,"Success",0.000275,189.255615,188.108234,0.000618,0.013609,0.023038,0.000858,0.020444,377.423241,8000,0,8000,4.9892348562e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,13,4,"Success",0.000267,189.957593,189.417261,0.000566,0.012736,0.021204,0.000773,0.015247,379.42624,8000,0,8000,4.9474881695e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,14,4,"Success",0.000223,189.775259,187.848262,0.00056,0.013123,0.020724,0.000799,0.021673,377.68216,8000,0,8000,5.4461173263e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,15,4,"Success",0.000299,189.846822,187.241164,0.000612,0.011997,0.022413,0.00078,0.018412,377.143048,8000,0,8000,5.4375219645e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,16,4,"Success",0.000228,189.327378,188.446477,0.000576,0.016166,0.019403,0.000735,0.018018,377.830565,8000,0,8000,5.4315595314e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,17,4,"Success",0.000295,189.909694,189.165139,0.00061,0.012909,0.030366,0.001166,0.016945,379.137834,8000,0,8000,5.8381324556e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,18,4,"Success",0.000233,189.871221,189.229599,0.000563,0.013663,0.015757,0.008791,0.011198,379.156651,8000,0,8000,4.9892348562e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",500,0,0,19,4,"Success",0.000213,189.144688,187.839171,0.000621,0.010777,0.026888,0.000885,0.016069,377.039837,8000,0,8000,5.2991955707e-17,0
