; "SupportedThreads",176,"UsedThreads",44,"TotalMemory",473043173376,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1599734369,"CurrentTimeLocal","Thu Sep 10 12:39:29 2020","Hostname","taurusml17","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000119
; "Time_ContextDestroy [ms]", 7.6e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,0,2,"Success",0.005386,16.210044,16.231601,0.169881,125.341127,59.898203,0.165103,0.284311,218.306144,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,1,2,"Success",0.005757,17.804991,17.915276,0.19263,59.706151,59.58254,0.164305,0.241103,155.613236,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,2,2,"Success",0.019695,17.803408,17.909296,0.311708,60.108117,55.00682,0.164704,0.24577,151.570022,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,3,2,"Success",0.015397,17.808488,17.897776,0.310962,61.5742,55.348466,0.165311,0.226537,153.347597,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,4,2,"Success",0.015316,17.831672,17.931949,0.311759,55.461993,54.99341,0.185283,0.226888,146.958738,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,5,2,"Success",0.000381,17.834463,17.898374,0.193048,61.686,54.591172,0.165482,0.245805,152.615175,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,6,2,"Success",0.013372,17.804654,17.891503,0.307294,54.900746,54.497747,0.186227,0.24195,145.843954,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,7,2,"Success",0.019786,17.724159,17.780174,0.298426,58.776202,54.767032,0.164608,0.222601,149.753471,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,8,2,"Success",0.013402,17.693809,17.785334,0.301564,55.052998,54.697192,0.164674,0.240692,145.950117,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,9,2,"Success",0.012436,17.698819,17.792682,0.298729,61.01914,55.197279,0.164619,0.224813,152.409034,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,10,2,"Success",0.000308,17.362885,17.450157,0.193261,71.262148,54.312824,0.165053,0.241321,160.988403,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,11,2,"Success",0.015245,17.69604,17.796402,0.30971,65.812844,54.699507,0.165834,0.241959,156.738024,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,12,2,"Success",0.000348,17.715453,17.786742,0.19163,55.12772,54.979704,0.166049,0.265289,146.233378,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,13,2,"Success",0.017343,17.714926,17.784248,0.307029,55.508539,56.151048,0.16651,0.221636,147.871718,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,14,2,"Success",0.0157,17.38174,17.44483,0.296637,79.558342,64.330154,0.169453,0.241016,179.438305,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,15,2,"Success",0.000377,17.707549,17.802123,0.190181,66.398871,64.808254,0.165621,0.228411,167.301884,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,16,2,"Success",0.015363,17.823817,17.899702,0.303826,63.986036,60.000339,0.165569,0.245778,160.440876,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,17,2,"Success",0.014274,17.379169,17.443624,0.299008,62.167679,55.75965,0.165182,0.248203,153.477266,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,18,2,"Success",0.00032,17.093749,17.15707,0.189806,69.3514,54.29792,0.165922,0.245141,158.50178,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,19,2,"Success",0.000332,17.868523,17.899618,0.185351,64.938656,54.92587,0.166055,0.234941,156.219777,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,0,3,"Success",0.012169,13.981728,17.160435,0.390611,1.404797,0.505455,0.202467,0.289295,33.947489,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,1,3,"Success",0.013482,14.02854,17.260716,0.384651,1.394893,0.481966,0.202764,0.219021,33.98648,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,2,3,"Success",0.000441,13.934368,17.144618,0.245262,4.788633,3.799713,0.20267,0.211693,40.327867,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,3,3,"Success",0.012507,13.964762,17.156832,0.397448,4.690301,0.489239,0.203112,0.213539,37.128218,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,4,3,"Success",0.000381,13.940387,16.950342,0.243647,4.986233,0.488995,0.202207,0.22387,37.036523,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,5,3,"Success",0.000417,13.668622,16.799696,0.244817,5.067987,0.493229,0.202924,0.207377,36.685487,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,6,3,"Success",0.000335,13.678885,16.818461,0.24408,5.152552,1.442721,0.202055,0.21745,37.757095,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,7,3,"Success",0.000398,13.4347,16.517851,0.226003,1.599342,0.480632,0.201845,0.212024,32.673246,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,8,3,"Success",0.016231,13.473493,16.433467,0.396693,5.545293,6.245894,0.204043,0.214169,42.529727,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,9,3,"Success",0.000342,13.429678,16.852619,0.246303,1.481934,0.481548,0.202525,0.218045,32.913436,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,10,3,"Success",0.015884,13.765973,16.916263,0.399512,7.352272,5.777171,0.20509,0.211646,44.644282,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,11,3,"Success",0.016147,14.058346,17.241725,0.396616,4.679726,0.481589,0.202717,0.208,37.285375,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,12,3,"Success",0.000332,13.980055,16.955362,0.244932,4.883726,0.482747,0.212688,0.225367,36.985672,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,13,3,"Success",0.016317,14.017594,17.238264,0.404944,4.675946,0.478755,0.201865,0.220441,37.2546,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,14,3,"Success",0.013126,14.022583,17.222868,0.414249,1.421587,0.499453,0.202303,0.219587,34.016223,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,15,3,"Success",0.016562,14.031999,17.010989,0.392869,3.161669,0.500292,0.203386,0.217455,35.535674,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,16,3,"Success",0.000407,14.022109,17.141817,0.24602,5.504262,4.633408,0.203143,0.20777,41.959396,7308400,0,3630000,1.4700598092e-16,0
