; "SupportedThreads",176,"UsedThreads",88,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1599474076,"CurrentTimeLocal","Mon Sep  7 12:21:16 2020","Hostname","taurusml27","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000121
; "Time_ContextDestroy [ms]", 7e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,0,2,"Success",0.012163,28.985667,28.706722,0.285793,207.875451,202.52634,0.291818,1.039129,469.723759,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,1,2,"Success",0.014275,28.350405,28.581157,0.292998,207.820503,202.583222,0.294908,0.946953,468.885249,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,2,2,"Success",0.012939,28.303979,28.554075,0.31846,205.204917,202.709296,0.294891,0.964336,466.363646,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,3,2,"Success",0.012419,28.341202,28.587176,0.309697,207.180656,202.018126,0.294583,0.884826,467.629647,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,4,2,"Success",0.000277,28.498432,28.592859,0.209896,207.808502,202.938158,0.294375,0.981148,469.324302,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,5,2,"Success",0.012688,28.79237,28.680767,0.31688,205.31025,202.417619,0.311024,0.996847,466.839058,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,6,2,"Success",0.012443,28.385552,28.619539,0.317118,206.944493,202.682936,0.293466,0.949151,468.205378,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,7,2,"Success",0.016318,28.356661,28.554481,0.313104,207.69138,203.023584,0.293983,0.957589,469.207892,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,8,2,"Success",0.012386,28.367768,28.565903,0.317359,206.688354,201.902335,0.292809,0.889912,467.037479,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,9,2,"Success",0.000356,28.456323,28.575182,0.193208,205.270954,202.981627,0.293465,0.969688,466.741442,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,10,2,"Success",0.013035,28.877604,28.663896,0.318372,207.900596,202.278327,0.294062,0.976252,469.322762,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,11,2,"Success",0.01239,28.293066,28.56698,0.317878,205.964322,202.611255,0.294406,0.951275,467.012187,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,12,2,"Success",0.017396,28.263078,28.505083,0.317085,207.627439,202.771739,0.292787,0.957186,468.752425,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,13,2,"Success",0.012852,28.374191,28.535243,0.317801,207.091516,201.851461,0.31007,0.893538,467.387319,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,14,2,"Success",0.000285,28.438658,28.47967,0.210173,204.686685,202.961228,0.296869,0.96976,466.043989,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,15,2,"Success",0.01371,28.784667,28.552258,0.31588,204.570657,202.48541,0.294701,0.971504,465.989559,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,16,2,"Success",0.012643,28.367012,28.594151,0.314462,207.376352,202.546539,0.291403,0.950979,468.454275,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,17,2,"Success",0.016303,28.274,28.562501,0.31922,205.041572,202.610573,0.294664,0.958598,466.078248,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,18,2,"Success",0.012543,28.268267,28.622976,0.317057,205.676036,202.09249,0.294193,0.88191,466.166167,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,19,2,"Success",0.000379,28.498814,28.55996,0.192886,207.54709,203.032053,0.294574,0.973123,469.099509,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,0,3,"Success",0.0123,23.951542,27.644202,0.406276,2.113688,0.445483,0.353475,0.983586,55.911444,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,1,3,"Success",0.013119,23.719014,27.689174,0.390186,2.184321,0.489066,0.395866,1.067385,55.948925,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,2,3,"Success",0.000394,24.111765,27.759569,0.239502,2.113433,0.473933,0.395789,0.975123,56.070368,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,3,3,"Success",0.011296,24.019277,27.734906,0.411,2.168237,0.471275,0.415445,1.056726,56.288818,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,4,3,"Success",0.010746,23.811974,27.691244,0.394916,2.207257,0.471162,0.395358,1.031297,56.01464,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,5,3,"Success",0.010738,23.91099,27.667338,0.394932,2.191901,0.478607,0.396458,0.968059,56.020065,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,6,3,"Success",0.014259,23.764542,27.694631,0.404403,2.163237,0.469574,0.420607,0.974696,55.906772,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,7,3,"Success",0.01124,23.942155,27.78177,0.396821,2.186319,0.476886,0.396918,1.050218,56.243057,7308400,0,3630000,1.4700598092e-16,0
