; "SupportedThreads",176,"UsedThreads",88,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1599474303,"CurrentTimeLocal","Mon Sep  7 12:25:03 2020","Hostname","taurusml27","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000236
; "Time_ContextDestroy [ms]", 6.5e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,0,2,"Success",0.01029,28.307954,28.409237,0.279875,203.972049,200.475552,0.296884,1.030325,462.78278,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,1,2,"Success",0.012697,28.338916,28.590182,0.28892,207.452397,202.256114,0.293719,0.941946,468.175492,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,2,2,"Success",0.015183,28.339335,28.527799,0.305499,208.003114,202.722615,0.307165,0.959413,469.180761,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,3,2,"Success",0.015349,28.356171,28.603672,0.310786,207.316073,201.988844,0.29281,0.885593,467.769943,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,4,2,"Success",0.000302,28.326151,28.573733,0.195046,207.704924,202.439561,0.29323,0.962577,468.496237,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,5,2,"Success",0.012359,28.369889,28.525377,0.311121,207.967538,202.133267,0.295193,0.962657,468.577998,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,6,2,"Success",0.016611,28.342554,28.612861,0.313057,207.685863,202.112272,0.309554,0.94448,468.338279,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,7,2,"Success",0.015527,28.224413,28.551646,0.308907,205.962726,202.451537,0.293283,0.956068,466.764824,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,8,2,"Success",0.015761,28.299109,28.596042,0.306927,204.39141,202.10669,0.291652,0.88299,464.891471,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,9,2,"Success",0.000361,28.299604,28.518345,0.19431,208.101071,202.279067,0.292758,0.971354,468.657536,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,10,2,"Success",0.012355,28.328763,28.535674,0.308134,207.812458,201.883229,0.29383,0.961497,468.136636,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,11,2,"Success",0.020232,28.257403,28.612993,0.314032,205.282582,202.320397,0.292414,0.94396,466.04465,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,12,2,"Success",0.015487,28.223982,28.552781,0.305146,205.855533,202.30822,0.307983,0.950895,466.520624,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,13,2,"Success",0.016063,28.349422,28.57112,0.303388,207.669161,201.907544,0.293365,0.884769,467.995481,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,14,2,"Success",0.000309,28.313879,28.556415,0.190511,208.412819,202.64238,0.307523,0.971688,469.3962,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,15,2,"Success",0.012723,28.347948,28.579921,0.308833,207.081842,202.375732,0.29424,0.976416,467.978334,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,16,2,"Success",0.015818,28.277904,28.619579,0.308425,205.186668,202.395295,0.309058,0.945036,466.058429,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,17,2,"Success",0.019898,28.326473,28.522353,0.306816,207.97265,202.632198,0.293615,0.951366,469.026216,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,18,2,"Success",0.015878,28.271689,28.578561,0.310993,205.024945,202.04268,0.307693,0.900583,465.453728,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,19,2,"Success",0.000293,28.2874,28.533884,0.191396,204.697982,202.711312,0.292978,0.968069,465.683925,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,0,3,"Success",0.012834,23.712388,27.657705,0.392477,2.606307,0.475034,0.357853,0.973546,56.188779,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,1,3,"Success",0.010042,23.752103,27.650204,0.383247,2.595401,0.442069,0.356875,0.939117,56.129683,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,2,3,"Success",0.000391,23.756724,27.733457,0.238492,2.238111,0.483677,0.399707,0.98075,55.832071,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,3,3,"Success",0.017088,23.730555,27.726882,0.396136,1.877922,0.444641,0.357373,0.949267,55.500413,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,4,3,"Success",0.012628,23.747264,27.697807,0.394774,2.004626,0.444508,0.356127,0.929779,55.588073,7308400,0,3630000,1.4700598092e-16,0
