; "SupportedThreads",176,"UsedThreads",88,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1599474268,"CurrentTimeLocal","Mon Sep  7 12:24:28 2020","Hostname","taurusml27","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000121
; "Time_ContextDestroy [ms]", 9e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,0,2,"Success",0.011097,0.120669,0.104723,0.349262,9.180283,17.102722,0.145059,0.089755,27.10406,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,1,2,"Success",0.019445,0.088576,0.102573,0.276723,9.196656,16.096621,0.144474,0.062135,25.987702,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,2,2,"Success",0.00943,0.064386,0.070017,0.25815,6.765276,12.646548,0.150269,0.062551,20.027326,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,3,2,"Success",0.009413,0.059799,0.067732,0.256183,6.359353,12.635486,0.153352,0.061297,19.603141,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,4,2,"Success",0.009775,0.059572,0.067174,0.264545,6.913681,12.644294,0.151157,0.058507,20.16913,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,5,2,"Success",0.009438,0.058235,0.067771,0.259733,6.854089,12.628885,0.137689,0.058985,20.07528,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,6,2,"Success",0.014869,0.057221,0.066562,0.259925,6.785541,12.652467,0.149773,0.0589,20.04572,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,7,2,"Success",0.010629,0.057086,0.065874,0.264847,6.819371,12.646563,0.148421,0.058298,20.071526,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,8,2,"Success",0.009109,0.056314,0.065576,0.262491,6.778127,12.741724,0.149692,0.058973,20.122679,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,9,2,"Success",0.009583,0.059029,0.065976,0.255163,6.819485,12.634208,0.141247,0.059115,20.044345,6034320,0,2996352,2.9388303756e-15,0
