; "SupportedThreads",176,"UsedThreads",88,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1599474369,"CurrentTimeLocal","Mon Sep  7 12:26:09 2020","Hostname","taurusml27","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000104
; "Time_ContextDestroy [ms]", 0.000318
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,0,2,"Success",0.011804,28.346197,28.439202,0.29399,192.727165,190.954642,0.290105,1.03736,442.10108,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,1,2,"Success",0.009199,28.414378,28.592064,0.285319,195.362743,191.484812,0.293875,0.939226,445.3823,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,2,2,"Success",0.019479,28.362196,28.56863,0.311652,195.83975,191.166979,0.293588,0.943073,445.506188,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,3,2,"Success",0.015486,28.371567,28.572835,0.312022,195.591828,191.10885,0.293169,0.879834,445.146304,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,4,2,"Success",0.000317,28.237596,28.550615,0.190708,194.236086,191.292773,0.293931,0.97642,443.779143,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,5,2,"Success",0.012847,28.36419,28.558955,0.313948,195.614001,191.022615,0.294017,0.965112,445.146288,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,6,2,"Success",0.01526,28.338038,28.592231,0.313637,194.311412,191.36156,0.293574,0.937666,444.164046,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,7,2,"Success",0.015322,28.332583,28.57481,0.306003,196.12103,190.816905,0.293949,0.947751,445.408998,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,8,2,"Success",0.015562,28.268507,28.595694,0.315259,193.094128,191.270139,0.294156,0.881415,442.735469,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,9,2,"Success",0.000352,28.330009,28.572286,0.190578,195.763871,190.693116,0.293976,0.961034,444.805846,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,10,2,"Success",0.013033,28.382545,28.54074,0.311429,195.329518,191.023146,0.294424,0.960069,444.855499,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,11,2,"Success",0.015563,28.431132,28.600033,0.317394,196.311133,191.243037,0.294566,0.943938,446.157688,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,12,2,"Success",0.015406,28.36601,28.552892,0.312044,195.57002,191.143266,0.293638,0.947076,445.201003,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,13,2,"Success",0.015058,28.286106,28.594617,0.313746,192.982795,191.18705,0.293908,0.876125,442.55027,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,14,2,"Success",0.000292,28.32895,28.598221,0.208556,195.589531,190.749388,0.292451,0.958096,444.726091,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,15,2,"Success",0.01245,28.359581,28.552994,0.308167,195.503801,191.296082,0.292615,0.961688,445.287982,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,16,2,"Success",0.019297,28.434396,28.590321,0.310577,196.046492,190.865653,0.292379,0.941669,445.501598,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,17,2,"Success",0.015441,28.315474,28.563328,0.313532,195.851598,190.862091,0.293975,0.944739,445.160802,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,18,2,"Success",0.015898,28.232546,28.544453,0.308955,194.544648,191.085837,0.292281,0.875119,443.900414,6034320,0,2996352,6.5256333432e-17,0
