; "SupportedThreads",176,"UsedThreads",88,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1599474206,"CurrentTimeLocal","Mon Sep  7 12:23:26 2020","Hostname","taurusml27","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000186
; "Time_ContextDestroy [ms]", 7.2e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,0,2,"Success",0.010144,28.324228,28.455341,0.277325,204.598864,201.556091,0.296406,1.03022,464.549367,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,1,2,"Success",0.009871,28.288003,28.601141,0.291151,205.601893,202.279446,0.296789,0.935188,466.304203,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,2,2,"Success",0.01592,28.2614,28.577934,0.312766,206.02906,203.266961,0.292916,0.950583,467.708263,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,3,2,"Success",0.015406,28.270699,28.575901,0.310813,206.406668,203.194581,0.293074,0.873724,467.941553,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,4,2,"Success",0.00027,28.329054,28.566343,0.189962,207.591907,203.254302,0.290631,0.970157,469.193307,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,5,2,"Success",0.013146,28.348976,28.549668,0.311632,207.901383,203.155489,0.292183,0.973123,469.546324,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,6,2,"Success",0.015574,28.358323,28.611931,0.31952,208.210209,203.195751,0.2929,0.947888,469.952734,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,7,2,"Success",0.015981,28.361299,28.542343,0.311384,208.143199,203.364744,0.308093,0.949995,469.99762,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,8,2,"Success",0.015589,28.348914,28.574171,0.306015,207.932222,202.868452,0.294067,0.880478,469.220639,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,9,2,"Success",0.00035,28.259578,28.4564,0.209241,208.216425,203.432241,0.291764,0.976551,469.8434,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,10,2,"Success",0.013375,28.258222,28.529378,0.313802,206.219688,203.121323,0.307847,0.971395,467.735657,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,11,2,"Success",0.015412,28.347776,28.629264,0.310757,207.765116,202.883947,0.29143,0.949087,469.193516,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,12,2,"Success",0.015357,28.273074,28.51052,0.315337,207.205762,203.243658,0.308876,0.952405,468.825618,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,13,2,"Success",0.015652,28.35876,28.571779,0.306997,207.88678,202.879193,0.292841,0.893925,469.206699,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,14,2,"Success",0.000287,28.327125,28.544857,0.209768,204.755226,202.920602,0.291906,0.969699,466.020099,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,15,2,"Success",0.012472,28.44016,28.519915,0.315181,207.58924,203.141438,0.293957,0.961473,469.274449,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,16,2,"Success",0.015437,28.337159,28.600748,0.317712,205.086833,202.081585,0.297486,0.936005,465.673617,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,17,2,"Success",0.01561,28.398288,28.537733,0.315165,207.976853,203.311333,0.2929,0.955778,469.804256,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,18,2,"Success",0.015727,28.236338,28.529754,0.318958,207.097471,203.142901,0.293323,0.886706,468.521861,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,19,2,"Success",0.000328,28.334265,28.554543,0.190732,207.664048,202.839136,0.293601,0.966225,468.843547,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,0,3,"Success",0.012277,23.688789,27.629952,0.400135,2.016829,0.462496,0.416514,1.019094,55.646752,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,1,3,"Success",0.013677,23.766348,27.703765,0.384827,2.145316,0.477677,0.41457,1.04111,55.94791,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,2,3,"Success",0.000353,23.842007,27.730273,0.265009,2.089119,0.485105,0.394837,0.968659,55.776064,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,3,3,"Success",0.013287,23.794164,27.691242,0.395953,2.164954,0.481209,0.395411,1.052041,55.98892,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,4,3,"Success",0.012506,23.787992,27.677279,0.401715,2.184069,0.47864,0.395663,1.049496,55.98798,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,5,3,"Success",0.012179,23.789745,27.715674,0.398983,2.162193,0.487855,0.395102,0.907829,55.870211,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,6,3,"Success",0.019646,23.741371,27.694816,0.398999,2.164915,0.472457,0.391825,0.974051,55.85875,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,7,3,"Success",0.012624,23.695016,27.662752,0.403578,2.155253,0.473869,0.413304,1.043939,55.860983,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,8,3,"Success",0.000347,23.863146,27.743215,0.263749,2.0831,0.484519,0.394828,1.046519,55.88026,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,9,3,"Success",0.013152,23.755449,27.694691,0.396717,2.173538,0.476226,0.413184,1.082713,56.00629,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,10,3,"Success",0.017289,23.774133,27.730006,0.396075,2.146525,0.483758,0.394674,1.030307,55.973395,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,11,3,"Success",0.013103,23.768114,27.656805,0.40018,1.868009,0.44115,0.355507,0.875926,55.379479,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,12,3,"Success",0.0169,23.785866,27.68757,0.399916,2.162784,0.482564,0.414619,0.970073,55.921009,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,13,3,"Success",0.012203,23.834463,27.704156,0.399219,2.130762,0.496093,0.397132,1.070477,56.045177,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,14,3,"Success",0.000449,23.8593,27.774643,0.237262,2.097041,0.481679,0.394795,1.050545,55.896353,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,15,3,"Success",0.01264,23.774864,27.718428,0.399385,2.190881,0.48156,0.414125,1.060119,56.052612,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,16,3,"Success",0.012498,23.783862,27.693043,0.394682,2.170229,0.474827,0.395198,1.030992,55.956038,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,17,3,"Success",0.012195,23.707535,27.699429,0.395645,2.169833,0.484,0.395252,0.972036,55.83656,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,18,3,"Success",0.01945,23.790711,27.693635,0.396832,2.140473,0.468936,0.35681,0.886954,55.754463,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,19,3,"Success",0.012504,23.76977,27.730664,0.399612,2.17152,0.48132,0.397311,1.044395,56.007786,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",61,61,160,0,4,"Success",0.020749,52.697828,53.191632,0.547437,3.321335,1.017739,0.513004,1.610685,112.921111,9585296,0,4762880,1.1168004092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",61,61,160,1,4,"Success",0.01814,52.52626,53.1336,0.557881,2.675203,1.032149,0.51732,1.572426,112.033633,9585296,0,4762880,1.1168004092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",61,61,160,2,4,"Success",0.013164,52.562797,53.08734,0.58034,2.360858,0.922036,0.484292,1.430786,111.442324,9585296,0,4762880,1.1168004092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",61,61,160,3,4,"Success",0.012935,52.546739,53.088051,0.592045,2.652247,1.036289,0.517295,1.565404,112.011698,9585296,0,4762880,1.1168004092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",61,61,160,4,4,"Success",0.017499,52.596837,53.107273,0.603855,2.672986,1.026469,0.549073,1.564319,112.138885,9585296,0,4762880,1.1168004092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",61,61,160,5,4,"Success",0.012722,52.560213,53.087033,0.588348,2.662791,1.02728,0.515783,1.574865,112.029641,9585296,0,4762880,1.1168004092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",61,61,160,6,4,"Success",0.013345,52.762763,53.100648,0.593566,2.704618,1.026811,0.516694,1.571707,112.290749,9585296,0,4762880,1.1168004092e-16,0
