; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",67312484352,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1503754536,"CurrentTimeLocal","Sat Aug 26 15:35:36 2017","Hostname","taurusi5257","gearshifft","0.3.0"
"Fftw","Outplace","Complex","float",2,"powerof2",64,128,0,11,11,"Success",0.00084,194.383574,182.576046,0.018844,0.050977,0.041941,0.011525,0.128748,377.214749,131072,0,65536,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,0,12,"Warmup",0.000964,234.66322,215.488382,0.032197,0.072391,0.055076,0.026022,0.180594,450.521002,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,1,12,"Warmup",0.001012,232.699896,215.042882,0.035184,0.071378,0.058128,0.026024,0.158495,448.094998,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,2,12,"Success",0.006606,233.916759,214.554001,0.031832,0.072771,0.057969,0.025927,0.157645,448.825392,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,3,12,"Success",0.005649,235.268818,215.409661,0.033999,0.084951,0.058953,0.02658,0.176771,451.067719,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,4,12,"Success",0.000878,235.47478,215.559569,0.032716,0.077801,0.057492,0.028119,0.162227,451.395839,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,5,12,"Success",0.005182,235.048251,215.50696,0.032545,0.070171,0.058695,0.026981,0.157368,450.908542,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,6,12,"Success",0.000862,234.823147,215.812664,0.031635,0.075566,0.061548,0.02689,0.166609,451.001188,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,7,12,"Success",0.00076,234.878973,215.428691,0.033107,0.068839,0.057069,0.027045,0.145454,450.642274,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,8,12,"Success",0.005062,236.368192,215.537708,0.031056,0.071055,0.053731,0.024573,0.155558,452.249035,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,9,12,"Success",0.000906,235.830042,215.236218,0.032325,0.065089,0.057351,0.026458,0.176116,451.426552,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,10,12,"Success",0.005272,235.789517,215.279816,0.0318,0.074512,0.053679,0.025868,0.162336,451.424709,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,11,12,"Success",0.005328,235.355514,215.480214,0.033658,0.075788,0.071162,0.026566,0.154688,451.205187,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,0,13,"Warmup",0.008111,212.963929,196.237642,0.068958,0.095042,0.057627,0.052226,0.170394,409.655987,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,1,13,"Warmup",0.007766,213.520983,195.939025,0.066824,0.083028,0.055319,0.051925,0.179391,409.905917,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,2,13,"Success",0.007742,214.104621,196.222842,0.06172,0.082817,0.057888,0.051129,0.1804,410.77129,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,3,13,"Success",0.008289,211.99523,195.718435,0.061182,0.089316,0.066463,0.05242,0.183163,408.176676,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,4,13,"Success",0.007208,212.85418,195.752218,0.067659,0.08502,0.063713,0.051461,0.176876,409.060407,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,5,13,"Success",0.000854,212.516781,195.501511,0.062756,0.088025,0.068839,0.0519,0.167858,408.460723,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,6,13,"Success",0.000986,211.960461,201.678238,0.065138,0.082662,0.068433,0.052861,0.182037,414.092952,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,7,13,"Success",0.008702,214.115359,194.949716,0.064408,0.087287,0.064147,0.053896,0.170736,409.516486,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,8,13,"Success",0.007752,212.218378,194.85701,0.064412,0.086882,0.067892,0.053529,0.176339,407.534503,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,9,13,"Success",0.008161,214.060405,202.238123,0.063091,0.086822,0.061123,0.055692,0.181234,416.756908,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,10,13,"Success",0.000982,214.028348,194.863917,0.062744,0.085773,0.066078,0.055764,0.185941,409.351699,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,11,13,"Success",0.008235,213.29695,194.714146,0.069152,0.086113,0.065185,0.051205,0.193116,408.486221,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,0,14,"Warmup",0.007323,294.256452,275.391297,0.11937,0.134571,0.102489,0.10497,0.158866,570.277561,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,1,14,"Warmup",0.008632,295.230405,273.645969,0.125178,0.14332,0.116368,0.101627,0.166163,569.539957,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,2,14,"Success",0.000894,292.058951,276.65354,0.12319,0.142385,0.106373,0.104023,0.174651,569.365845,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,3,14,"Success",0.008073,292.743813,275.509397,0.127431,0.134603,0.10406,0.103716,0.156176,568.8893,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,4,14,"Success",0.008884,292.739647,272.847344,0.122074,0.139924,0.106335,0.104186,0.164968,566.235643,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,5,14,"Success",0.00101,293.835934,273.401658,0.138478,0.140926,0.1054,0.104002,0.155017,567.884767,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,6,14,"Success",0.000808,290.969214,274.490592,0.118209,0.133627,0.105412,0.100715,0.154163,566.074889,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,7,14,"Success",0.007752,292.767081,274.499103,0.124828,0.139591,0.109084,0.104326,0.17119,567.925154,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,8,14,"Success",0.009787,302.271278,272.980135,0.119725,0.133329,0.105129,0.099594,0.158074,575.879278,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,9,14,"Success",0.007911,295.028456,273.648111,0.120811,0.133801,0.103483,0.100915,0.172576,569.318109,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,10,14,"Success",0.007566,292.24346,273.261009,0.124666,0.138477,0.10204,0.10797,0.160493,566.148027,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,11,14,"Success",0.00082,292.311414,274.855363,0.138312,0.138157,0.107426,0.103138,0.162031,567.818712,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,0,15,"Warmup",0.007801,327.411584,309.063066,0.224537,0.179674,0.143245,0.219555,0.323842,637.576199,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,1,15,"Warmup",0.008121,325.44825,308.93469,0.214507,0.176543,0.143215,0.213325,0.33503,635.476096,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,2,15,"Success",0.008189,326.099104,306.624629,0.221566,0.177564,0.144883,0.220505,0.338683,633.83741,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,3,15,"Success",0.008919,325.581726,310.303371,0.223897,0.191965,0.165354,0.221071,0.345228,637.044127,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,4,15,"Success",0.008153,324.177807,292.929292,0.220108,0.182649,0.145815,0.217282,0.324988,618.208848,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,5,15,"Success",0.008343,329.592101,307.905688,0.218625,0.175821,0.143672,0.214137,0.34494,638.606194,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,6,15,"Success",0.008402,326.485557,293.530316,0.218651,0.170891,0.138849,0.219234,0.325953,621.100468,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,7,15,"Success",0.008169,325.581865,307.684168,0.21822,0.17556,0.141423,0.216797,0.330503,634.359025,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,8,15,"Success",0.008757,327.734574,295.448445,0.223037,0.175172,0.144919,0.22078,0.331873,624.29005,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,9,15,"Success",0.007977,315.532874,305.705854,0.225571,0.181723,0.144463,0.22016,0.336284,622.357396,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,10,15,"Success",0.008218,318.040457,308.732456,0.22591,0.192734,0.182996,0.219218,0.337077,627.941432,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,11,15,"Success",0.008905,326.42957,306.535544,0.220777,0.196928,0.165228,0.219624,0.324947,634.103748,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,0,16,"Warmup",0.008546,521.136292,498.043121,0.356026,0.385713,0.224137,0.45716,0.412804,1021.025705,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,1,16,"Warmup",0.008702,516.293655,496.367201,0.365739,0.427658,0.234412,0.472946,0.421341,1014.593766,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,2,16,"Success",0.00938,517.478689,498.844184,0.388374,0.374638,0.231076,0.43521,0.432912,1018.196414,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,3,16,"Success",0.008667,516.954767,500.42421,0.364899,0.431969,0.235013,0.471804,0.415701,1019.308952,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,4,16,"Success",0.016011,509.748689,482.467545,0.364466,0.422549,0.243946,0.473534,0.418198,994.156994,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,5,16,"Success",0.008454,513.139583,483.109792,0.364356,0.41527,0.227676,0.471588,0.416231,998.154907,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,6,16,"Success",0.008733,510.039057,479.967071,0.356203,0.332977,0.230183,0.464631,0.414196,991.815205,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,7,16,"Success",0.008842,511.026449,496.677088,0.355943,0.404612,0.218296,0.462435,0.400242,1009.556107,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,8,16,"Success",0.010087,514.666629,477.460744,0.351579,0.395276,0.232196,0.476873,0.425029,994.020572,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,9,16,"Success",0.008735,533.169766,501.617723,0.369318,0.413823,0.2347,0.490924,0.397242,1036.704647,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,10,16,"Success",0.008546,532.778601,485.226297,0.365597,0.331275,0.232367,0.472125,0.398046,1019.814897,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,11,16,"Success",0.008612,515.897586,504.522851,0.364228,0.361763,0.222133,0.472146,0.390653,1022.241936,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,0,17,"Warmup",0.01061,599.354304,626.155523,0.816944,0.668408,0.535106,0.987522,0.782686,1229.3133,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,1,17,"Warmup",0.008944,601.119305,684.796552,0.799309,0.68586,0.55413,0.945307,0.741355,1289.653069,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,2,17,"Success",0.008997,603.613899,637.471426,0.810533,0.699611,0.546516,0.915342,0.701641,1244.769995,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,3,17,"Success",0.008882,599.33896,627.157262,0.835313,0.740075,0.543738,0.98648,0.704482,1230.317283,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,4,17,"Success",0.009272,599.436912,632.171556,0.813806,0.708301,0.542293,0.98796,0.713381,1235.385594,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,5,17,"Success",0.009135,602.353601,629.084931,0.790478,0.709988,0.533448,0.904197,0.695701,1235.083462,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,6,17,"Success",0.008616,601.393125,641.543863,0.802971,0.720315,0.557185,0.900518,0.681508,1246.610116,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,7,17,"Success",0.008522,603.267417,633.549099,0.813965,0.689994,0.551914,0.955598,0.69477,1240.533457,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,8,17,"Success",0.008899,601.30922,635.246934,0.815898,0.706933,0.56399,0.867698,0.676347,1240.197966,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,9,17,"Success",0.008783,600.573478,686.106589,0.810246,0.695524,0.557506,0.989178,0.699514,1290.442854,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,10,17,"Success",0.009286,643.110485,628.674093,0.817161,0.725507,0.542612,0.982563,0.725677,1275.589637,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,11,17,"Success",0.00922,600.685485,626.308236,0.810793,0.756936,0.54223,0.98995,0.723861,1230.828796,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,0,18,"Warmup",0.010508,1456.177139,1387.153882,1.710937,1.959902,1.43402,1.560043,1.430385,2851.438913,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,1,18,"Warmup",0.009919,1461.159569,1394.387015,1.651167,1.986604,1.495619,1.629089,1.366965,2863.688001,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,2,18,"Success",0.009881,1457.403523,1390.746579,1.649852,2.057875,1.15823,1.622215,1.352689,2856.002887,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,3,18,"Success",0.009704,1460.536479,1384.231297,1.587139,1.967762,1.528218,1.684563,1.318063,2852.865316,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,4,18,"Success",0.010108,1456.013729,1382.866344,1.653469,1.997821,1.562713,1.626635,1.343156,2847.076144,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,5,18,"Success",0.009786,1458.487708,1386.599449,1.582222,2.017096,1.169296,1.631812,1.312463,2852.812011,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,6,18,"Success",0.009847,1460.284042,1390.930278,1.613329,1.959214,1.578624,1.804003,1.379882,2859.561532,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,7,18,"Success",0.010863,1459.621597,1392.461056,1.611726,2.005726,1.187083,1.743339,1.379362,2860.023241,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,8,18,"Success",0.010035,1454.926274,1396.510907,1.583631,1.956385,1.445065,1.639859,1.335254,2859.409528,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,9,18,"Success",0.010284,1459.536242,1392.039718,1.645734,1.989556,1.428075,1.633651,1.324902,2859.610303,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,10,18,"Success",0.009853,1463.603618,1395.939105,1.582143,1.941815,1.445843,1.643115,1.311395,2867.479074,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,11,18,"Success",0.009681,1464.161796,1386.398434,1.656251,1.982899,1.495565,1.624924,1.33059,2858.662304,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,0,19,"Warmup",0.012752,1612.35979,1587.328825,3.478935,3.194132,2.38927,2.552628,2.700087,3214.019052,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,1,19,"Warmup",0.011625,1622.725819,1595.488643,3.591026,3.084948,2.399405,2.549911,2.691364,3232.545117,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,2,19,"Success",0.011952,1619.575948,1586.176059,3.537204,3.120721,2.335438,2.554143,2.692948,3220.006684,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,3,19,"Success",0.012004,1607.239942,1602.496923,3.581549,3.111708,2.361554,2.54703,2.702886,3224.055818,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,4,19,"Success",0.011659,1619.762119,1594.978042,3.596493,3.081349,2.350485,2.563985,2.695764,3229.042033,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,5,19,"Success",0.012062,1612.805089,1592.853178,3.588853,3.076397,2.327952,2.562105,2.688317,3219.916668,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,6,19,"Success",0.011505,1613.20729,1586.11698,3.580308,3.159826,2.336234,2.56496,2.688631,3213.668021,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,7,19,"Success",0.017918,1616.519589,1598.267448,3.507682,3.113841,2.348638,2.553643,2.697221,3229.028425,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,8,19,"Success",0.011523,1613.625547,1603.928988,3.367149,3.312086,2.523628,2.396435,2.707165,3231.87501,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,9,19,"Success",0.011835,1621.171318,1583.457529,3.459022,3.315204,2.394432,2.424234,2.66283,3218.898569,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,10,19,"Success",0.011509,1627.296906,1588.687315,3.438243,3.224751,2.342482,2.447005,2.676753,3230.127362,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,11,19,"Success",0.011324,1633.420679,1588.615176,3.370739,3.215592,2.378592,2.44198,2.663786,3236.120039,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,0,20,"Warmup",0.016952,4253.091216,4152.255666,6.036075,6.561028,6.311678,4.790958,5.169281,8434.236647,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,1,20,"Warmup",0.01293,4232.067217,4155.698044,6.023623,6.602672,6.305354,4.784847,5.165023,8416.663367,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,2,20,"Success",0.013662,4251.568107,4143.588347,6.038646,6.694728,6.335232,4.800279,5.172106,8424.215218,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,3,20,"Success",0.013173,4245.8101,4148.009284,6.061251,6.6291,6.269894,4.783008,5.183897,8422.763903,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,4,20,"Success",0.013502,4235.214569,4147.478983,6.231435,6.515563,6.345115,4.773316,5.155561,8411.73201,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,5,20,"Success",0.013003,4218.104009,4147.83928,6.020977,6.554386,6.316609,4.791524,5.187404,8394.831101,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,6,20,"Success",0.013046,4247.002078,4141.048735,6.228233,6.554878,6.319425,4.774011,5.171473,8417.115659,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,7,20,"Success",0.012914,4215.922723,4130.079377,6.034566,6.691597,6.360141,4.806475,5.184434,8375.096214,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,8,20,"Success",0.013036,4229.282066,4156.441666,6.01751,6.573195,6.314578,4.796832,5.152027,8414.595419,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,9,20,"Success",0.012986,4222.939296,4158.058571,6.036246,6.588941,6.291028,4.769989,5.164395,8409.865361,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,10,20,"Success",0.012995,4217.574536,4142.933695,6.172368,6.622242,6.332107,4.778714,5.116036,8389.546547,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,11,20,"Success",0.013503,4223.010708,4147.855431,6.041363,6.59282,6.312043,4.781685,5.08468,8399.696228,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,0,21,"Warmup",0.01031,5786.077379,5769.445466,10.868042,13.109144,13.622621,9.909639,9.008183,11612.054322,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,1,21,"Warmup",0.01116,5767.353219,5772.532306,10.908835,12.660585,13.471729,9.895194,8.993025,11595.829859,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,2,21,"Success",0.010703,5881.566406,5785.618416,10.899409,13.09367,13.816754,9.894939,9.02208,11723.926299,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,3,21,"Success",0.010855,5784.92446,5776.226196,10.91886,13.386886,13.656542,9.86875,9.018866,11618.015206,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,4,21,"Success",0.011124,5785.064321,5771.934116,10.877185,13.23997,13.925428,9.89504,9.043175,11613.994071,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,5,21,"Success",0.0106,5756.034853,5784.592626,10.907352,13.029284,13.909441,9.904273,9.014972,11597.407282,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,6,21,"Success",0.010733,5776.718947,5786.532366,10.87479,13.26155,13.760258,9.900501,9.04447,11620.107492,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,7,21,"Success",0.011329,5777.38071,5733.965728,10.458212,13.300891,14.08026,9.671512,9.027568,11567.89995,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,8,21,"Success",0.010521,5762.373976,5734.473091,10.671707,13.331227,13.856988,9.649225,8.99688,11553.367298,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,9,21,"Success",0.010843,5741.055091,5687.439893,10.61671,13.369279,13.925826,9.672022,9.018924,11485.112193,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,10,21,"Success",0.010703,5764.770434,5737.650661,10.664651,13.374524,13.725656,9.652984,9.044664,11558.897981,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,11,21,"Success",0.010504,5761.301546,5699.025371,10.653998,13.456131,13.961824,9.664851,9.029314,11517.107108,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,0,22,"Warmup",0.010472,18265.916807,17357.384806,21.842237,38.179149,38.28257,19.414245,16.601792,35757.636032,268435456,0,134217728,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,1,22,"Warmup",0.010285,17414.08789,17009.22365,21.848915,38.643808,38.082836,19.441597,16.643696,34557.986369,268435456,0,134217728,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,2,22,"Success",0.010065,17568.670424,17168.731307,21.883656,38.652971,39.271503,20.011971,16.824633,34874.068955,268435456,0,134217728,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,3,22,"Success",0.010627,17740.707505,17329.282802,21.961063,38.549958,39.588238,19.909569,16.87315,35206.886791,268435456,0,134217728,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,4,22,"Success",0.010866,17368.09358,17001.313988,21.976387,37.493061,38.382815,19.463214,16.721756,34503.459512,268435456,0,134217728,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,5,22,"Success",0.010494,17478.579682,17170.306535,21.104113,37.116264,38.033702,19.83702,16.806724,34781.79839,268435456,0,134217728,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,6,22,"Success",0.010095,17588.085718,17437.14316,21.944544,37.271275,38.263498,19.418001,16.638309,35158.778886,268435456,0,134217728,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,7,22,"Success",0.010497,17474.43309,17167.512704,21.924866,38.187255,39.215069,19.588828,16.747439,34777.623975,268435456,0,134217728,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,8,22,"Success",0.010743,17518.740426,17000.407025,21.878385,37.875781,38.885161,19.557291,16.690071,34654.048805,268435456,0,134217728,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,9,22,"Success",0.010661,17481.854238,17076.217937,21.888494,37.73032,37.920247,19.410603,16.595348,34691.631623,268435456,0,134217728,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,10,22,"Success",0.010528,17421.60262,17096.54685,21.923568,37.215891,37.799589,19.483129,16.769086,34651.355105,268435456,0,134217728,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,11,22,"Success",0.010416,17584.667027,17432.056872,22.363449,38.368205,38.446884,20.347652,16.765824,35153.030398,268435456,0,134217728,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,0,23,"Warmup",0.009929,23698.630119,23149.521992,43.813907,69.898875,70.948409,38.987287,31.713661,47103.528107,536870912,0,268435456,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,1,23,"Warmup",0.010342,23674.643535,23387.293875,41.464304,70.786083,68.848041,38.891982,31.513718,47313.455876,536870912,0,268435456,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,2,23,"Success",0.010262,23741.29195,23378.867153,43.730224,69.838427,70.031339,39.044001,31.597009,47374.414908,536870912,0,268435456,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,3,23,"Success",0.010761,23746.46329,23387.945703,43.784416,72.70901,72.599824,39.223265,31.522747,47394.263301,536870912,0,268435456,0,0
