; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",67312484352,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1503521060,"CurrentTimeLocal","Wed Aug 23 22:44:20 2017","Hostname","taurusi5068","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000259
; "Time_ContextDestroy [ms]", 0.000279
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Complex","float",2,"oddshape",19,19,0,0,68,"Warmup",0.000472,5.547481,5.519157,0.000529,0.105013,0.042214,0.000895,0.014973,11.232362,2888,0,2888,5.0022892395e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,19,0,1,68,"Warmup",0.000541,5.531924,5.543013,0.000561,0.119157,0.05088,0.000722,0.01457,11.263099,2888,0,2888,5.0022892395e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,19,0,2,68,"Success",0.000573,5.502066,5.465463,0.000559,0.109952,0.04116,0.000844,0.015831,11.138162,2888,0,2888,5.0022892395e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,19,0,3,68,"Success",0.000513,5.570548,5.543235,0.000575,0.09688,0.03728,0.00086,0.016505,11.268093,2888,0,2888,5.0022892395e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,19,0,4,68,"Success",0.000511,5.4999,5.503047,0.000572,0.108741,0.035286,0.000705,0.016388,11.166906,2888,0,2888,5.0022892395e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,19,0,5,68,"Success",0.000535,5.5412,5.541302,0.000556,0.109419,0.038826,0.001233,0.015915,11.250648,2888,0,2888,5.0022892395e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,19,0,6,68,"Success",0.000579,5.489318,5.499221,0.000583,0.108978,0.038516,0.000718,0.016781,11.156402,2888,0,2888,5.0022892395e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,19,0,7,68,"Success",0.000601,5.531303,5.517925,0.000541,0.103944,0.034795,0.001106,0.016199,11.208175,2888,0,2888,5.0022892395e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,19,0,8,68,"Success",0.000503,5.511556,5.498945,0.000555,0.10297,0.04136,0.000738,0.01634,11.174875,2888,0,2888,5.0022892395e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,19,0,9,68,"Success",0.000557,5.551909,5.505785,0.000535,0.104701,0.038111,0.000686,0.01637,11.220371,2888,0,2888,5.0022892395e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,19,0,10,68,"Success",0.000537,5.522855,5.507751,0.000539,0.100366,0.039105,0.001255,0.016623,11.190791,2888,0,2888,5.0022892395e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,19,0,11,68,"Success",0.000499,5.521824,5.507677,0.000551,0.105896,0.043481,0.001131,0.016362,11.199142,2888,0,2888,5.0022892395e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,0,69,"Warmup",0.000976,33.173097,32.835121,0.014947,0.220751,0.190967,0.008706,0.109958,66.556144,54872,0,54872,5.9332238039e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,1,69,"Warmup",0.000543,32.65656,32.800459,0.013887,0.232702,0.200311,0.00972,0.111103,66.027116,54872,0,54872,5.9332238039e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,2,69,"Success",0.000681,32.644541,32.950283,0.011118,0.235581,0.185772,0.008125,0.106017,66.143976,54872,0,54872,5.9332238039e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,3,69,"Success",0.000591,32.706818,32.878139,0.014102,0.232986,0.196366,0.008767,0.113821,66.153542,54872,0,54872,5.9332238039e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,4,69,"Success",0.001908,32.622466,32.921452,0.015743,0.223729,0.184291,0.008229,0.108503,66.088031,54872,0,54872,5.9332238039e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,5,69,"Success",0.000672,32.68287,32.888309,0.01007,0.215388,0.208472,0.007782,0.107484,66.122827,54872,0,54872,5.9332238039e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,6,69,"Success",0.000662,32.623523,32.96664,0.011046,0.236131,0.208632,0.008038,0.103982,66.160544,54872,0,54872,5.9332238039e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,7,69,"Success",0.000646,32.713378,32.86556,0.013876,0.230322,0.226203,0.00867,0.117823,66.178321,54872,0,54872,5.9332238039e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,8,69,"Success",0.000593,32.639334,33.62756,0.012172,0.210663,0.183982,0.009955,0.108001,66.794073,54872,0,54872,5.9332238039e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,9,69,"Success",0.000629,32.643503,32.843599,0.011811,0.275461,0.183457,0.007716,0.112452,66.08037,54872,0,54872,5.9332238039e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,10,69,"Success",0.000672,32.633784,32.930298,0.010695,0.255224,0.181154,0.008325,0.104566,66.126513,54872,0,54872,5.9332238039e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,11,69,"Success",0.000554,32.683324,32.862599,0.010917,0.214583,0.193615,0.008947,0.113805,66.09012,54872,0,54872,5.9332238039e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,0,70,"Warmup",0.00094,102.12371,102.598997,0.194784,1.27706,1.15595,0.201354,0.175212,207.730514,1042568,0,1042568,6.9887059109e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,1,70,"Warmup",0.000707,102.1567,103.232848,0.228044,1.354817,1.075212,0.202239,0.178548,208.431539,1042568,0,1042568,6.9887059109e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,2,70,"Success",0.001042,102.105608,102.815265,0.230069,1.342421,1.265291,0.202935,0.180944,208.145739,1042568,0,1042568,6.9887059109e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,3,70,"Success",0.000742,101.764936,102.674685,0.231715,1.184939,1.236543,0.203271,0.182669,207.481788,1042568,0,1042568,6.9887059109e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,4,70,"Success",0.000786,102.148269,102.993721,0.232225,1.341263,1.324242,0.202177,0.1812,208.426428,1042568,0,1042568,6.9887059109e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,5,70,"Success",0.000734,102.06414,102.614973,0.225787,1.311077,1.205225,0.202355,0.178464,207.805521,1042568,0,1042568,6.9887059109e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,6,70,"Success",0.000812,101.816639,102.717555,0.229695,1.345581,1.165495,0.202125,0.178714,207.659159,1042568,0,1042568,6.9887059109e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,7,70,"Success",0.000766,101.818495,102.639359,0.224589,1.429423,1.067444,0.219764,0.174831,207.577125,1042568,0,1042568,6.9887059109e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,8,70,"Success",0.000672,102.163574,103.008429,0.234362,1.415229,1.14611,0.207203,0.188311,208.366429,1042568,0,1042568,6.9887059109e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,9,70,"Success",0.000737,101.767152,102.719252,0.228532,1.268157,1.16746,0.244842,0.198426,207.596961,1042568,0,1042568,6.9887059109e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,10,70,"Success",0.00073,102.230989,102.766921,0.225006,1.281499,1.162355,0.203117,0.181264,208.054523,1042568,0,1042568,6.9887059109e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,11,70,"Success",0.000896,101.924531,102.799835,0.233424,1.393216,1.298251,0.204993,0.180606,208.038274,1042568,0,1042568,6.9887059109e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,0,71,"Warmup",0.008351,167.116009,168.060267,14.375645,24.48246,20.615944,3.610096,0.239835,398.511144,19808792,0,19808792,9.6320215804e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,1,71,"Warmup",0.000907,167.436949,169.354628,2.978043,24.91122,20.675214,3.676481,0.240859,389.278075,19808792,0,19808792,9.6320215804e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,2,71,"Success",0.001341,167.133515,167.772075,2.980914,24.288302,20.466985,3.662326,0.25914,386.566853,19808792,0,19808792,9.6320215804e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,3,71,"Success",0.001321,167.433387,168.918025,3.007903,21.092673,21.346362,3.655881,0.236036,385.695163,19808792,0,19808792,9.6320215804e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,4,71,"Success",0.001221,167.421034,168.732036,2.990372,24.701047,20.579701,3.618141,0.260118,388.306444,19808792,0,19808792,9.6320215804e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,5,71,"Success",0.001019,167.245917,167.797347,3.031747,21.761719,20.576919,3.656104,0.233495,384.307134,19808792,0,19808792,9.6320215804e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,6,71,"Success",0.000978,167.262596,168.21292,3.03426,22.022396,23.943442,3.684582,0.271481,388.434952,19808792,0,19808792,9.6320215804e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,7,71,"Success",0.001516,167.058915,167.947654,2.992666,21.013886,22.371577,3.704552,0.241574,385.335016,19808792,0,19808792,9.6320215804e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,8,71,"Success",0.000985,167.967449,167.891103,2.993636,21.958192,21.091837,3.662588,0.240678,385.808643,19808792,0,19808792,9.6320215804e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,9,71,"Success",0.001008,167.060362,168.438118,3.072059,22.644214,22.988301,3.684842,0.244974,388.136638,19808792,0,19808792,9.6320215804e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,10,71,"Success",0.000786,167.429945,168.071786,2.993555,24.23828,23.88598,3.727823,0.242693,390.593372,19808792,0,19808792,9.6320215804e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,11,71,"Success",0.000864,166.994913,167.617202,2.990804,22.272995,21.084944,3.682942,0.248859,384.896198,19808792,0,19808792,9.6320215804e-08,0
