; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",67312484352,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1503521060,"CurrentTimeLocal","Wed Aug 23 22:44:20 2017","Hostname","taurusi5068","gearshifft","0.3.0"
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,0,72,"Warmup",0.005785,298.701753,299.319009,313.999811,789.186102,781.428102,60.913992,19.683497,2563.241509,376367048,0,376367048,9.6292939441e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,1,72,"Warmup",0.005757,299.839266,299.873678,314.186668,765.269284,748.612082,60.796414,19.678958,2508.265895,376367048,0,376367048,9.6292939441e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,2,72,"Success",0.00607,298.995257,300.094633,314.873324,780.163783,762.856641,58.640786,19.687601,2535.321435,376367048,0,376367048,9.6292939441e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,3,72,"Success",0.006106,299.541106,300.163868,315.022583,787.590063,764.811121,60.949516,19.684239,2547.772826,376367048,0,376367048,9.6292939441e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,4,72,"Success",0.006008,299.981007,300.878976,314.880686,784.555596,761.89932,60.95336,19.680388,2542.838826,376367048,0,376367048,9.6292939441e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,5,72,"Success",0.005826,298.725329,299.57795,314.08769,776.634332,781.648832,61.277003,19.68,2551.640375,376367048,0,376367048,9.6292939441e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,6,72,"Success",0.006092,299.773448,299.674229,315.422051,757.948041,749.960001,60.938246,19.683901,2503.409934,376367048,0,376367048,9.6292939441e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,7,72,"Success",0.005768,298.981693,300.690136,314.567311,770.910734,803.55436,60.79201,19.704155,2569.209742,376367048,0,376367048,9.6292939441e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,8,72,"Success",0.005593,299.065445,299.368867,314.087376,750.209374,781.29688,60.991097,19.654072,2524.682453,376367048,0,376367048,9.6292939441e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,9,72,"Success",0.005926,298.859476,299.148668,314.435963,743.761313,745.58463,61.185546,19.685748,2482.670922,376367048,0,376367048,9.6292939441e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,10,72,"Success",0.00578,298.801018,299.401501,314.970916,772.899097,747.811599,61.028832,19.694513,2514.617002,376367048,0,376367048,9.6292939441e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,11,72,"Success",0.006014,298.26983,299.333876,314.549961,741.289171,767.784754,61.065038,19.654523,2501.956997,376367048,0,376367048,9.6292939441e-08,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,0,0,"Warmup",0.000315,0.108007,0.097276,0.000228,0.026502,0.025211,0.000257,0.008664,0.268147,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,1,0,"Warmup",0.000305,0.107713,0.09713,0.000225,0.026319,0.024886,0.000257,0.008187,0.266979,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,2,0,"Success",0.000313,0.107861,0.096859,0.000223,0.026759,0.032164,0.000267,0.007614,0.273629,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,3,0,"Success",0.000303,0.107192,0.097293,0.000228,0.026678,0.026322,0.000253,0.007541,0.267768,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,4,0,"Success",0.000293,0.107807,0.096965,0.00023,0.027509,0.027089,0.000234,0.006689,0.268463,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,5,0,"Success",0.000288,0.10761,0.104063,0.000224,0.026529,0.02551,0.000239,0.006947,0.273219,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,6,0,"Success",0.000303,0.107572,0.097006,0.00022,0.026654,0.02664,0.000235,0.008093,0.268305,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,7,0,"Success",0.000301,0.107713,0.097305,0.000216,0.027406,0.025221,0.000267,0.00795,0.268211,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,8,0,"Success",0.000309,0.107504,0.097168,0.000222,0.026443,0.024118,0.000264,0.007415,0.265081,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,9,0,"Success",0.000293,0.107282,0.097112,0.000222,0.02679,0.028956,0.000287,0.006906,0.269979,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,10,0,"Success",0.000296,0.107308,0.097014,0.000229,0.025648,0.025625,0.000236,0.007589,0.265709,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,11,0,"Success",0.000309,0.107683,0.09735,0.000226,0.025712,0.02644,0.000275,0.007424,0.267204,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,0,1,"Warmup",0.000333,0.137448,0.119029,0.000277,0.027819,0.026293,0.000312,0.009444,0.322545,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,1,1,"Warmup",0.000385,0.129876,0.118298,0.000177,0.027167,0.025838,0.000288,0.008145,0.311902,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,2,1,"Success",0.000369,0.13772,0.116453,0.00016,0.026746,0.024309,0.000319,0.008674,0.316661,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,3,1,"Success",0.000361,0.12699,0.121973,0.000207,0.042816,0.02497,0.000228,0.008421,0.328149,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,4,1,"Success",0.00029,0.125792,0.115711,0.000206,0.026117,0.024704,0.0003,0.007317,0.302813,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,5,1,"Success",0.000287,0.126374,0.116166,0.000197,0.027518,0.025381,0.000306,0.007826,0.305736,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,6,1,"Success",0.000317,0.126284,0.115665,0.000173,0.026041,0.025209,0.000309,0.009003,0.304996,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,7,1,"Success",0.000298,0.125253,0.123477,0.000183,0.02761,0.024531,0.000293,0.008845,0.312326,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,8,1,"Success",0.000309,0.126836,0.115872,0.00019,0.026339,0.026233,0.00029,0.008987,0.306726,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,9,1,"Success",0.000303,0.12558,0.115513,0.000176,0.02787,0.024082,0.000229,0.009565,0.305251,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,10,1,"Success",0.000293,0.125821,0.116032,0.000178,0.024617,0.025285,0.000317,0.009111,0.303273,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,11,1,"Success",0.000311,0.125322,0.122143,0.000172,0.027711,0.026997,0.000297,0.009105,0.313749,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,0,2,"Warmup",0.000397,0.149857,0.135893,0.000266,0.029344,0.025183,0.000361,0.008967,0.352425,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,1,2,"Warmup",0.000347,0.146451,0.133223,0.000192,0.026145,0.026386,0.000273,0.00777,0.342828,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,2,2,"Success",0.000317,0.155733,0.134954,0.000238,0.029771,0.02575,0.000385,0.007891,0.356624,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,3,2,"Success",0.000364,0.144933,0.133529,0.00019,0.031675,0.026676,0.000319,0.006796,0.34605,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,4,2,"Success",0.000307,0.143857,0.132076,0.000247,0.027139,0.027139,0.000283,0.00685,0.339651,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,5,2,"Success",0.000325,0.144511,0.132952,0.000237,0.027777,0.025178,0.000287,0.008624,0.34181,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,6,2,"Success",0.000357,0.1441,0.132274,0.000188,0.026911,0.02574,0.000305,0.007756,0.339767,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,7,2,"Success",0.000411,0.152229,0.134109,0.00022,0.027536,0.027494,0.00029,0.007419,0.351543,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,8,2,"Success",0.000311,0.143995,0.133218,0.000216,0.026808,0.026298,0.000305,0.01363,0.347132,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,9,2,"Success",0.000298,0.143684,0.132602,0.000228,0.027178,0.027582,0.000223,0.007989,0.341399,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,10,2,"Success",0.000312,0.144149,0.133039,0.000246,0.02768,0.024549,0.000294,0.006978,0.339344,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,11,2,"Success",0.00031,0.144149,0.131528,0.000247,0.044271,0.025225,0.000295,0.007356,0.355071,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,0,3,"Warmup",0.000353,0.181206,0.173344,0.000269,0.027653,0.023986,0.000266,0.010156,0.419124,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,1,3,"Warmup",0.000383,0.174907,0.170554,0.000327,0.026598,0.024531,0.000337,0.010338,0.410305,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,2,3,"Success",0.000367,0.175812,0.160407,0.000256,0.029955,0.025417,0.000437,0.010041,0.404589,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,3,3,"Success",0.000349,0.175248,0.176701,0.000226,0.029931,0.026648,0.000347,0.010072,0.421802,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,4,3,"Success",0.000389,0.172636,0.161648,0.00024,0.027798,0.026233,0.000332,0.010358,0.401338,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,5,3,"Success",0.000389,0.184831,0.161225,0.000262,0.029847,0.024976,0.000319,0.01092,0.415129,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,6,3,"Success",0.000395,0.189953,0.168723,0.000199,0.027408,0.028464,0.000363,0.009995,0.427722,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,7,3,"Success",0.000407,0.175083,0.182843,0.000245,0.026201,0.024864,0.000285,0.009296,0.420972,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,8,3,"Success",0.000367,0.173636,0.193372,0.000345,0.029559,0.025874,0.000334,0.010278,0.435506,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,9,3,"Success",0.000387,0.178534,0.166574,0.000196,0.026797,0.023972,0.000329,0.009652,0.40989,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,10,3,"Success",0.000299,0.174703,0.174823,0.000237,0.027665,0.025159,0.000327,0.01028,0.415722,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,11,3,"Success",0.000286,0.172317,0.160556,0.000213,0.026967,0.024413,0.000337,0.009905,0.397353,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,0,4,"Warmup",0.000387,0.207727,0.193408,0.000286,0.034408,0.02629,0.000487,0.012946,0.477797,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,1,4,"Warmup",0.000337,0.203744,0.191279,0.000247,0.029076,0.031343,0.000344,0.016534,0.474862,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,2,4,"Success",0.000319,0.202818,0.191225,0.000339,0.028068,0.025848,0.000455,0.014856,0.466143,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,3,4,"Success",0.000341,0.202068,0.189998,0.000225,0.029216,0.02756,0.000385,0.015057,0.466841,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,4,4,"Success",0.000319,0.219443,0.189868,0.00023,0.028459,0.02733,0.000351,0.013467,0.481224,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,5,4,"Success",0.000312,0.201992,0.189484,0.000204,0.028644,0.027558,0.000321,0.015845,0.466031,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,6,4,"Success",0.000339,0.202294,0.189762,0.000225,0.028043,0.028751,0.000343,0.014245,0.465838,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,7,4,"Success",0.000317,0.201678,0.188742,0.000231,0.026985,0.02643,0.000335,0.013694,0.460433,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,8,4,"Success",0.000325,0.209173,0.190369,0.000208,0.028254,0.026816,0.000451,0.012202,0.469462,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,9,4,"Success",0.000326,0.211099,0.190926,0.0002,0.028598,0.028352,0.000333,0.01387,0.475554,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,10,4,"Success",0.000326,0.201208,0.19688,0.000236,0.027897,0.028005,0.000439,0.012643,0.469594,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,11,4,"Success",0.000335,0.201854,0.198498,0.000237,0.028066,0.027588,0.000315,0.013792,0.472712,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,0,5,"Warmup",0.00055,0.265072,0.243587,0.000373,0.027314,0.02921,0.000639,0.022251,0.590736,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,1,5,"Warmup",0.000503,0.257442,0.239933,0.000353,0.026136,0.029264,0.000624,0.021598,0.577882,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,2,5,"Success",0.000489,0.258454,0.238568,0.000331,0.02746,0.028001,0.000648,0.021614,0.577549,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,3,5,"Success",0.000467,0.257059,0.238746,0.000352,0.030439,0.02867,0.000683,0.023424,0.581647,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,4,5,"Success",0.0005,0.259342,0.238131,0.000341,0.030286,0.02915,0.000453,0.022933,0.582951,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,5,5,"Success",0.000509,0.254907,0.237661,0.00032,0.030938,0.029351,0.0006,0.021839,0.577839,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,6,5,"Success",0.000457,0.258717,0.237802,0.000307,0.030443,0.027532,0.000499,0.02233,0.579857,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,7,5,"Success",0.000453,0.249922,0.236966,0.000325,0.030082,0.029711,0.0005,0.020307,0.569953,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,8,5,"Success",0.000483,0.249405,0.237319,0.000329,0.030381,0.029879,0.000521,0.022031,0.572052,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,9,5,"Success",0.000483,0.249597,0.237812,0.000327,0.03004,0.028745,0.000615,0.022288,0.571729,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,10,5,"Success",0.000411,0.24905,0.236539,0.000346,0.030591,0.029556,0.000499,0.022189,0.571337,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,11,5,"Success",0.000441,0.248821,0.237094,0.000323,0.030944,0.026808,0.000573,0.022153,0.568869,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,0,6,"Warmup",0.000571,0.317909,0.300772,0.000447,0.032652,0.032536,0.000826,0.030601,0.718176,2048,0,2048,0,0
