; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",67312484352,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1503634357,"CurrentTimeLocal","Fri Aug 25 06:12:37 2017","Hostname","taurusi5417","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000236
; "Time_ContextDestroy [ms]", 0.000267
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Complex","float",1,"radix357",4782969,0,0,3,34,"Success",0.006451,57377.544704,59193.184074,6.78941,13.143759,14.000917,6.016872,10.52631,116621.21646,76527504,0,38263752,9.3286593637e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",4782969,0,0,4,34,"Success",0.009845,55515.767867,58419.718329,6.617731,13.375708,14.41458,6.153282,8.313423,113984.37477,76527504,0,38263752,9.3286593637e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",4782969,0,0,5,34,"Success",0.005811,56207.434228,61993.285907,6.309865,13.401366,13.738344,5.604465,10.990918,118250.77429,76527504,0,38263752,9.3286593637e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",4782969,0,0,6,34,"Success",0.010613,57451.427267,60647.644274,6.116455,13.335815,14.441689,5.524451,8.208485,118146.71287,76527504,0,38263752,9.3286593637e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",4782969,0,0,7,34,"Success",0.006715,56780.900375,61015.206662,6.213485,13.571879,14.444618,5.276559,10.288617,117845.91281,76527504,0,38263752,9.3286593637e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",4782969,0,0,8,34,"Success",0.010354,57774.878206,61528.688856,9.419782,13.59872,14.851699,7.690112,8.524928,119357.66587,76527504,0,38263752,9.3286593637e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",4782969,0,0,9,34,"Success",0.005807,62627.753938,59823.65006,8.428911,12.875827,13.747726,7.479978,10.568373,122504.51447,76527504,0,38263752,9.3286593637e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",4782969,0,0,10,34,"Success",0.010142,57369.057617,58880.025175,6.82487,13.191581,13.943295,5.845188,8.159785,116297.06112,76527504,0,38263752,9.3286593637e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",4782969,0,0,11,34,"Success",0.006116,56426.620232,60309.17746,6.693679,13.293998,14.176045,6.353226,10.781048,116787.10583,76527504,0,38263752,9.3286593637e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",5764801,0,0,0,50,"Warmup",0.021486,8973.93103,9287.033489,7.118802,45.946265,45.687293,6.513124,8.984949,18375.240344,92236816,0,46118408,9.8014474234e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",5764801,0,0,1,50,"Warmup",0.014061,9011.254805,9370.983289,7.34196,46.943041,46.138349,6.726763,9.08629,18498.49238,92236816,0,46118408,9.8014474234e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",5764801,0,0,2,50,"Success",0.013943,9086.293423,9388.08692,7.379336,45.956536,43.969248,6.708892,9.056628,18587.468802,92236816,0,46118408,9.8014474234e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",5764801,0,0,3,50,"Success",0.014373,9084.80988,9395.761436,7.327632,46.216022,45.75581,6.720325,9.076364,18595.685572,92236816,0,46118408,9.8014474234e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",5764801,0,0,4,50,"Success",0.014537,9067.628158,9407.899524,7.366362,45.869105,45.461497,6.709736,9.035341,18589.988354,92236816,0,46118408,9.8014474234e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",5764801,0,0,5,50,"Success",0.014494,10399.021012,9498.248781,10.434733,43.199388,42.438819,9.315936,9.307784,20011.984862,92236816,0,46118408,9.8014474234e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",5764801,0,0,6,50,"Success",0.012315,8857.930437,9287.950204,7.908606,45.303942,44.016785,7.573782,9.661563,18260.361737,92236816,0,46118408,9.8014474234e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",5764801,0,0,7,50,"Success",0.012794,8874.599542,9298.219332,7.989324,44.817883,44.010855,7.652448,9.646639,18286.953064,92236816,0,46118408,9.8014474234e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",5764801,0,0,8,50,"Success",0.014143,8815.908271,9322.74504,7.955986,44.745773,46.101684,7.602947,9.698752,18254.776735,92236816,0,46118408,9.8014474234e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",5764801,0,0,9,50,"Success",0.013407,9778.588141,9561.468407,7.708413,43.61797,44.795654,6.904584,9.902028,19453.002474,92236816,0,46118408,9.8014474234e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",5764801,0,0,10,50,"Success",0.013874,9053.881009,9400.235326,7.371571,45.062316,43.698194,6.801564,9.065315,18566.133187,92236816,0,46118408,9.8014474234e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",5764801,0,0,11,50,"Success",0.014297,9034.573429,9411.519813,7.387139,45.573196,44.257386,6.778149,9.106157,18559.214286,92236816,0,46118408,9.8014474234e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9765625,0,0,0,43,"Warmup",0.011647,111024.17667,111047.57607,12.637974,32.605993,41.782469,11.381863,15.254121,222185.43134,156250000,0,78125000,1.3281942815e-07,0
"Fftw","Outplace","Complex","float",1,"radix357",9765625,0,0,1,43,"Warmup",0.011322,121423.92952,121732.28367,17.527814,41.027886,41.178172,16.88199,16.738012,243289.5828,156250000,0,78125000,1.326929601e-07,0
"Fftw","Outplace","Complex","float",1,"radix357",9765625,0,0,2,43,"Success",0.01049,113701.53687,117555.34687,16.191266,43.416265,42.380855,14.535367,18.145598,231391.56788,156250000,0,78125000,1.2917183016e-07,0
"Fftw","Outplace","Complex","float",1,"radix357",9765625,0,0,3,43,"Success",0.01977,118513.69814,116252.35977,13.248063,41.173401,41.145496,12.790638,16.815031,234891.25445,156250000,0,78125000,1.326929601e-07,0
"Fftw","Outplace","Complex","float",1,"radix357",9765625,0,0,4,43,"Success",0.009921,111999.81801,116389.66211,13.966572,40.95171,41.432271,13.037064,16.837362,228515.71897,156250000,0,78125000,1.2917163138e-07,0
"Fftw","Outplace","Complex","float",1,"radix357",9765625,0,0,5,43,"Success",0.010021,113573.38124,115856.88623,14.066215,41.585518,42.397444,12.095481,20.141381,229560.5679,156250000,0,78125000,1.315646226e-07,0
"Fftw","Outplace","Complex","float",1,"radix357",9765625,0,0,6,43,"Success",0.00959,114762.08411,115240.1496,14.29658,41.633433,42.642945,12.591205,16.033915,230129.44542,156250000,0,78125000,1.3187636383e-07,0
"Fftw","Outplace","Complex","float",1,"radix357",9765625,0,0,7,43,"Success",0.01061,112500.28319,122626.05041,13.22427,41.813322,41.334161,13.053243,16.998034,235252.77139,156250000,0,78125000,1.3281942815e-07,0
"Fftw","Outplace","Complex","float",1,"radix357",9765625,0,0,8,43,"Success",0.010574,117743.79932,115435.13033,13.112588,41.712672,41.980997,11.436054,15.948674,233303.13563,156250000,0,78125000,1.3187636383e-07,0
"Fftw","Outplace","Complex","float",1,"radix357",9765625,0,0,9,43,"Success",0.011469,111611.15007,114936.98838,13.145203,41.860365,42.142565,11.231581,15.133011,226671.66831,156250000,0,78125000,1.3187636383e-07,0
"Fftw","Outplace","Complex","float",1,"radix357",9765625,0,0,10,43,"Success",0.011685,111583.93432,115307.79062,12.125105,40.109137,40.511176,11.410168,15.859697,227011.75607,156250000,0,78125000,1.326929601e-07,0
"Fftw","Outplace","Complex","float",1,"radix357",9765625,0,0,11,43,"Success",0.011311,113444.30407,115791.41514,13.159383,41.806206,41.222823,11.167,15.270135,229358.36032,156250000,0,78125000,1.3187636383e-07,0
"Fftw","Outplace","Real","float",1,"oddshape",19,0,0,0,51,"Warmup",0.000445,0.062477,0.050529,0.000286,0.000934,0.000768,0.000181,0.001169,0.118267,156,0,76,2.8119781171e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",19,0,0,1,51,"Warmup",0.000445,0.058261,0.049525,0.000187,0.00075,0.000677,0.000164,0.001197,0.112562,156,0,76,2.8119781171e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",19,0,0,2,51,"Success",0.000379,0.056764,0.048727,0.000211,0.000726,0.000682,0.000152,0.001064,0.110022,156,0,76,2.8119781171e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",19,0,0,3,51,"Success",0.000344,0.056515,0.048386,0.000165,0.000794,0.000624,0.000148,0.001,0.1093,156,0,76,2.8119781171e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",19,0,0,4,51,"Success",0.000393,0.056171,0.057886,0.000189,0.000587,0.000597,0.000139,0.001048,0.118284,156,0,76,2.8119781171e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",19,0,0,5,51,"Success",0.000355,0.056539,0.048444,0.000192,0.000614,0.000617,0.000136,0.000985,0.109206,156,0,76,2.8119781171e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",19,0,0,6,51,"Success",0.000489,0.056027,0.048557,0.000163,0.00063,0.000571,0.000136,0.001008,0.108854,156,0,76,2.8119781171e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",19,0,0,7,51,"Success",0.000367,0.055914,0.048274,0.000175,0.000629,0.000597,0.000143,0.001018,0.108401,156,0,76,2.8119781171e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",19,0,0,8,51,"Success",0.000425,0.056379,0.04822,0.000176,0.00063,0.000575,0.000156,0.001027,0.108811,156,0,76,2.8119781171e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",19,0,0,9,51,"Success",0.000406,0.055744,0.048467,0.000188,0.000659,0.000599,0.000137,0.001024,0.108508,156,0,76,2.8119781171e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",19,0,0,10,51,"Success",0.000383,0.056357,0.048318,0.000172,0.00075,0.00055,0.000152,0.001048,0.109013,156,0,76,2.8119781171e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",19,0,0,11,51,"Success",0.000538,0.055856,0.054255,0.000188,0.00068,0.00058,0.000156,0.000964,0.114495,156,0,76,2.8119781171e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",361,0,0,0,52,"Warmup",0.000971,38.934595,39.123213,0.003818,0.067527,0.05684,0.001808,0.03192,78.222368,2892,0,1444,7.5231220153e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",361,0,0,1,52,"Warmup",0.00094,37.946887,37.34666,0.000356,0.059992,0.06127,0.00258,0.027336,75.447767,2892,0,1444,6.9576789402e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",361,0,0,2,52,"Success",0.00077,37.965031,37.342124,0.000343,0.060294,0.064126,0.000874,0.029581,75.465125,2892,0,1444,6.9576789402e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",361,0,0,3,52,"Success",0.000856,37.961632,37.459193,0.000489,0.066412,0.057175,0.001547,0.031253,75.580449,2892,0,1444,7.722892248e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",361,0,0,4,52,"Success",0.000852,38.762817,37.292488,0.000343,0.061591,0.05796,0.000411,0.027973,76.206438,2892,0,1444,7.722892248e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",361,0,0,5,52,"Success",0.000824,38.602588,38.058071,0.000413,0.055878,0.058847,0.001552,0.032027,76.811981,2892,0,1444,7.722892248e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",361,0,0,6,52,"Success",0.000804,39.437608,38.395638,0.00036,0.066767,0.063139,0.000547,0.031074,77.997672,2892,0,1444,6.9576789402e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",361,0,0,7,52,"Success",0.000882,38.946319,38.01201,0.000391,0.061337,0.058774,0.000419,0.029563,77.111386,2892,0,1444,7.722892248e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",361,0,0,8,52,"Success",0.000874,39.204692,38.222038,0.000351,0.062784,0.059164,0.000667,0.027605,77.579937,2892,0,1444,6.9576789402e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",361,0,0,9,52,"Success",0.000852,38.864953,38.1036,0.000391,0.059469,0.05731,0.000506,0.028166,77.11689,2892,0,1444,7.3167644304e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",361,0,0,10,52,"Success",0.000834,39.145488,38.064586,0.000365,0.058345,0.053099,0.00074,0.028723,77.353918,2892,0,1444,7.3167644304e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",361,0,0,11,52,"Success",0.000828,38.245894,37.480774,0.000381,0.055417,0.054023,0.001387,0.032128,75.872601,2892,0,1444,7.722892248e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",6859,0,0,0,53,"Warmup",0.000946,161.39202,173.201013,0.003504,0.178379,0.172591,0.002672,0.148994,335.101887,54876,0,27436,7.6795188687e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",6859,0,0,1,53,"Warmup",0.000638,161.617512,172.713419,0.003641,0.156689,0.176435,0.002909,0.143821,334.816686,54876,0,27436,7.6795188687e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",6859,0,0,2,53,"Success",0.000792,160.212258,172.131226,0.00339,0.152117,0.1664,0.00262,0.169203,332.839783,54876,0,27436,7.6795188687e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",6859,0,0,3,53,"Success",0.000721,162.952318,174.830018,0.003472,0.141525,0.15973,0.002516,0.143299,338.235261,54876,0,27436,7.6795188687e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",6859,0,0,4,53,"Success",0.000659,161.395361,174.223819,0.003659,0.155089,0.157978,0.002506,0.14466,336.085465,54876,0,27436,7.6795188687e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",6859,0,0,5,53,"Success",0.000876,161.179455,172.086521,0.003508,0.151749,0.183497,0.002648,0.141012,333.750905,54876,0,27436,7.6795188687e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",6859,0,0,6,53,"Success",0.000691,161.640153,174.94318,0.003543,0.152982,0.158912,0.002774,0.144334,337.048228,54876,0,27436,7.6795188687e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",6859,0,0,7,53,"Success",0.000648,163.944194,172.597544,0.00352,0.182585,0.159014,0.002831,0.148631,337.040627,54876,0,27436,7.6795188687e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",6859,0,0,8,53,"Success",0.000746,162.60952,173.256113,0.00358,0.139342,0.166822,0.002973,0.155943,336.336622,54876,0,27436,7.6795188687e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",6859,0,0,9,53,"Success",0.000724,162.343529,175.009224,0.003617,0.150093,0.197837,0.004819,0.130934,337.842513,54876,0,27436,7.9522156584e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",6859,0,0,10,53,"Success",0.00067,161.407172,172.894745,0.003588,0.162804,0.163606,0.002828,0.14548,334.782559,54876,0,27436,7.6795188687e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",6859,0,0,11,53,"Success",0.00085,163.013722,174.416226,0.00363,0.155949,0.163907,0.002836,0.169743,337.928586,54876,0,27436,7.6795188687e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",130321,0,0,0,54,"Warmup",0.000998,902.874422,1025.111442,0.062931,0.701762,0.937988,0.101177,0.249399,1930.042006,1042572,0,521284,8.512402261e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",130321,0,0,1,54,"Warmup",0.001133,906.696113,1012.172975,0.062945,0.643758,1.061506,0.100419,0.241381,1920.981892,1042572,0,521284,8.5177849379e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",130321,0,0,2,54,"Success",0.00105,898.364782,1027.570028,0.062569,0.601803,0.916944,0.100027,0.240929,1927.861355,1042572,0,521284,8.512402261e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",130321,0,0,3,54,"Success",0.001053,921.831164,1024.298611,0.063028,0.560302,1.341596,0.100319,0.233813,1948.431818,1042572,0,521284,8.512402261e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",130321,0,0,4,54,"Success",0.001084,921.094272,1024.682558,0.062846,0.670747,1.358524,0.101285,0.250972,1948.224151,1042572,0,521284,8.4179406376e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",130321,0,0,5,54,"Success",0.001155,907.897452,1044.064323,0.062604,0.570626,1.344073,0.101388,0.220812,1954.264232,1042572,0,521284,8.512402261e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",130321,0,0,6,54,"Success",0.00111,906.460991,1016.770329,0.063006,0.667016,1.019235,0.100111,0.248079,1925.331851,1042572,0,521284,8.512402261e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",130321,0,0,7,54,"Success",0.001105,938.276722,1017.837299,0.064285,0.578112,0.926517,0.102952,0.257251,1958.04731,1042572,0,521284,8.512402261e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",130321,0,0,8,54,"Success",0.001125,922.725214,1027.999322,0.06444,0.705707,0.91174,0.103843,0.245387,1952.75859,1042572,0,521284,8.512402261e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",130321,0,0,9,54,"Success",0.001074,894.050495,1012.166043,0.062963,0.58854,0.912708,0.100249,0.244621,1908.128417,1042572,0,521284,8.512402261e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",130321,0,0,10,54,"Success",0.001141,920.980707,932.685067,0.097024,0.735583,1.01535,0.098242,0.233308,1855.848488,1042572,0,521284,8.512402261e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",130321,0,0,11,54,"Success",0.001201,829.634388,936.200175,0.06103,0.571821,0.748877,0.074862,0.240142,1767.534361,1042572,0,521284,8.512402261e-08,0
"Fftw","Outplace","Real","float",1,"oddshape",2476099,0,0,0,55,"Warmup",0.010444,17065.136817,18286.681257,1.899452,13.109519,9.988137,1.521065,0.302263,35378.651562,19808796,0,9904396,1.2236236684e-07,0
"Fftw","Outplace","Real","float",1,"oddshape",2476099,0,0,1,55,"Warmup",0.001153,17065.670234,18238.355354,1.901527,9.009703,10.18169,1.526117,0.30823,35326.95644,19808796,0,9904396,1.225193615e-07,0
"Fftw","Outplace","Real","float",1,"oddshape",2476099,0,0,2,55,"Success",0.00104,17002.572705,18186.979139,1.858162,8.64589,10.299395,1.478813,0.293236,35212.13076,19808796,0,9904396,1.2236236684e-07,0
"Fftw","Outplace","Real","float",1,"oddshape",2476099,0,0,3,55,"Success",0.000842,16901.087071,18149.155229,1.856942,8.858828,11.022201,1.521637,0.340094,35073.845462,19808796,0,9904396,1.2038861715e-07,0
"Fftw","Outplace","Real","float",1,"oddshape",2476099,0,0,4,55,"Success",0.000974,16970.186886,18278.61515,1.859706,8.64707,10.866312,1.529747,0.315506,35272.023959,19808796,0,9904396,1.2236236684e-07,0
"Fftw","Outplace","Real","float",1,"oddshape",2476099,0,0,5,55,"Success",0.001123,16957.456762,18267.185411,1.8594,8.594067,10.060648,1.478868,0.293455,35246.932096,19808796,0,9904396,1.1688872413e-07,0
"Fftw","Outplace","Real","float",1,"oddshape",2476099,0,0,6,55,"Success",0.001001,17030.929167,18292.170015,1.906276,8.74183,10.181995,1.504918,0.323337,35345.761153,19808796,0,9904396,1.2236236684e-07,0
"Fftw","Outplace","Real","float",1,"oddshape",2476099,0,0,7,55,"Success",0.001025,16991.542675,18324.741637,1.896638,8.672034,10.005748,1.512434,0.291404,35338.666225,19808796,0,9904396,1.2236236684e-07,0
"Fftw","Outplace","Real","float",1,"oddshape",2476099,0,0,8,55,"Success",0.001043,17083.837588,18331.154412,2.511224,8.971412,10.202005,1.770848,0.291012,35438.742167,19808796,0,9904396,1.2242682345e-07,0
"Fftw","Outplace","Real","float",1,"oddshape",2476099,0,0,9,55,"Success",0.00105,16560.441776,17562.700798,2.549714,8.793197,10.137055,1.76616,0.305687,34146.698712,19808796,0,9904396,1.2236236684e-07,0
"Fftw","Outplace","Real","float",1,"oddshape",2476099,0,0,10,55,"Success",0.001032,16576.630463,17600.718763,2.523985,8.811034,10.172465,1.77287,0.280865,34200.914284,19808796,0,9904396,1.2236236684e-07,0
"Fftw","Outplace","Real","float",1,"oddshape",2476099,0,0,11,55,"Success",0.000972,16818.170208,18159.86188,1.852237,8.793375,10.147679,1.479057,0.293392,35000.601555,19808796,0,9904396,1.2242682345e-07,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,0,0,"Warmup",0.000293,0.014081,0.011912,0.000157,0.00026,0.000238,0.000126,0.000822,0.029113,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,1,0,"Warmup",0.000307,0.014339,0.011963,0.000154,0.000293,0.000231,0.000128,0.000832,0.029515,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,2,0,"Success",0.000302,0.014108,0.011911,0.00016,0.000247,0.000233,0.000132,0.000846,0.029184,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,3,0,"Success",0.000331,0.014518,0.011811,0.000159,0.000271,0.000222,0.00013,0.000846,0.029501,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,4,0,"Success",0.000272,0.014397,0.011843,0.000167,0.000251,0.000219,0.000128,0.000852,0.029395,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,5,0,"Success",0.000301,0.014227,0.011947,0.000166,0.000253,0.000237,0.00013,0.000816,0.029262,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,6,0,"Success",0.000331,0.014298,0.011866,0.000152,0.000235,0.000223,0.00014,0.000842,0.029328,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,7,0,"Success",0.000291,0.01438,0.011868,0.000158,0.000276,0.000218,0.000129,0.000826,0.029344,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,8,0,"Success",0.000297,0.014315,0.011746,0.000152,0.000266,0.000236,0.000129,0.000812,0.029218,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,9,0,"Success",0.000314,0.019028,0.01201,0.000167,0.000273,0.000235,0.00013,0.000824,0.034222,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,10,0,"Success",0.000291,0.01433,0.011789,0.000162,0.000269,0.000231,0.00013,0.000816,0.029228,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,11,0,"Success",0.000289,0.014127,0.011838,0.000152,0.000266,0.00023,0.000127,0.000832,0.029085,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,0,1,"Warmup",0.000413,0.019977,0.015314,0.000223,0.000347,0.000289,0.000171,0.00092,0.039076,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,1,1,"Warmup",0.000429,0.017469,0.013816,0.000182,0.000299,0.000259,0.000165,0.000854,0.034747,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,2,1,"Success",0.000393,0.016815,0.013705,0.000176,0.000237,0.000269,0.000141,0.000832,0.033887,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,3,1,"Success",0.000373,0.023505,0.013505,0.000161,0.000285,0.000221,0.00015,0.000866,0.040385,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,4,1,"Success",0.000401,0.016135,0.013238,0.000172,0.000277,0.000257,0.000149,0.000852,0.032802,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,5,1,"Success",0.000335,0.016137,0.013327,0.000178,0.000277,0.000267,0.000139,0.0008,0.032732,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,6,1,"Success",0.000355,0.016019,0.013216,0.00016,0.000295,0.000253,0.000139,0.000812,0.03253,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,7,1,"Success",0.000345,0.01615,0.013046,0.000148,0.000287,0.000265,0.00014,0.000782,0.03244,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,8,1,"Success",0.00037,0.016216,0.013303,0.000158,0.000302,0.00027,0.000142,0.000822,0.032841,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,9,1,"Success",0.000323,0.016158,0.013185,0.000179,0.000275,0.000269,0.000136,0.000804,0.032554,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,10,1,"Success",0.000356,0.01623,0.013279,0.00016,0.000298,0.00025,0.000142,0.000816,0.032758,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,11,1,"Success",0.000377,0.016096,0.013295,0.000151,0.000269,0.000254,0.000136,0.000796,0.032622,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,0,2,"Warmup",0.000435,0.021885,0.016709,0.000228,0.000449,0.000337,0.000173,0.001642,0.043144,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,1,2,"Warmup",0.000459,0.018848,0.015783,0.000203,0.000355,0.000301,0.000157,0.00101,0.038432,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,2,2,"Success",0.000343,0.018405,0.015007,0.000194,0.000321,0.000299,0.000153,0.001467,0.037498,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,3,2,"Success",0.000419,0.017793,0.01515,0.00018,0.000272,0.000296,0.000154,0.000954,0.036551,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,4,2,"Success",0.000359,0.018154,0.014858,0.000181,0.000331,0.000279,0.000149,0.001395,0.037006,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,5,2,"Success",0.000413,0.017746,0.014975,0.00018,0.000298,0.000304,0.000146,0.000955,0.036315,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,6,2,"Success",0.000351,0.017541,0.014927,0.000181,0.000351,0.000287,0.000144,0.001367,0.036419,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,7,2,"Success",0.000307,0.017277,0.014832,0.000168,0.000335,0.000281,0.000147,0.001028,0.035663,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,8,2,"Success",0.000278,0.017567,0.014818,0.00018,0.000403,0.000292,0.000144,0.001496,0.036413,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,9,2,"Success",0.000337,0.018034,0.015063,0.00016,0.000296,0.000294,0.000138,0.000945,0.036587,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,10,2,"Success",0.000295,0.017862,0.014702,0.000175,0.000337,0.000321,0.000149,0.001439,0.036509,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,11,2,"Success",0.000304,0.017727,0.014921,0.000159,0.000357,0.000293,0.000143,0.000934,0.03612,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32,0,0,0,3,"Warmup",0.000489,9.37129,8.509549,0.000241,0.000638,0.000279,0.000191,0.001399,17.885608,264,0,128,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32,0,0,1,3,"Warmup",0.000458,9.302422,8.334497,0.000228,0.000534,0.000285,0.000178,0.001138,17.641264,264,0,128,0,0
