; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",67312484352,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1503634357,"CurrentTimeLocal","Fri Aug 25 06:12:37 2017","Hostname","taurusi5417","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000236
; "Time_ContextDestroy [ms]", 0.000267
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Complex","float",1,"radix357",177147,0,0,9,31,"Success",0.000752,621.736562,638.316747,0.296236,1.587494,1.700018,0.319838,0.246254,1264.20606,1417176,0,1417176,5.3894738965e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",177147,0,0,10,31,"Success",0.000814,624.521612,631.56224,0.299156,1.731023,1.702489,0.328777,0.244948,1260.393303,1417176,0,1417176,5.4065101539e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",177147,0,0,11,31,"Success",0.000719,619.996461,636.509494,0.291171,1.601237,1.699315,0.332659,0.243691,1260.676788,1417176,0,1417176,5.5177940691e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,0,41,"Warmup",0.004166,528.972899,523.223809,0.698167,2.308118,2.138,0.858874,0.21574,1058.421888,3125000,0,3125000,8.0941556032e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,1,41,"Warmup",0.000876,527.737931,526.754376,0.601993,2.438878,2.134211,0.866527,0.195216,1060.732121,3125000,0,3125000,8.0715971998e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,2,41,"Success",0.000756,527.638008,526.610621,0.585867,2.363632,2.162501,0.863911,0.20198,1060.429495,3125000,0,3125000,8.0715971998e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,3,41,"Success",0.000946,529.919227,526.404858,0.620332,2.389689,2.138086,0.869748,0.213844,1062.558887,3125000,0,3125000,8.0975972061e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,4,41,"Success",0.000681,529.263556,525.174054,0.585089,2.442126,2.139683,0.870753,0.199677,1060.678363,3125000,0,3125000,8.0975972061e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,5,41,"Success",0.000818,529.704968,523.129156,0.69259,2.304179,2.105797,0.841059,0.195896,1058.976935,3125000,0,3125000,8.0778902206e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,6,41,"Success",0.000826,530.075001,523.278827,0.718938,2.333182,2.107509,0.836285,0.194214,1059.546889,3125000,0,3125000,8.0778902206e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,7,41,"Success",0.00087,527.677033,526.272398,0.6089,2.478239,2.143421,0.83634,0.206248,1060.22783,3125000,0,3125000,8.0715971998e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,8,41,"Success",0.000776,527.725041,522.706358,0.696688,2.277478,2.124675,0.869976,0.206949,1056.610148,3125000,0,3125000,8.0941556032e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,9,41,"Success",0.000886,529.426574,525.196682,0.58719,2.358162,2.136067,0.870971,0.201438,1060.77989,3125000,0,3125000,8.0975972061e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,10,41,"Success",0.000744,529.439905,523.383418,0.695179,2.288844,2.098889,0.886978,0.208449,1059.004535,3125000,0,3125000,8.0778902206e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,11,41,"Success",0.000801,528.754992,523.38633,0.691896,2.304159,2.113731,0.838179,0.20367,1058.295754,3125000,0,3125000,8.0778902206e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,0,32,"Warmup",0.000864,1775.490622,1816.812589,0.856982,5.735838,5.531328,0.964819,0.254752,3605.650077,4251528,0,4251528,6.3319323864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,1,32,"Warmup",0.000854,1774.651955,1816.733671,0.805541,5.712528,5.589776,1.014678,0.259206,3604.770499,4251528,0,4251528,6.3319323864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,2,32,"Success",0.000823,1776.717181,1819.929873,0.830052,5.643635,5.580772,0.982829,0.252803,3609.940257,4251528,0,4251528,6.4095035145e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,3,32,"Success",0.000872,1771.664193,1822.844712,0.841214,5.626604,5.548184,1.002898,0.243358,3607.774409,4251528,0,4251528,6.4095035145e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,4,32,"Success",0.0008,1776.981913,1817.16914,0.830431,5.723952,5.572891,0.980135,0.245998,3607.507518,4251528,0,4251528,6.3319323864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,5,32,"Success",0.000827,1777.984692,1818.436859,0.831589,5.726578,5.574622,0.972941,0.247908,3609.778241,4251528,0,4251528,6.3319323864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,6,32,"Success",0.000858,1772.837965,1822.264814,0.800349,5.592529,5.553475,1.012436,0.240522,3608.305367,4251528,0,4251528,6.4095035145e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,7,32,"Success",0.000769,1773.973565,1820.175355,0.875381,5.63117,5.56897,0.93495,0.244291,3607.406835,4251528,0,4251528,6.4095035145e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,8,32,"Success",0.000836,1776.714334,1818.424862,0.83151,5.739053,5.537176,0.977838,0.249973,3608.478096,4251528,0,4251528,6.3319323864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,9,32,"Success",0.000764,1775.31249,1819.865943,0.828151,5.725699,5.53252,0.976134,0.261998,3608.506057,4251528,0,4251528,6.3319323864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,10,32,"Success",0.00088,1777.197315,1816.62958,0.836888,5.722321,5.546081,0.985323,0.238355,3607.159016,4251528,0,4251528,6.3319323864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,11,32,"Success",0.000774,1777.092327,1816.55394,0.82993,5.716891,5.513171,0.976857,0.251758,3606.938066,4251528,0,4251528,6.3319323864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,0,49,"Warmup",0.000856,1292.696624,1055.520807,1.142876,3.84288,3.57308,1.311923,0.401218,2358.493277,6588344,0,6588344,7.0366783264e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,1,49,"Warmup",0.000764,1292.603911,1059.063038,1.132603,3.832716,3.553985,1.36737,0.379164,2361.935609,6588344,0,6588344,7.0366783264e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,2,49,"Success",0.000729,1297.10568,1036.683454,1.079304,3.783728,3.544868,1.339392,0.388693,2343.928112,6588344,0,6588344,7.0366783264e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,3,49,"Success",0.00074,1281.89795,1055.125494,1.148974,3.94418,3.745369,1.459462,0.433968,2347.758524,6588344,0,6588344,6.9825502801e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,4,49,"Success",0.000798,1286.722603,1041.05185,1.094105,3.771464,3.521631,1.363835,0.413976,2337.942187,6588344,0,6588344,7.1171756077e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,5,49,"Success",0.000776,1286.783814,1044.179933,1.201737,3.90411,3.502566,1.340219,0.396226,2341.311629,6588344,0,6588344,7.148174236e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,6,49,"Success",0.000757,1284.470457,1040.30286,1.213655,3.883427,3.49009,1.335312,0.404324,2335.102881,6588344,0,6588344,7.3420104028e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,7,49,"Success",0.00073,1282.969491,1220.659688,1.128167,3.847294,3.556656,1.331601,0.414376,2513.910166,6588344,0,6588344,7.0199393337e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,8,49,"Success",0.000888,1282.697103,1051.193697,1.087255,3.740015,3.514041,1.330112,0.381146,2343.946201,6588344,0,6588344,7.1171756077e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,9,49,"Success",0.000822,1289.743994,1075.880893,1.177875,3.982651,3.539535,1.415962,0.394953,2376.138796,6588344,0,6588344,7.0366783264e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,10,49,"Success",0.00082,1284.878073,1057.600015,1.177001,3.88495,3.51675,1.422324,0.408535,2352.891369,6588344,0,6588344,7.0366783264e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,11,49,"Success",0.000808,1298.069304,1222.584564,1.222096,3.876494,3.531133,1.383644,0.350259,2531.020541,6588344,0,6588344,7.3172976783e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,0,33,"Warmup",0.00092,939.646543,947.032822,3.329645,17.677766,18.149011,2.528025,0.207789,1928.574852,12754584,0,12754584,6.6286758063e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,1,33,"Warmup",0.000789,938.369894,940.846138,3.415382,17.67233,18.199055,2.568341,0.231934,1921.30645,12754584,0,12754584,6.6750757293e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,2,33,"Success",0.000976,936.783613,938.692204,3.150875,17.656509,18.180767,2.533598,0.21307,1917.214178,12754584,0,12754584,6.5193219996e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,3,33,"Success",0.001044,949.079132,940.221862,3.422045,17.788659,18.196257,2.523098,0.225925,1931.46052,12754584,0,12754584,6.4513530317e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,4,33,"Success",0.001249,937.097461,940.187632,3.465754,17.788584,18.178867,2.543207,0.221564,1919.486943,12754584,0,12754584,6.6286758063e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,5,33,"Success",0.000945,938.610379,963.536605,3.391025,17.830115,18.181444,2.522997,0.222474,1944.298845,12754584,0,12754584,6.5193219996e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,6,33,"Success",0.000966,935.167524,938.39221,3.204641,22.527185,20.582823,2.558265,0.185363,1922.621286,12754584,0,12754584,6.5193219996e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,7,33,"Success",0.000827,923.822923,926.950918,3.346777,17.586655,18.122503,2.546864,0.17628,1892.55642,12754584,0,12754584,6.6525987627e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,8,33,"Success",0.001017,921.692679,928.690851,3.482079,17.557214,18.063821,2.562981,0.187333,1892.240871,12754584,0,12754584,6.4420372263e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,9,33,"Success",0.000994,922.897986,927.229554,3.393193,17.555842,18.062613,2.50945,0.186344,1891.838306,12754584,0,12754584,6.7314186229e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,10,33,"Success",0.000976,923.964024,925.835784,3.401308,17.650293,18.022009,2.512395,0.177436,1891.567106,12754584,0,12754584,6.5433175736e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,11,33,"Success",0.000952,922.27887,925.658432,3.208329,17.594229,18.044846,2.521807,0.197683,1889.507645,12754584,0,12754584,6.6525987627e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,0,42,"Warmup",0.000933,816.356621,787.555532,2.94811,13.395005,12.571908,2.533868,0.209079,1635.573508,15625000,0,15625000,7.9565077575e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,1,42,"Warmup",0.000842,796.13875,774.272991,2.956843,13.035368,12.411247,2.531503,0.211488,1601.562173,15625000,0,15625000,7.9749652024e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,2,42,"Success",0.001066,788.398445,781.405174,2.966664,13.074533,12.584439,2.552147,0.192402,1601.177455,15625000,0,15625000,7.9962012862e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,3,42,"Success",0.001127,795.744492,774.491609,2.953185,13.048274,12.408004,2.54013,0.198626,1601.38815,15625000,0,15625000,7.9749652024e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,4,42,"Success",0.00089,809.223594,774.828369,2.917148,13.051363,12.422862,2.544029,0.211262,1615.203771,15625000,0,15625000,7.9749652024e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,5,42,"Success",0.00082,796.283443,789.543041,3.0068,13.025261,12.754597,2.546623,0.210112,1617.373213,15625000,0,15625000,7.9749652024e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,6,42,"Success",0.000866,947.20504,762.18029,2.994201,12.94207,12.422995,2.640468,0.165966,1740.554541,15625000,0,15625000,8.0155655179e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,7,42,"Success",0.000922,795.875767,778.956498,2.923454,13.010651,12.61458,2.517451,0.198562,1606.100428,15625000,0,15625000,7.9565077575e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,8,42,"Success",0.001,794.336345,773.93791,3.020968,13.081722,12.428258,2.518117,0.183479,1599.51028,15625000,0,15625000,7.9749652024e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,9,42,"Success",0.000883,811.100514,775.841,2.956566,13.400424,12.403836,2.52084,0.187264,1618.41422,15625000,0,15625000,7.9749652024e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,10,42,"Success",0.000957,787.008146,798.044372,2.946997,12.966966,12.99786,2.513554,0.19537,1616.676909,15625000,0,15625000,7.9962012862e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,11,42,"Success",0.00085,795.454889,772.535347,2.960199,13.12516,12.57306,2.50306,0.189442,1599.344443,15625000,0,15625000,7.9749652024e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,0,34,"Warmup",0.006237,3853.332727,3995.86395,6.290646,59.929443,62.116118,5.502303,7.093104,7990.138308,38263752,0,38263752,8.5849045738e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,1,34,"Warmup",0.006421,4130.889372,4020.413436,6.238057,72.291431,64.307063,5.560813,7.084112,8306.794452,38263752,0,38263752,8.5849045738e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,2,34,"Success",0.006499,3995.349034,4046.836939,6.232537,64.668781,65.242793,5.528599,7.047191,8190.915964,38263752,0,38263752,8.5849045738e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,3,34,"Success",0.006322,3995.860612,4012.750382,9.387548,64.942053,64.140879,8.215249,8.257537,8163.564169,38263752,0,38263752,8.5849045738e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,4,34,"Success",0.006371,3950.13725,3973.818559,6.68723,63.056355,62.091486,6.248128,7.807094,8069.856395,38263752,0,38263752,8.5849045738e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,5,34,"Success",0.006425,3961.413058,3983.745572,6.690365,63.415618,62.611628,6.233257,7.759483,8091.879044,38263752,0,38263752,8.5849045738e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,6,34,"Success",0.006042,3959.676761,3975.094402,6.666789,63.240824,62.46597,6.241252,7.759872,8081.155711,38263752,0,38263752,8.5849045738e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,7,34,"Success",0.006216,3959.687344,3985.633656,6.659258,63.430467,62.507117,6.24133,7.825754,8091.99547,38263752,0,38263752,8.5849045738e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,8,34,"Success",0.006377,4069.075929,4018.66983,6.683471,70.792087,64.083646,6.221968,7.797353,8243.33491,38263752,0,38263752,8.5849045738e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,9,34,"Success",0.006555,3962.902957,3915.760215,6.678936,63.482037,60.868843,6.266889,7.805086,8023.775123,38263752,0,38263752,8.5849045738e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,10,34,"Success",0.006515,3954.532715,3931.183133,6.671079,63.076708,60.7419,6.228358,7.801032,8030.245063,38263752,0,38263752,8.5849045738e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,11,34,"Success",0.00667,3954.988539,4015.170929,6.673381,63.38759,64.143918,6.231927,7.743817,8118.350495,38263752,0,38263752,8.5849045738e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,0,50,"Warmup",0.010717,10965.373364,9430.911842,7.818441,38.569006,36.510337,6.614885,8.28044,20494.09285,46118408,0,46118408,9.1323119513e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,1,50,"Warmup",0.007337,10936.443009,9338.012262,7.13946,37.064728,36.03338,6.584841,5.778607,20367.067319,46118408,0,46118408,9.5827378886e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,2,50,"Success",0.007971,10936.85162,10592.298257,7.361609,38.029903,35.862076,6.515861,5.755827,21622.687347,46118408,0,46118408,9.5827378886e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,3,50,"Success",0.0072,10934.054359,9409.753775,7.370063,38.114416,38.195819,6.603551,5.751867,20439.855258,46118408,0,46118408,9.5542490189e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,4,50,"Success",0.007788,10879.899692,10644.54145,7.285417,37.547999,36.918256,6.639873,5.75423,21618.598964,46118408,0,46118408,9.650228145e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,5,50,"Success",0.007714,10913.962732,9499.521924,7.981833,38.2724,38.724753,6.663679,8.285115,20513.423917,46118408,0,46118408,9.555406004e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,6,50,"Success",0.007718,10945.726378,9456.751889,7.420105,36.718699,36.37225,6.636292,5.831312,20495.46879,46118408,0,46118408,9.6296347958e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,7,50,"Success",0.008392,10990.029833,10659.88922,7.457886,37.431132,36.473206,6.623233,5.864727,21743.782258,46118408,0,46118408,9.6296347958e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,8,50,"Success",0.007993,11198.576203,9638.103897,7.32154,37.572295,36.969536,6.504761,5.823775,20930.88385,46118408,0,46118408,9.5395994696e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,9,50,"Success",0.007668,11137.824997,10764.631615,7.257721,37.545599,36.752762,6.509526,5.78674,21996.320303,46118408,0,46118408,9.6296347958e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,10,50,"Success",0.007483,11115.57616,9577.352707,7.26937,37.485708,37.206526,6.49974,5.750413,20787.151824,46118408,0,46118408,9.5987015705e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,11,50,"Success",0.008133,11193.10654,11033.020347,7.660189,38.63537,38.218778,6.405706,8.344985,22325.404691,46118408,0,46118408,9.6403817787e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,0,43,"Warmup",0.005864,6678.12385,6533.05767,12.167632,91.454249,91.612194,11.643643,10.136324,13428.205536,78125000,0,78125000,1.235016054e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,1,43,"Warmup",0.006844,7248.044074,7025.195907,13.377917,106.458318,101.337985,12.780486,10.721241,14517.926932,78125000,0,78125000,1.2358108498e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,2,43,"Success",0.006665,7208.090827,7093.572612,13.368684,105.819747,106.366173,13.115273,10.499705,14550.843879,78125000,0,78125000,1.235016054e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,3,43,"Success",0.006588,7292.839001,7150.102343,13.361413,106.406563,106.562015,13.079823,10.476283,14692.837932,78125000,0,78125000,1.2632682262e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,4,43,"Success",0.006612,7255.925909,7294.986695,13.709438,104.217406,108.924196,13.125379,10.536001,14801.435802,78125000,0,78125000,1.2655289735e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,5,43,"Success",0.006427,6735.735035,6529.732291,13.26705,89.196132,89.194981,13.060607,10.40539,13480.601828,78125000,0,78125000,1.235016054e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,6,43,"Success",0.006818,6707.530164,6557.620335,13.332875,89.359791,88.935028,13.058965,10.330084,13480.178463,78125000,0,78125000,1.2655289735e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,7,43,"Success",0.006495,6677.920539,6524.058027,13.293318,88.821781,88.961913,13.042247,10.399595,13416.508173,78125000,0,78125000,1.235016054e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,8,43,"Success",0.006471,6685.361772,6554.114118,13.241985,89.430587,88.988712,13.070279,10.388479,13454.60604,78125000,0,78125000,1.2380109179e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,9,43,"Success",0.006405,6681.780811,6560.447174,14.87894,88.825251,87.818511,11.937576,14.188692,13459.887535,78125000,0,78125000,1.2365033906e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,10,43,"Success",0.005856,7097.922772,6971.749027,11.905613,102.111237,102.835087,11.340999,10.781524,14308.656424,78125000,0,78125000,1.2358108498e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,11,43,"Success",0.006,7174.237979,7031.577534,11.834132,102.858523,103.406386,11.307974,10.095903,14445.329929,78125000,0,78125000,1.2380428976e-07,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,0,51,"Warmup",0.000516,0.059597,0.030531,0.000317,0.001447,0.00081,0.000199,0.001219,0.096025,80,0,76,2.8119781171e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,1,51,"Warmup",0.000303,0.039319,0.028723,0.000212,0.000798,0.000641,0.000148,0.001027,0.072537,80,0,76,2.8119781171e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,2,51,"Success",0.000348,0.038531,0.028117,0.000187,0.000734,0.000628,0.000156,0.001002,0.070949,80,0,76,2.8119781171e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,3,51,"Success",0.000241,0.037297,0.027969,0.000196,0.00085,0.000649,0.000171,0.000962,0.069644,80,0,76,2.8119781171e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,4,51,"Success",0.000284,0.037665,0.027792,0.000174,0.000776,0.000636,0.000163,0.000934,0.069716,80,0,76,2.8119781171e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,5,51,"Success",0.000277,0.037124,0.02784,0.000228,0.000803,0.000581,0.000173,0.000922,0.069221,80,0,76,2.8119781171e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,6,51,"Success",0.000283,0.036559,0.027617,0.000243,0.000704,0.000585,0.000158,0.000932,0.068361,80,0,76,2.8119781171e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,7,51,"Success",0.000279,0.036633,0.02762,0.000237,0.000724,0.000573,0.00016,0.000876,0.068395,80,0,76,2.8119781171e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,8,51,"Success",0.000292,0.036603,0.027316,0.000199,0.0007,0.000631,0.00016,0.000898,0.068065,80,0,76,2.8119781171e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,9,51,"Success",0.000299,0.036286,0.027574,0.000228,0.000733,0.000589,0.000149,0.000864,0.068,80,0,76,2.8119781171e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,10,51,"Success",0.000279,0.036431,0.0274,0.000199,0.00073,0.000605,0.000138,0.00091,0.067963,80,0,76,2.8119781171e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,11,51,"Success",0.000325,0.036307,0.027352,0.000201,0.00068,0.000571,0.000135,0.000898,0.067739,80,0,76,2.8119781171e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,0,52,"Warmup",0.000619,37.343478,18.758358,0.000441,0.056841,0.053798,0.0011,0.028076,56.244424,1448,0,1444,7.5231220153e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,1,52,"Warmup",0.000616,37.500563,19.307639,0.000447,0.060218,0.054194,0.000291,0.029182,56.955045,1448,0,1444,7.5231220153e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,2,52,"Success",0.000581,37.312072,36.923288,0.000419,0.057544,0.056227,0.000519,0.02917,74.381421,1448,0,1444,6.9576789402e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,3,52,"Success",0.000655,37.54065,37.77895,0.000421,0.054988,0.054637,0.000615,0.030956,75.463518,1448,0,1444,6.9576789402e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,4,52,"Success",0.000601,38.499861,37.920415,0.000361,0.055808,0.062423,0.000691,0.030551,76.572536,1448,0,1444,6.9576789402e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,5,52,"Success",0.00061,38.924161,37.847786,0.000403,0.06015,0.052294,0.001447,0.025998,76.914557,1448,0,1444,7.722892248e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,6,52,"Success",0.00073,38.768227,19.402805,0.000377,0.064867,0.058466,0.000303,0.031219,58.328893,1448,0,1444,7.5231220153e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,7,52,"Success",0.000616,38.700811,19.48794,0.000381,0.069224,0.06799,0.000667,0.028394,58.357771,1448,0,1444,7.3167644304e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,8,52,"Success",0.000622,38.647811,37.18656,0.000405,0.064439,0.067221,0.000323,0.027067,75.996114,1448,0,1444,7.722892248e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,9,52,"Success",0.000601,38.387085,38.470749,0.000361,0.061523,0.06006,0.000437,0.027805,77.010345,1448,0,1444,6.9576789402e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,10,52,"Success",0.000648,38.697687,38.952366,0.000411,0.0583,0.055597,0.000297,0.024306,77.7913,1448,0,1444,7.722892248e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,11,52,"Success",0.000599,38.692598,38.659883,0.000409,0.059745,0.061593,0.000529,0.02575,77.502829,1448,0,1444,7.722892248e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",6859,0,0,0,53,"Warmup",0.000525,161.39627,98.731797,0.003412,0.183756,0.180499,0.002472,0.160888,260.661381,27440,0,27436,7.6795188687e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",6859,0,0,1,53,"Warmup",0.000471,161.468725,100.926898,0.003516,0.155215,0.151691,0.002544,0.120929,262.83167,27440,0,27436,7.6795188687e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",6859,0,0,2,53,"Success",0.000561,162.062107,103.854286,0.003514,0.146291,0.150338,0.002468,0.120631,266.341763,27440,0,27436,7.6795188687e-08,0
