; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",67312484352,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1503707126,"CurrentTimeLocal","Sat Aug 26 02:25:26 2017","Hostname","taurusi5264","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.00036
; "Time_ContextDestroy [ms]", 0.000251
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,6,5,"Success",0.000583,30.30182,29.721925,0.00084,0.03003,0.02679,0.000685,0.034175,60.118479,1280,0,1024,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,7,5,"Success",0.000571,30.376476,29.798691,0.000798,0.031092,0.029009,0.001028,0.042158,60.282857,1280,0,1024,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,8,5,"Success",0.000587,29.809214,30.075509,0.000808,0.02938,0.027446,0.000793,0.042751,59.98825,1280,0,1024,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,9,5,"Success",0.000602,30.359617,29.775335,0.000719,0.033985,0.028376,0.000996,0.043395,60.24477,1280,0,1024,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,10,5,"Success",0.000626,30.383162,29.793252,0.00088,0.03249,0.028276,0.001005,0.041152,60.282531,1280,0,1024,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,11,5,"Success",0.000553,30.392801,29.839694,0.000852,0.031118,0.028879,0.000967,0.044009,60.340518,1280,0,1024,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,0,6,"Warmup",0.000625,35.502192,34.585045,0.001486,0.033596,0.029889,0.001373,0.050572,70.206723,2560,0,2048,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,1,6,"Warmup",0.000621,35.492838,34.600214,0.001143,0.030884,0.028705,0.001626,0.048769,70.206471,2560,0,2048,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,2,6,"Success",0.000682,35.532556,34.543045,0.001168,0.030119,0.02756,0.00174,0.051418,70.190013,2560,0,2048,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,3,6,"Success",0.000625,35.476899,34.897171,0.001173,0.029855,0.029067,0.00174,0.047627,70.485912,2560,0,2048,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,4,6,"Success",0.000539,35.405327,34.539808,0.001253,0.029343,0.029204,0.001314,0.048049,70.056495,2560,0,2048,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,5,6,"Success",0.000613,35.465197,34.601817,0.001203,0.030625,0.029184,0.002243,0.052945,70.185657,2560,0,2048,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,6,6,"Success",0.000616,35.47657,34.606577,0.001259,0.028803,0.028418,0.001956,0.049295,70.195271,2560,0,2048,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,7,6,"Success",0.000559,35.548447,34.557688,0.001033,0.034338,0.028109,0.002129,0.053056,70.227201,2560,0,2048,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,8,6,"Success",0.000617,35.473024,34.615535,0.001193,0.030546,0.028408,0.001668,0.048522,70.201161,2560,0,2048,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,9,6,"Success",0.000585,35.482431,34.902774,0.001295,0.031383,0.027536,0.001935,0.052921,70.502659,2560,0,2048,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,10,6,"Success",0.000601,35.487694,34.694303,0.001186,0.031108,0.030251,0.001897,0.051427,70.300263,2560,0,2048,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,11,6,"Success",0.000598,35.453893,34.943606,0.001264,0.030599,0.028607,0.001484,0.052171,70.513941,2560,0,2048,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,0,7,"Warmup",0.0006,49.451657,49.777389,0.001628,0.036274,0.030162,0.002114,0.058308,99.359831,4608,0,4096,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,1,7,"Warmup",0.000748,49.407123,49.602248,0.001566,0.035166,0.034663,0.002126,0.050303,99.13561,4608,0,4096,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,2,7,"Success",0.000573,49.44638,49.54817,0.001271,0.03999,0.031768,0.002226,0.053221,99.125361,4608,0,4096,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,3,7,"Success",0.000646,49.54544,49.591793,0.00171,0.037993,0.030998,0.001996,0.077935,99.290265,4608,0,4096,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,4,7,"Success",0.000635,49.59306,49.704858,0.001542,0.037355,0.031592,0.002267,0.05526,99.428348,4608,0,4096,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,5,7,"Success",0.000707,49.51334,49.669723,0.001513,0.036232,0.031022,0.002139,0.051758,99.308106,4608,0,4096,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,6,7,"Success",0.000609,49.409119,49.602559,0.001535,0.035147,0.032794,0.002099,0.054641,99.140387,4608,0,4096,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,7,7,"Success",0.000563,49.400883,49.913186,0.001756,0.033698,0.032147,0.00324,0.052416,99.439512,4608,0,4096,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,8,7,"Success",0.00067,49.423971,49.765822,0.001426,0.039973,0.033201,0.003186,0.051734,99.321545,4608,0,4096,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,9,7,"Success",0.000639,49.407729,49.768997,0.001278,0.036462,0.033434,0.002199,0.055911,99.308276,4608,0,4096,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,10,7,"Success",0.000645,49.419294,49.748556,0.001637,0.035598,0.035073,0.00199,0.053462,99.297821,4608,0,4096,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,11,7,"Success",0.000686,49.347268,49.73535,0.00187,0.036002,0.032245,0.002159,0.050271,99.207485,4608,0,4096,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,0,8,"Warmup",0.000681,37.369017,36.929321,0.00284,0.03484,0.030695,0.00332,0.068317,74.44087,9216,0,8192,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,1,8,"Warmup",0.000571,37.285957,36.88783,0.002318,0.033714,0.029669,0.002814,0.068376,74.313129,9216,0,8192,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,2,8,"Success",0.000668,37.371133,36.812518,0.003095,0.034307,0.032413,0.002672,0.067158,74.325813,9216,0,8192,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,3,8,"Success",0.000537,37.385206,36.904959,0.002764,0.032708,0.032397,0.003355,0.067328,74.431026,9216,0,8192,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,4,8,"Success",0.000559,37.276303,36.92203,0.002346,0.034302,0.032496,0.00256,0.06744,74.339789,9216,0,8192,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,5,8,"Success",0.000544,37.455761,36.872176,0.00271,0.034122,0.030565,0.002706,0.06836,74.468815,9216,0,8192,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,6,8,"Success",0.000576,37.966513,36.963882,0.002666,0.033978,0.032519,0.004857,0.064768,75.071512,9216,0,8192,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,7,8,"Success",0.000678,37.333202,36.811056,0.003007,0.032429,0.031024,0.004169,0.066744,74.284082,9216,0,8192,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,8,8,"Success",0.000558,37.298116,37.058137,0.003059,0.032454,0.030434,0.00274,0.080189,74.507514,9216,0,8192,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,9,8,"Success",0.000557,37.350003,36.83373,0.002981,0.032321,0.030293,0.003325,0.06728,74.322536,9216,0,8192,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,10,8,"Success",0.000582,37.320154,36.878729,0.002602,0.03228,0.031842,0.003987,0.064696,74.336623,9216,0,8192,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,11,8,"Success",0.000535,37.36821,37.105985,0.00263,0.031984,0.029731,0.002474,0.065979,74.609379,9216,0,8192,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,0,9,"Warmup",0.000612,41.276263,40.48394,0.004417,0.034151,0.035193,0.007173,0.064908,81.908494,18432,0,16384,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,1,9,"Warmup",0.000573,41.161471,40.919978,0.004089,0.033931,0.033015,0.005787,0.061938,82.2226,18432,0,16384,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,2,9,"Success",0.000655,41.397495,41.156575,0.004425,0.036052,0.032277,0.007852,0.067196,82.704199,18432,0,16384,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,3,9,"Success",0.000599,41.326754,40.215645,0.004033,0.034592,0.03611,0.005196,0.06361,81.688329,18432,0,16384,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,4,9,"Success",0.000594,41.234354,41.02523,0.00502,0.047861,0.033025,0.005551,0.065255,82.418781,18432,0,16384,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,5,9,"Success",0.000672,41.272363,40.529309,0.004272,0.035855,0.035594,0.005234,0.06556,81.950625,18432,0,16384,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,6,9,"Success",0.000748,41.168329,41.090847,0.004659,0.036371,0.033638,0.005304,0.063907,82.405407,18432,0,16384,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,7,9,"Success",0.000521,41.214185,40.144655,0.004031,0.037222,0.034205,0.005565,0.062603,81.504804,18432,0,16384,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,8,9,"Success",0.00064,41.434528,40.311864,0.004152,0.036072,0.040659,0.006206,0.08182,81.917852,18432,0,16384,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,9,9,"Success",0.000572,41.313155,40.66274,0.004228,0.036669,0.036326,0.006371,0.068041,82.130091,18432,0,16384,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,10,9,"Success",0.000607,41.284028,41.112413,0.004258,0.034071,0.033498,0.006686,0.067162,82.544469,18432,0,16384,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,11,9,"Success",0.000605,41.243109,40.558995,0.004069,0.039063,0.039015,0.005994,0.066606,81.959253,18432,0,16384,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,0,10,"Warmup",0.000525,122.949873,114.82193,0.007549,0.043302,0.040454,0.008326,0.117439,237.9913,34816,0,32768,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,1,10,"Warmup",0.000527,123.270651,125.120663,0.006894,0.04996,0.043158,0.008359,0.0934,248.595433,34816,0,32768,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,2,10,"Success",0.000545,123.061708,112.815498,0.007323,0.046755,0.039388,0.008358,0.0974,236.078785,34816,0,32768,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,3,10,"Success",0.0005,122.733748,113.240826,0.007377,0.051309,0.04152,0.008606,0.098029,236.183583,34816,0,32768,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,4,10,"Success",0.000599,122.273825,113.569664,0.007117,0.045664,0.0414,0.007381,0.107766,236.055261,34816,0,32768,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,5,10,"Success",0.000523,121.682787,114.141166,0.00703,0.044208,0.041165,0.008919,0.100082,236.027696,34816,0,32768,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,6,10,"Success",0.000499,124.30884,115.121117,0.007017,0.043435,0.041849,0.008806,0.09928,239.63255,34816,0,32768,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,7,10,"Success",0.000561,124.954567,115.074486,0.00682,0.047562,0.042569,0.008707,0.098041,240.235224,34816,0,32768,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,8,10,"Success",0.000592,124.720677,115.767459,0.007066,0.047674,0.040023,0.008923,0.103657,240.697884,34816,0,32768,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,9,10,"Success",0.000597,123.844693,115.110277,0.007098,0.044924,0.043192,0.00838,0.095263,239.156134,34816,0,32768,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,10,10,"Success",0.000516,124.389682,116.164009,0.007116,0.044521,0.045376,0.008394,0.097542,240.758844,34816,0,32768,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,11,10,"Success",0.000543,123.859083,115.302977,0.006994,0.042777,0.041885,0.008508,0.102089,239.366592,34816,0,32768,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,0,11,"Warmup",0.002479,158.737978,151.220377,0.015262,0.048974,0.041244,0.016696,0.071127,310.155823,69632,0,65536,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,1,11,"Warmup",0.000544,161.866372,152.433323,0.014422,0.046903,0.04117,0.016214,0.069103,314.489765,69632,0,65536,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,2,11,"Success",0.000648,160.986222,151.210178,0.015248,0.052504,0.043194,0.015939,0.084797,312.410523,69632,0,65536,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,3,11,"Success",0.000589,162.079615,151.925174,0.015294,0.046235,0.041432,0.016473,0.069233,314.195621,69632,0,65536,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,4,11,"Success",0.000603,160.183159,151.536246,0.015442,0.044435,0.044094,0.017017,0.06812,311.910842,69632,0,65536,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,5,11,"Success",0.000754,158.464233,148.478568,0.016025,0.050333,0.042306,0.016777,0.084466,307.155074,69632,0,65536,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,6,11,"Success",0.000568,158.866899,151.971202,0.013636,0.045808,0.042735,0.016635,0.072234,311.03153,69632,0,65536,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,7,11,"Success",0.000651,159.566,146.987574,0.013681,0.051301,0.043094,0.016634,0.083526,306.764146,69632,0,65536,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,8,11,"Success",0.000612,163.746551,148.45448,0.015119,0.050461,0.04412,0.0172,0.084482,312.41472,69632,0,65536,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,9,11,"Success",0.000769,159.026407,151.00482,0.014644,0.05102,0.043643,0.01725,0.086397,310.246689,69632,0,65536,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,10,11,"Success",0.000622,156.093601,150.301782,0.013273,0.047919,0.042679,0.015843,0.073905,306.591193,69632,0,65536,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,11,11,"Success",0.000656,154.211102,150.943641,0.015875,0.048999,0.044251,0.017098,0.083055,305.366606,69632,0,65536,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,0,12,"Warmup",0.006728,198.072755,181.740965,0.033247,0.053454,0.044692,0.032219,0.13545,380.121374,139264,0,131072,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,1,12,"Warmup",0.000653,195.346046,182.595561,0.034951,0.060974,0.046313,0.030843,0.10165,378.218772,139264,0,131072,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,2,12,"Success",0.004974,196.706909,183.488903,0.035693,0.060375,0.047823,0.031794,0.101314,380.479599,139264,0,131072,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,3,12,"Success",0.005168,194.005414,181.676046,0.035577,0.054162,0.04399,0.031586,0.094417,375.948134,139264,0,131072,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,4,12,"Success",0.005465,193.799544,180.70036,0.036629,0.0569,0.046406,0.03769,0.099615,374.784391,139264,0,131072,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,5,12,"Success",0.004962,195.059378,181.22983,0.034696,0.057433,0.045513,0.031573,0.093574,376.558643,139264,0,131072,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,6,12,"Success",0.005192,196.189266,180.422925,0.034798,0.05775,0.043824,0.030446,0.09603,376.881949,139264,0,131072,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,7,12,"Success",0.000766,199.863394,183.384317,0.032683,0.059959,0.045708,0.032556,0.096057,383.517141,139264,0,131072,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,8,12,"Success",0.005565,198.47232,184.2492,0.031431,0.059578,0.046554,0.030266,0.099529,382.996192,139264,0,131072,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,9,12,"Success",0.005264,194.797278,181.189174,0.032157,0.055652,0.047753,0.03198,0.097675,376.258953,139264,0,131072,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,10,12,"Success",0.005013,193.573602,182.210875,0.034217,0.058961,0.048815,0.03226,0.098821,376.064233,139264,0,131072,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,11,12,"Success",0.000635,193.437204,180.175042,0.032818,0.059172,0.048441,0.030794,0.092675,373.8786,139264,0,131072,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,64,0,13,"Warmup",0.005914,317.782194,334.068823,0.047364,0.087464,0.065841,0.056834,0.181691,652.298049,270336,0,262144,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,64,1,13,"Warmup",0.003255,320.292898,330.411271,0.051552,0.087311,0.068419,0.063618,0.153483,651.133705,270336,0,262144,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,64,2,13,"Success",0.005152,316.9412,329.442054,0.049912,0.085881,0.068074,0.056043,0.163942,646.814123,270336,0,262144,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,64,3,13,"Success",0.000596,322.473461,332.668017,0.052444,0.085885,0.075238,0.058502,0.154209,655.570368,270336,0,262144,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,64,4,13,"Success",0.004751,319.977511,331.036631,0.050132,0.085597,0.068272,0.056561,0.152235,651.433602,270336,0,262144,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,64,5,13,"Success",0.000713,317.85872,330.790873,0.051427,0.086436,0.064972,0.055501,0.147633,649.058066,270336,0,262144,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,64,6,13,"Success",0.000633,317.44292,329.42248,0.052175,0.083578,0.066491,0.057987,0.165364,647.293421,270336,0,262144,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,64,7,13,"Success",0.00075,320.381266,327.964369,0.05194,0.086749,0.072262,0.058201,0.151883,648.769298,270336,0,262144,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,64,8,13,"Success",0.000736,318.242401,331.581347,0.054123,0.083824,0.066643,0.05759,0.159386,650.247901,270336,0,262144,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,64,9,13,"Success",0.000644,320.339717,329.655295,0.054627,0.072871,0.066809,0.056515,0.153943,650.402311,270336,0,262144,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,64,10,13,"Success",0.00067,321.064936,334.65305,0.057734,0.083548,0.075648,0.058556,0.14498,656.141022,270336,0,262144,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,64,11,13,"Success",0.000718,319.860057,332.325069,0.051759,0.08098,0.072982,0.057684,0.150158,652.601236,270336,0,262144,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,64,64,0,14,"Warmup",0.006981,333.667822,335.808717,0.095742,0.121892,0.10007,0.118286,0.205853,670.1273,540672,0,524288,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,64,64,1,14,"Warmup",0.005907,324.466848,336.69137,0.102524,0.116471,0.108542,0.114593,0.155238,661.763477,540672,0,524288,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,64,64,2,14,"Success",0.000624,332.080094,334.103101,0.103614,0.117456,0.102451,0.118138,0.167412,666.794809,540672,0,524288,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,64,64,3,14,"Success",0.000814,332.995015,340.167324,0.103446,0.116042,0.103797,0.116026,0.161587,673.765907,540672,0,524288,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,64,64,4,14,"Success",0.000752,328.860323,334.51927,0.106827,0.11979,0.105344,0.118956,0.163249,663.996374,540672,0,524288,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,64,64,5,14,"Success",0.000736,331.149446,339.977292,0.104661,0.119129,0.106535,0.114777,0.157237,671.731657,540672,0,524288,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,64,64,6,14,"Success",0.000814,329.985086,333.62608,0.110504,0.123404,0.10017,0.116605,0.161876,664.226605,540672,0,524288,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,64,64,7,14,"Success",0.00068,333.998111,337.39165,0.111074,0.116626,0.101459,0.116484,0.156415,671.994434,540672,0,524288,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,64,64,8,14,"Success",0.000637,333.598415,339.226325,0.102362,0.122426,0.101493,0.11559,0.162121,673.43129,540672,0,524288,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,64,64,9,14,"Success",0.000704,330.377767,340.30015,0.102532,0.11623,0.100957,0.115402,0.169207,671.284897,540672,0,524288,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,64,64,10,14,"Success",0.000768,328.466344,339.134626,0.106473,0.118686,0.106371,0.123637,0.159087,668.217919,540672,0,524288,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,64,64,11,14,"Success",0.000664,333.732778,336.180936,0.105127,0.118132,0.103915,0.118597,0.166414,670.528674,540672,0,524288,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,64,0,15,"Warmup",0.006876,567.567038,573.581402,0.247096,0.153689,0.146949,0.229577,0.31857,1142.253223,1081344,0,1048576,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,64,1,15,"Warmup",0.005621,575.211587,576.755066,0.239584,0.158131,0.151857,0.230797,0.234231,1152.988735,1081344,0,1048576,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,64,2,15,"Success",0.000772,576.284661,578.892542,0.239808,0.154073,0.154779,0.232351,0.237131,1156.19803,1081344,0,1048576,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,64,3,15,"Success",0.000771,565.132403,575.02767,0.238696,0.158999,0.154461,0.23184,0.247627,1141.194507,1081344,0,1048576,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,64,4,15,"Success",0.000886,575.766658,575.013617,0.239832,0.153145,0.148284,0.226265,0.233788,1151.784616,1081344,0,1048576,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,64,5,15,"Success",0.0008,578.997132,592.641593,0.250061,0.156243,0.152331,0.232441,0.24477,1172.677449,1081344,0,1048576,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,64,6,15,"Success",0.000796,575.731351,578.534908,0.233464,0.154715,0.145059,0.224267,0.224048,1155.25056,1081344,0,1048576,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,64,7,15,"Success",0.000816,571.578297,583.85195,0.232993,0.154434,0.151214,0.231171,0.231146,1156.43396,1081344,0,1048576,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,64,8,15,"Success",0.000766,573.776227,593.201661,0.240448,0.155388,0.14359,0.231181,0.23776,1167.988962,1081344,0,1048576,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,64,9,15,"Success",0.000726,573.370861,571.845141,0.234903,0.152616,0.153727,0.228121,0.23361,1146.221542,1081344,0,1048576,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,64,10,15,"Success",0.000764,606.756275,570.558671,0.253915,0.154545,0.143751,0.237934,0.243854,1178.351819,1081344,0,1048576,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,64,11,15,"Success",0.000768,586.374943,581.117018,0.247558,0.159375,0.14718,0.247226,0.239126,1168.535335,1081344,0,1048576,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,128,0,16,"Warmup",0.007275,1028.97849,1033.874614,0.432618,0.246219,0.230182,0.454595,0.45411,2064.680269,2129920,0,2097152,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,128,1,16,"Warmup",0.006575,1019.560313,1034.75931,0.416892,0.262996,0.233035,0.459258,0.339237,2056.039662,2129920,0,2097152,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,128,2,16,"Success",0.000902,1035.248154,1032.475662,0.418445,0.241956,0.226939,0.468089,0.326769,2069.409049,2129920,0,2097152,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,128,3,16,"Success",0.000894,1027.081874,1027.146347,0.417046,0.24338,0.22695,0.455738,0.324296,2055.898802,2129920,0,2097152,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,128,4,16,"Success",0.00091,1022.948184,1029.998319,0.418102,0.240397,0.237194,0.456565,0.330126,2054.6319,2129920,0,2097152,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,128,5,16,"Success",0.000866,1017.565283,1022.190776,0.419905,0.24554,0.247657,0.455214,0.325844,2041.453336,2129920,0,2097152,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,128,6,16,"Success",0.000868,1027.853817,1041.697054,0.415087,0.242731,0.227209,0.445842,0.345672,2071.230388,2129920,0,2097152,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,128,7,16,"Success",0.000938,1038.067021,1021.389538,0.420801,0.245963,0.231246,0.458426,0.327568,2061.143641,2129920,0,2097152,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,128,8,16,"Success",0.000932,1013.174319,1037.330904,0.422592,0.246124,0.224001,0.443866,0.315568,2052.160546,2129920,0,2097152,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,128,9,16,"Success",0.000854,1016.698947,1021.941713,0.423755,0.240364,0.227905,0.456483,0.335258,2040.327435,2129920,0,2097152,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,128,10,16,"Success",0.001006,1014.438109,1021.43577,0.419892,0.244981,0.229434,0.457045,0.340635,2037.568999,2129920,0,2097152,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,64,128,11,16,"Success",0.000906,1018.244243,1016.613948,0.40618,0.238957,0.237769,0.45165,0.313207,2036.508952,2129920,0,2097152,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,128,128,0,17,"Warmup",0.006157,1206.925671,1195.012671,0.822828,0.665027,0.439804,0.868543,0.616682,2405.359255,4259840,0,4194304,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,128,128,1,17,"Warmup",0.006283,1210.641819,1196.98558,0.828542,0.543888,0.460232,0.876789,0.333304,2410.678403,4259840,0,4194304,0,0
"Fftw","Inplace","Real","float",3,"powerof2",64,128,128,2,17,"Success",0.000904,1218.218424,1189.732296,0.828202,0.542069,0.466914,0.827479,0.351812,2410.970179,4259840,0,4194304,0,0
