; "SupportedThreads",24,"UsedThreads",1,"TotalMemory",67312496640,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1497541002,"CurrentTimeLocal","Thu Jun 15 17:36:42 2017","Hostname","taurusi5027"
; "Time_ContextCreate [ms]", 0.000262
; "Time_ContextDestroy [ms]", 0.000273
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]"
"Fftw","Inplace","Real","float",1,"powerof2",8388608,0,0,10,21,"Success",0.005368,46070.491581,12141.517591,5.898021,103.55534,146.753861,4.934152,2.731715,58475.890951,33554440,0,33554432
"Fftw","Inplace","Real","float",1,"powerof2",8388608,0,0,11,21,"Success",0.001187,46274.431267,12215.662841,5.787148,104.186486,148.934685,4.984369,6.675876,58760.667245,33554440,0,33554432
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,0,22,"Warmup",0.000776,0.273293,0.268989,0.000249,0.000305,0.000214,0.000176,0.000709,0.546063,40,0,36
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,1,22,"Warmup",0.000389,0.254068,0.266197,0.000226,0.00021,0.000189,0.000144,0.000585,0.523242,40,0,36
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,2,22,"Success",0.000331,0.261316,0.265932,0.000216,0.000194,0.000173,0.000155,0.000627,0.530152,40,0,36
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,3,22,"Success",0.000305,0.266899,0.266324,0.000218,0.000225,0.000163,0.00014,0.000556,0.536037,40,0,36
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,4,22,"Success",0.000367,0.251248,0.271092,0.000201,0.000269,0.000191,0.000154,0.000634,0.52534,40,0,36
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,5,22,"Success",0.000419,0.251051,0.271413,0.000202,0.000267,0.000191,0.000152,0.000599,0.525475,40,0,36
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,6,22,"Success",0.000366,0.25075,0.270048,0.000225,0.000263,0.000189,0.00015,0.000654,0.523841,40,0,36
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,7,22,"Success",0.000425,0.249676,0.264223,0.000216,0.000271,0.000167,0.000136,0.000551,0.51683,40,0,36
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,8,22,"Success",0.000351,0.251945,0.269231,0.00018,0.000286,0.000177,0.000145,0.000567,0.524052,40,0,36
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,9,22,"Success",0.000363,0.250195,0.264015,0.000192,0.000283,0.000179,0.000154,0.000617,0.517184,40,0,36
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,10,22,"Success",0.000353,0.249882,0.238907,0.000186,0.00025,0.000162,0.000165,0.000565,0.491634,40,0,36
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,11,22,"Success",0.000289,0.256053,0.264626,0.000205,0.000271,0.000176,0.000168,0.000604,0.523556,40,0,36
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,0,35,"Warmup",0.000637,1.608033,1.660432,0.00028,0.000629,0.000298,0.000208,0.000902,3.272791,104,0,100
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,1,35,"Warmup",0.000415,1.628115,1.610956,0.00025,0.000564,0.000283,0.00018,0.000762,3.242831,104,0,100
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,2,35,"Success",0.000385,1.643202,1.612461,0.000257,0.000551,0.000288,0.000172,0.000806,3.259451,104,0,100
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,3,35,"Success",0.000395,1.616137,1.641157,0.00024,0.000617,0.000287,0.000193,0.000752,3.261092,104,0,100
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,4,35,"Success",0.000387,1.618511,1.639495,0.000257,0.000551,0.000266,0.000182,0.000798,3.261754,104,0,100
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,5,35,"Success",0.000377,1.644254,1.613341,0.000247,0.000613,0.000286,0.00018,0.000734,3.261412,104,0,100
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,6,35,"Success",0.000379,1.611778,1.628105,0.000234,0.000521,0.000271,0.000179,0.00077,3.243587,104,0,100
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,7,35,"Success",0.000347,1.645614,1.612141,0.000241,0.000562,0.000297,0.000202,0.000691,3.261428,104,0,100
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,8,35,"Success",0.000349,1.643785,1.642953,0.000248,0.000569,0.000277,0.000193,0.000704,3.290435,104,0,100
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,9,35,"Success",0.00035,1.61831,1.587844,0.000237,0.000618,0.000297,0.000168,0.000761,3.209948,104,0,100
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,10,35,"Success",0.000362,1.609777,1.648496,0.00025,0.000599,0.000279,0.000195,0.000744,3.262022,104,0,100
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,11,35,"Success",0.000347,1.607162,1.614273,0.000266,0.000573,0.000275,0.000169,0.000816,3.225178,104,0,100
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,0,23,"Warmup",0.000411,3.062316,3.062919,0.000309,0.001129,0.000734,0.000199,0.002057,6.131483,112,0,108
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,1,23,"Warmup",0.000419,3.112066,3.084491,0.00025,0.000939,0.000653,0.000206,0.001842,6.202258,112,0,108
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,2,23,"Success",0.000413,3.023203,3.093791,0.000247,0.000966,0.000647,0.000181,0.001955,6.122773,112,0,108
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,3,23,"Success",0.000394,3.030577,3.088131,0.000278,0.000898,0.000627,0.0002,0.001864,6.124339,112,0,108
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,4,23,"Success",0.000433,3.097002,3.070711,0.000263,0.00077,0.000625,0.00018,0.001861,6.1732,112,0,108
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,5,23,"Success",0.000409,3.026024,3.06058,0.000239,0.000812,0.000579,0.000193,0.001852,6.092014,112,0,108
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,6,23,"Success",0.000409,3.061548,3.020735,0.000259,0.000972,0.000695,0.000188,0.001929,6.088092,112,0,108
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,7,23,"Success",0.000357,3.041652,3.093472,0.00024,0.000858,0.000601,0.000192,0.002037,6.140807,112,0,108
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,8,23,"Success",0.000381,3.011848,3.069909,0.000248,0.000926,0.000654,0.000196,0.002004,6.087576,112,0,108
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,9,23,"Success",0.000381,3.009459,3.044072,0.000233,0.000842,0.00062,0.000173,0.001804,6.058935,112,0,108
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,10,23,"Success",0.000419,3.062458,3.048553,0.000256,0.000818,0.000629,0.000176,0.001803,6.116425,112,0,108
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,11,23,"Success",0.000395,3.062394,3.056212,0.000257,0.000826,0.000642,0.00017,0.001734,6.123959,112,0,108
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,0,44,"Warmup",0.000866,1.423195,1.393996,0.000299,0.001888,0.001407,0.000215,0.002151,2.825366,200,0,196
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,1,44,"Warmup",0.000359,1.395195,1.392198,0.000277,0.001283,0.001061,0.000201,0.001942,2.793869,200,0,196
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,2,44,"Success",0.000395,1.399949,1.391842,0.000256,0.001126,0.00107,0.000177,0.001983,2.798101,200,0,196
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,3,44,"Success",0.000345,1.402169,1.387761,0.000275,0.001147,0.001016,0.000184,0.002021,2.796213,200,0,196
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,4,44,"Success",0.000387,1.408235,1.394105,0.000251,0.001153,0.00097,0.00019,0.001835,2.808448,200,0,196
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,5,44,"Success",0.000447,1.388787,1.386054,0.000263,0.001113,0.001037,0.000215,0.001912,2.781131,200,0,196
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,6,44,"Success",0.000425,1.388833,1.389901,0.000256,0.001106,0.000933,0.000204,0.001928,2.784876,200,0,196
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,7,44,"Success",0.000399,1.411402,1.388309,0.000251,0.001293,0.000956,0.000209,0.001952,2.806051,200,0,196
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,8,44,"Success",0.000375,1.386795,1.395138,0.000253,0.001225,0.001001,0.000202,0.00185,2.788148,200,0,196
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,9,44,"Success",0.000415,1.396728,1.3917,0.000253,0.001127,0.001014,0.000192,0.001883,2.794592,200,0,196
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,10,44,"Success",0.000429,1.390628,1.401399,0.000265,0.001134,0.001036,0.00017,0.001861,2.798205,200,0,196
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,11,44,"Success",0.000369,1.386868,1.387313,0.000255,0.001187,0.001001,0.00019,0.001912,2.780393,200,0,196
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,0,24,"Warmup",0.000467,5.190677,5.256796,0.000292,0.001699,0.001159,0.0002,0.002076,10.454777,328,0,324
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,1,24,"Warmup",0.000425,5.249278,5.290134,0.000325,0.00173,0.001148,0.00018,0.001957,10.546489,328,0,324
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,2,24,"Success",0.000445,5.275347,5.262053,0.000301,0.001728,0.001192,0.000218,0.001953,10.544588,328,0,324
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,3,24,"Success",0.000355,5.185344,5.28278,0.0003,0.001726,0.001141,0.000214,0.001916,10.475108,328,0,324
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,4,24,"Success",0.000481,5.236068,5.242015,0.000314,0.00191,0.001163,0.000247,0.002011,10.485601,328,0,324
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,5,24,"Success",0.000492,5.19473,5.274407,0.000317,0.001896,0.001232,0.000222,0.002078,10.476729,328,0,324
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,6,24,"Success",0.000405,5.241481,5.243088,0.000283,0.001818,0.001243,0.0002,0.00199,10.491846,328,0,324
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,7,24,"Success",0.000463,5.195421,5.276711,0.000287,0.001882,0.00121,0.000196,0.001996,10.479516,328,0,324
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,8,24,"Success",0.000495,5.20014,5.260786,0.000296,0.00185,0.001231,0.000212,0.001963,10.468309,328,0,324
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,9,24,"Success",0.000455,5.172582,5.173502,0.000332,0.001748,0.001247,0.000217,0.002137,10.353602,328,0,324
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,10,24,"Success",0.000421,5.26588,5.237365,0.000306,0.001844,0.001239,0.000209,0.001969,10.510615,328,0,324
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,11,24,"Success",0.000445,5.186076,5.228867,0.000305,0.001795,0.001291,0.000221,0.002021,10.422366,328,0,324
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,0,36,"Warmup",0.000449,8.233378,8.224098,0.000343,0.002827,0.001618,0.000237,0.002614,16.466985,504,0,500
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,1,36,"Warmup",0.000381,8.243987,8.244069,0.000323,0.002809,0.00158,0.000214,0.002568,16.497283,504,0,500
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,2,36,"Success",0.000439,8.112672,8.187148,0.000325,0.002753,0.001501,0.000206,0.002574,16.309007,504,0,500
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,3,36,"Success",0.000395,8.127176,8.194723,0.000321,0.002723,0.001538,0.000224,0.002385,16.330863,504,0,500
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,4,36,"Success",0.000449,8.248254,8.235285,0.000311,0.002732,0.001583,0.000226,0.002535,16.492791,504,0,500
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,5,36,"Success",0.000409,8.120194,8.265074,0.000337,0.002718,0.00162,0.000222,0.002652,16.394629,504,0,500
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,6,36,"Success",0.000417,8.162386,8.256268,0.000327,0.002692,0.00163,0.000209,0.002598,16.427923,504,0,500
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,7,36,"Success",0.000395,8.179677,8.25487,0.000347,0.002758,0.001554,0.000245,0.00261,16.443827,504,0,500
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,8,36,"Success",0.000441,8.163477,8.257841,0.000315,0.002662,0.001595,0.000238,0.002597,16.430597,504,0,500
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,9,36,"Success",0.000421,8.158272,8.206442,0.000337,0.00263,0.001538,0.000241,0.002508,16.373815,504,0,500
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,10,36,"Success",0.000415,8.188721,8.214772,0.000333,0.002622,0.001587,0.000248,0.002433,16.412711,504,0,500
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,11,36,"Success",0.000413,8.114429,8.17797,0.000337,0.00273,0.001533,0.000217,0.002478,16.301524,504,0,500
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,0,25,"Warmup",0.000469,7.583512,7.572962,0.000385,0.003348,0.002784,0.000258,0.002854,15.167998,976,0,972
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,1,25,"Warmup",0.000437,7.478291,7.463629,0.000407,0.003268,0.00278,0.000274,0.00286,14.953384,976,0,972
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,2,25,"Success",0.000473,7.501469,7.575585,0.000367,0.003176,0.002853,0.000261,0.002873,15.088438,976,0,972
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,3,25,"Success",0.000429,7.52071,7.602681,0.000393,0.003452,0.002776,0.000251,0.002927,15.134979,976,0,972
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,4,25,"Success",0.000469,7.559568,7.507821,0.000373,0.003191,0.002802,0.000282,0.002856,15.078716,976,0,972
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,5,25,"Success",0.000483,7.629922,7.511068,0.000405,0.003516,0.002953,0.000273,0.002949,15.152959,976,0,972
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,6,25,"Success",0.000368,7.538423,7.549416,0.000369,0.003288,0.002753,0.000279,0.002913,15.099194,976,0,972
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,7,25,"Success",0.000431,7.505176,7.593554,0.000383,0.003573,0.00265,0.000235,0.003138,15.110507,976,0,972
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,8,25,"Success",0.000445,7.439871,7.573204,0.000381,0.003275,0.002835,0.000261,0.002608,15.024254,976,0,972
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,9,25,"Success",0.000511,7.470425,7.517774,0.000407,0.003227,0.002753,0.000275,0.002722,14.999459,976,0,972
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,10,25,"Success",0.000461,7.521876,7.564948,0.000371,0.003346,0.002859,0.000275,0.002784,15.098324,976,0,972
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,11,25,"Success",0.000451,7.572049,7.540445,0.000405,0.003464,0.002832,0.000267,0.002961,15.124241,976,0,972
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,0,45,"Warmup",0.000565,2.748818,2.720025,0.000411,0.005976,0.004137,0.00026,0.003053,5.484595,1376,0,1372
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,1,45,"Warmup",0.000594,2.723988,2.727581,0.000391,0.005799,0.004065,0.000255,0.00318,5.467188,1376,0,1372
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,2,45,"Success",0.000585,2.736322,2.715667,0.000401,0.005709,0.004049,0.000231,0.003226,5.467548,1376,0,1372
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,3,45,"Success",0.00062,2.731536,2.733899,0.000383,0.005819,0.004197,0.00022,0.003225,5.481247,1376,0,1372
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,4,45,"Success",0.000509,2.72387,2.711836,0.000419,0.005756,0.004144,0.000253,0.003063,5.451207,1376,0,1372
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,5,45,"Success",0.00055,2.738144,2.719503,0.000394,0.005775,0.004123,0.000257,0.003063,5.473221,1376,0,1372
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,6,45,"Success",0.000539,2.724864,2.72338,0.000364,0.005819,0.004099,0.000245,0.003007,5.463717,1376,0,1372
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,7,45,"Success",0.000622,2.743973,2.720011,0.000371,0.005693,0.00416,0.000251,0.003221,5.479638,1376,0,1372
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,8,45,"Success",0.00059,2.71593,2.722821,0.000425,0.00591,0.004112,0.000257,0.002981,5.454381,1376,0,1372
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,9,45,"Success",0.000548,2.74677,2.712504,0.000359,0.005792,0.004106,0.000245,0.003061,5.474729,1376,0,1372
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,10,45,"Success",0.000521,2.722322,2.731385,0.000422,0.005725,0.004086,0.000247,0.003031,5.469082,1376,0,1372
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,11,45,"Success",0.000543,2.718429,2.717012,0.000381,0.005792,0.004143,0.00024,0.003025,5.450908,1376,0,1372
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,0,37,"Warmup",0.000576,13.310789,13.226189,0.000523,0.00884,0.007168,0.000332,0.003376,26.559265,2504,0,2500
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,1,37,"Warmup",0.000511,13.310052,13.235111,0.000473,0.009027,0.007317,0.000311,0.003272,26.56753,2504,0,2500
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,2,37,"Success",0.000589,13.306073,13.131238,0.000453,0.008732,0.007148,0.000306,0.003355,26.459286,2504,0,2500
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,3,37,"Success",0.000581,13.195298,13.29824,0.000494,0.008824,0.007269,0.000311,0.003436,26.515885,2504,0,2500
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,4,37,"Success",0.000568,13.240144,13.201387,0.000497,0.008675,0.007136,0.0003,0.00336,26.46348,2504,0,2500
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,5,37,"Success",0.000524,13.270565,13.21626,0.000491,0.009089,0.007093,0.000283,0.003246,26.508965,2504,0,2500
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,6,37,"Success",0.000595,13.250102,13.212249,0.000496,0.008736,0.007092,0.000303,0.003332,26.484316,2504,0,2500
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,7,37,"Success",0.000567,13.336783,13.223832,0.000515,0.008658,0.007108,0.000289,0.003374,26.582527,2504,0,2500
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,8,37,"Success",0.000616,13.273412,13.174899,0.000463,0.008756,0.007199,0.000307,0.003158,26.470128,2504,0,2500
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,9,37,"Success",0.000665,13.305544,13.181133,0.000509,0.008656,0.007098,0.000313,0.003282,26.508539,2504,0,2500
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,10,37,"Success",0.000549,13.266439,13.274759,0.000483,0.009961,0.006807,0.000315,0.003695,26.564551,2504,0,2500
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,11,37,"Success",0.00059,13.243288,13.281738,0.000487,0.009107,0.007448,0.000299,0.003394,26.547806,2504,0,2500
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,0,26,"Warmup",0.000586,9.504617,9.472127,0.000524,0.010258,0.007902,0.000333,0.003075,19.000766,2920,0,2916
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,1,26,"Warmup",0.000593,9.434256,9.480178,0.000463,0.009943,0.00788,0.000319,0.002885,18.937879,2920,0,2916
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,2,26,"Success",0.000495,9.518006,9.565456,0.000465,0.01018,0.007944,0.000302,0.002989,19.107224,2920,0,2916
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,3,26,"Success",0.000565,9.515819,9.494595,0.000491,0.010222,0.007861,0.000309,0.002977,19.034265,2920,0,2916
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,4,26,"Success",0.00061,9.448224,9.540643,0.000475,0.009957,0.007921,0.000309,0.002949,19.012457,2920,0,2916
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,5,26,"Success",0.000517,9.462263,9.545546,0.000457,0.010019,0.007894,0.000297,0.003001,19.031324,2920,0,2916
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,6,26,"Success",0.000652,9.480545,9.539647,0.000457,0.010302,0.007849,0.000301,0.002857,19.043929,2920,0,2916
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,7,26,"Success",0.000597,9.434464,9.527848,0.000513,0.009981,0.007884,0.000293,0.003035,18.985992,2920,0,2916
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,8,26,"Success",0.000646,9.502869,9.472964,0.000483,0.010166,0.00784,0.000338,0.002969,18.999626,2920,0,2916
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,9,26,"Success",0.000601,9.537353,9.459384,0.000555,0.009969,0.007802,0.000334,0.002941,19.020345,2920,0,2916
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,10,26,"Success",0.000648,9.488331,9.437103,0.000457,0.01309,0.008062,0.000323,0.002961,18.952328,2920,0,2916
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,11,26,"Success",0.000503,9.529044,9.524598,0.000493,0.01016,0.007912,0.000316,0.003077,19.077463,2920,0,2916
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,0,27,"Warmup",0.000609,11.973622,12.014402,0.001083,0.029437,0.026337,0.000578,0.004092,24.051547,8752,0,8748
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,1,27,"Warmup",0.000596,11.981961,12.001544,0.001052,0.029348,0.026257,0.000585,0.004057,24.046853,8752,0,8748
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,2,27,"Success",0.00071,12.087827,11.979824,0.001047,0.030118,0.026303,0.000575,0.003954,24.136964,8752,0,8748
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,3,27,"Success",0.000613,12.08674,11.943491,0.001061,0.03018,0.026275,0.000573,0.003917,24.094264,8752,0,8748
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,4,27,"Success",0.000639,12.051835,12.020496,0.001052,0.030226,0.026219,0.000561,0.004139,24.136546,8752,0,8748
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,5,27,"Success",0.00062,12.110286,11.965566,0.001092,0.030035,0.026241,0.000569,0.003983,24.139803,8752,0,8748
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,6,27,"Success",0.000566,12.139458,12.024709,0.001098,0.03013,0.026241,0.000562,0.004067,24.228251,8752,0,8748
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,7,27,"Success",0.000616,12.14456,11.980345,0.001072,0.030166,0.026335,0.000575,0.003927,24.188982,8752,0,8748
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,8,27,"Success",0.000564,12.11521,11.972525,0.00108,0.030225,0.026245,0.000578,0.004029,24.151948,8752,0,8748
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,9,27,"Success",0.000596,12.060402,12.026302,0.001049,0.029974,0.026353,0.000556,0.004037,24.150673,8752,0,8748
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,10,27,"Success",0.000598,12.035549,12.791146,0.001028,0.030379,0.026313,0.000575,0.004082,24.891114,8752,0,8748
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,11,27,"Success",0.000636,12.07994,11.922777,0.001073,0.030326,0.02617,0.000575,0.004076,24.066992,8752,0,8748
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,0,46,"Warmup",0.000549,4.029709,4.029829,0.001027,0.033844,0.033387,0.000661,0.004219,8.134638,9608,0,9604
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,1,46,"Warmup",0.000537,4.027435,4.011066,0.000981,0.038157,0.032489,0.000672,0.003835,8.11668,9608,0,9604
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,2,46,"Success",0.000577,4.056272,4.009694,0.001028,0.033822,0.033457,0.000643,0.004072,8.14096,9608,0,9604
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,3,46,"Success",0.000572,4.005757,4.047886,0.001103,0.03382,0.032503,0.000623,0.003727,8.127409,9608,0,9604
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,4,46,"Success",0.000618,4.023635,4.030705,0.001059,0.033807,0.033404,0.000627,0.003965,8.129219,9608,0,9604
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,5,46,"Success",0.000529,4.011259,4.000875,0.001065,0.033707,0.033588,0.00063,0.004023,8.087061,9608,0,9604
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,6,46,"Success",0.000521,4.027709,4.009324,0.001065,0.033768,0.032369,0.00064,0.003833,8.110662,9608,0,9604
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,7,46,"Success",0.000537,4.027376,4.005095,0.001,0.033749,0.032423,0.000617,0.003863,8.106051,9608,0,9604
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,8,46,"Success",0.000637,4.0328,4.002433,0.001026,0.033697,0.033496,0.000657,0.003887,8.109974,9608,0,9604
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,9,46,"Success",0.000525,4.019581,4.031958,0.001043,0.033804,0.03355,0.000629,0.004009,8.126494,9608,0,9604
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,10,46,"Success",0.00057,4.012488,4.03905,0.001008,0.03389,0.032419,0.000636,0.003869,8.125295,9608,0,9604
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,11,46,"Success",0.000613,4.010512,4.007764,0.001004,0.0338,0.032401,0.000652,0.003779,8.091927,9608,0,9604
"Fftw","Inplace","Real","float",1,"radix357",3125,0,0,0,38,"Warmup",0.000495,21.763447,21.541318,0.001511,0.042561,0.039121,0.000846,0.004216,43.394922,12504,0,12500
"Fftw","Inplace","Real","float",1,"radix357",3125,0,0,1,38,"Warmup",0.000467,21.880945,21.458442,0.001455,0.042136,0.039229,0.000816,0.00438,43.429413,12504,0,12500
"Fftw","Inplace","Real","float",1,"radix357",3125,0,0,2,38,"Success",0.000559,21.734373,21.566812,0.001485,0.042196,0.039269,0.000848,0.004316,43.391441,12504,0,12500
"Fftw","Inplace","Real","float",1,"radix357",3125,0,0,3,38,"Success",0.000567,21.88115,21.616677,0.001466,0.042398,0.039259,0.000834,0.004197,43.588014,12504,0,12500
"Fftw","Inplace","Real","float",1,"radix357",3125,0,0,4,38,"Success",0.000519,21.805304,21.567649,0.001487,0.042675,0.03947,0.000816,0.004432,43.463785,12504,0,12500
