; "SupportedThreads",0,"UsedThreads",0,"TotalMemory",15964327936,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1534882441,"CurrentTimeLocal","Tue Aug 21 23:14:01 2018","Hostname","teegema","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000186
; "Time_ContextDestroy [ms]", 7.3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Complex","double",1,"radix357",15625,0,0,8,33,"Success",0.005132,163.099914,166.540919,0.049457,0.270387,0.242118,0.036386,0.011132,330.256408,250000,0,250000,9.9037852043e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",15625,0,0,9,33,"Success",0.005642,161.993838,159.920915,0.051641,0.267557,0.22884,0.032746,0.009438,322.511423,250000,0,250000,1.01820075e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",15625,0,0,10,33,"Success",0.007133,162.952674,160.219315,0.046253,0.261138,0.223186,0.029843,0.00828,323.748779,250000,0,250000,9.1642298912e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",15625,0,0,11,33,"Success",0.006209,164.472399,198.267624,0.050235,0.375822,0.311738,0.043879,0.012837,363.541777,250000,0,250000,9.1642298912e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",16807,0,0,0,39,"Warmup",0.00095,41.649864,40.374231,0.051184,0.292829,0.290654,0.038017,0.010806,82.709417,268912,0,268912,1.1866407415e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",16807,0,0,1,39,"Warmup",0.006401,41.618106,39.998218,0.050077,0.294745,0.26609,0.034371,0.008974,82.278064,268912,0,268912,1.1866407415e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",16807,0,0,2,39,"Success",0.006651,41.694499,40.164569,0.05162,0.303288,0.266016,0.036289,0.008757,82.532701,268912,0,268912,1.1866407415e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",16807,0,0,3,39,"Success",0.006388,41.524218,40.329748,0.051437,0.360691,0.314383,0.040506,0.011249,82.639672,268912,0,268912,1.1866407415e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",16807,0,0,4,39,"Success",0.007118,60.438596,53.257184,0.053855,0.342765,0.352918,0.048159,0.014615,114.516371,268912,0,268912,1.1866407415e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",16807,0,0,5,39,"Success",0.012616,57.264771,56.55217,0.052935,0.340842,0.324022,0.04165,0.012187,114.602233,268912,0,268912,1.1866407415e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",16807,0,0,6,39,"Success",0.00793,60.123685,50.888608,0.059623,0.379895,0.319542,0.070132,0.013123,111.863677,268912,0,268912,1.1698919675e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",16807,0,0,7,39,"Success",0.007864,54.185335,49.619087,0.050803,0.294194,0.269987,0.03308,0.009303,104.470648,268912,0,268912,1.1866407415e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",16807,0,0,8,39,"Success",0.00608,42.283533,40.430487,0.050995,0.309616,0.261786,0.035789,0.009424,83.388669,268912,0,268912,1.1866407415e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",16807,0,0,9,39,"Success",0.006801,42.149087,40.202957,0.048013,0.307381,0.266883,0.036986,0.009542,83.02861,268912,0,268912,1.1866407415e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",16807,0,0,10,39,"Success",0.00634,41.390544,40.069297,0.050163,0.291905,0.268174,0.033114,0.008773,82.11969,268912,0,268912,1.1866407415e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",16807,0,0,11,39,"Success",0.006718,41.462128,39.966152,0.049464,0.291569,0.306091,0.039034,0.010164,82.132394,268912,0,268912,1.1866407415e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",19683,0,0,0,25,"Warmup",0.001197,181.699165,181.970885,0.062725,0.3733,0.314397,0.051879,0.011694,364.486336,314928,0,314928,1.1199685961e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",19683,0,0,1,25,"Warmup",0.040141,181.101303,181.829151,0.063285,0.360537,0.31774,0.051402,0.011953,363.776697,314928,0,314928,1.1199685961e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",19683,0,0,2,25,"Success",0.039934,181.446286,181.845892,0.062674,0.346273,0.311926,0.049742,0.011764,364.115597,314928,0,314928,1.1199685961e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",19683,0,0,3,25,"Success",0.040798,181.773271,182.73072,0.062631,0.356244,0.311963,0.049866,0.011363,365.337954,314928,0,314928,1.1199685961e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",19683,0,0,4,25,"Success",0.038718,181.958144,183.772124,0.06219,0.34381,0.344323,0.05189,0.012037,366.594164,314928,0,314928,1.1259126593e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",19683,0,0,5,25,"Success",0.04138,181.520801,181.979748,0.065,0.333022,0.317373,0.049244,0.010127,364.317783,314928,0,314928,1.1199685961e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",19683,0,0,6,25,"Success",0.041003,181.442417,182.669968,0.063369,0.347065,0.313287,0.050552,0.011173,364.939908,314928,0,314928,1.1199685961e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",19683,0,0,7,25,"Success",0.04103,181.500992,181.926418,0.06277,0.345305,0.32119,0.050247,0.011995,364.261105,314928,0,314928,1.1199685961e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",19683,0,0,8,25,"Success",0.039285,181.610353,182.342444,0.062714,0.347861,0.319305,0.05015,0.011215,364.784382,314928,0,314928,1.1199685961e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",19683,0,0,9,25,"Success",0.039818,182.673128,183.034981,0.060544,0.34611,0.337411,0.052343,0.011127,366.556468,314928,0,314928,1.1199685961e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",19683,0,0,10,25,"Success",0.04121,181.164907,182.891006,0.062768,0.335268,0.32957,0.050302,0.011639,364.887697,314928,0,314928,1.1199685961e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",19683,0,0,11,25,"Success",0.039002,182.397345,182.543713,0.063455,0.34467,0.33721,0.051547,0.012011,365.789994,314928,0,314928,1.1199685961e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",59049,0,0,0,26,"Warmup",0.001709,175.527582,174.749676,0.213243,1.509897,1.528903,0.15585,0.01451,353.702975,944784,0,944784,1.8530481014e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",59049,0,0,1,26,"Warmup",0.028504,175.25636,176.833242,0.235248,1.528208,1.635298,0.152102,0.014257,355.684794,944784,0,944784,1.8530481014e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",59049,0,0,2,26,"Success",0.028525,177.763039,174.219698,0.24502,1.527418,1.534953,0.153965,0.015438,355.489505,944784,0,944784,1.8530481014e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",59049,0,0,3,26,"Success",0.027566,176.268878,176.090919,0.211553,1.518274,1.52201,0.154357,0.015219,355.810245,944784,0,944784,1.8530481014e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",59049,0,0,4,26,"Success",0.027757,175.197288,179.061102,0.213778,1.50855,1.696249,0.154508,0.016033,357.877282,944784,0,944784,1.8530481014e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",59049,0,0,5,26,"Success",0.028165,181.148636,170.19057,0.242696,1.643943,1.524716,0.153628,0.01508,354.948589,944784,0,944784,1.8530481014e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",59049,0,0,6,26,"Success",0.028214,175.126852,179.303834,0.211318,1.511914,1.701724,0.156121,0.026287,358.067646,944784,0,944784,1.8530481014e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",59049,0,0,7,26,"Success",0.027706,175.496798,179.106325,0.213046,1.514669,1.709031,0.155321,0.015643,358.23979,944784,0,944784,1.8530481014e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",59049,0,0,8,26,"Success",0.028447,181.074145,173.954474,0.234151,1.642621,1.638126,0.149715,0.015415,358.738366,944784,0,944784,1.8530481014e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",59049,0,0,9,26,"Success",0.028392,181.482096,172.856187,0.21255,1.70119,1.521555,0.153852,0.015033,357.972083,944784,0,944784,1.8530481014e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",59049,0,0,10,26,"Success",0.028049,175.692529,179.238015,0.213734,1.50946,1.688802,0.156463,0.014721,358.543579,944784,0,944784,1.8530481014e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",59049,0,0,11,26,"Success",0.028163,175.440853,173.679943,0.237329,1.517677,1.519147,0.172542,0.015041,352.612352,944784,0,944784,1.8530481014e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",78125,0,0,0,34,"Warmup",0.002091,246.089678,239.523155,0.27255,1.736318,1.91619,0.217202,0.018297,489.777014,1250000,0,1250000,9.3221797461e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",78125,0,0,1,34,"Warmup",0.030617,245.968549,240.670417,0.268372,1.711577,1.734978,0.216873,0.014975,490.617867,1250000,0,1250000,9.3221797461e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",78125,0,0,2,34,"Success",0.03092,247.841883,239.330276,0.275942,1.729302,1.743378,0.217323,0.014947,491.185332,1250000,0,1250000,9.3221797461e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",78125,0,0,3,34,"Success",0.030355,246.553675,239.391781,0.273443,1.732619,1.734129,0.216287,0.01514,489.948708,1250000,0,1250000,9.3221797461e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",78125,0,0,4,34,"Success",0.031055,246.371907,239.593095,0.274273,1.751081,1.717584,0.217436,0.014602,489.972529,1250000,0,1250000,9.3221797461e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",78125,0,0,5,34,"Success",0.030703,246.668948,239.329436,0.272432,1.730994,1.713561,0.226551,0.014876,489.988921,1250000,0,1250000,9.3221797461e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",78125,0,0,6,34,"Success",0.032316,246.27423,239.370009,0.274017,1.72478,1.735819,0.217514,0.015984,489.64645,1250000,0,1250000,9.3221797461e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",78125,0,0,7,34,"Success",0.030941,246.122042,239.44771,0.281842,1.717369,1.801854,0.217604,0.016433,489.637148,1250000,0,1250000,9.3221797461e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",78125,0,0,8,34,"Success",0.032642,247.26589,239.192632,0.273846,1.752192,1.709303,0.225197,0.015598,490.468722,1250000,0,1250000,9.3221797461e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",78125,0,0,9,34,"Success",0.030351,251.842581,239.241965,0.286224,1.713511,1.737706,0.216761,0.01486,495.085435,1250000,0,1250000,9.3221797461e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",78125,0,0,10,34,"Success",0.031115,247.018775,239.372522,0.269763,1.730094,1.72164,0.225184,0.015014,490.385441,1250000,0,1250000,9.3221797461e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",78125,0,0,11,34,"Success",0.031347,321.210576,292.304344,0.262386,1.741967,1.892425,0.216214,0.016966,617.678096,1250000,0,1250000,9.5518541529e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,0,40,"Warmup",0.002444,1419.458708,1443.359458,0.398488,3.787773,3.996196,0.35872,0.02081,2871.384082,1882384,0,1882384,1.2831147307e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,1,40,"Warmup",0.034041,1450.424985,1414.122978,0.430473,4.001749,4.001689,0.347772,0.020986,2873.386244,1882384,0,1882384,1.2846263718e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,2,40,"Success",0.033961,1425.794602,1422.005999,0.372412,4.409181,4.675681,0.427868,0.025822,2857.747733,1882384,0,1882384,1.2831147307e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,3,40,"Success",0.036657,1512.47188,1402.899261,0.407369,3.890499,3.893057,0.345543,0.018614,2923.964788,1882384,0,1882384,1.2870778746e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,4,40,"Success",0.033771,1446.439307,1404.496582,0.40685,4.005114,3.820746,0.359445,0.020671,2859.584038,1882384,0,1882384,1.2955283686e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,5,40,"Success",0.033257,1421.278427,1400.732717,0.412266,3.80682,3.866788,0.347969,0.02137,2830.501179,1882384,0,1882384,1.2870778746e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,6,40,"Success",0.034349,1420.886941,1405.901356,0.42364,3.88964,3.821147,0.353229,0.019599,2835.331702,1882384,0,1882384,1.2870778746e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,7,40,"Success",0.033633,1502.149019,1418.645225,0.397173,3.773406,4.000154,0.347575,0.020819,2929.368752,1882384,0,1882384,1.2831147307e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,8,40,"Success",0.059402,1424.846877,1403.632948,0.41001,3.795188,3.814805,0.349462,0.019326,2836.929565,1882384,0,1882384,1.2870778746e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,9,40,"Success",0.033194,1446.240809,1405.318495,0.405825,3.985652,3.850456,0.357289,0.020976,2860.214238,1882384,0,1882384,1.2955283686e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,10,40,"Success",0.034583,1423.827991,1400.578488,0.422656,3.765383,3.818996,0.368013,0.018453,2832.836183,1882384,0,1882384,1.2870778746e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,11,40,"Success",0.03266,1534.240458,1413.556101,0.396363,4.143242,3.827456,0.347761,0.022952,2956.568337,1882384,0,1882384,1.2955283686e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",177147,0,0,0,27,"Warmup",0.002762,692.066715,723.866136,0.558137,6.802566,7.323282,0.61461,0.017489,1431.253678,2834352,0,2834352,1.8326521913e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",177147,0,0,1,27,"Warmup",0.031239,693.225606,721.836926,0.562534,6.827942,7.442274,0.589969,0.019465,1430.537639,2834352,0,2834352,1.8326521913e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",177147,0,0,2,27,"Success",0.031448,692.066012,723.255931,0.572882,6.796064,7.357903,0.645435,0.020922,1430.748261,2834352,0,2834352,1.8326521913e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",177147,0,0,3,27,"Success",0.031115,692.148657,736.751599,0.592405,6.801437,7.478755,0.6032,0.018947,1444.427954,2834352,0,2834352,1.8326521913e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",177147,0,0,4,27,"Success",0.031244,692.594704,725.328976,0.629991,6.797181,7.888806,0.590705,0.021725,1433.884987,2834352,0,2834352,1.8326521913e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",177147,0,0,5,27,"Success",0.031525,695.740871,735.782249,0.589862,6.785637,7.440633,0.601897,0.018224,1446.992632,2834352,0,2834352,1.8326521913e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",177147,0,0,6,27,"Success",0.031909,697.548553,738.758924,0.637812,8.421241,9.045875,0.690931,0.021176,1455.158449,2834352,0,2834352,1.6822203465e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",177147,0,0,7,27,"Success",0.032916,792.281003,725.261046,0.576423,7.449403,7.357406,0.604173,0.02033,1533.584497,2834352,0,2834352,1.7790582165e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",177147,0,0,8,27,"Success",0.031601,693.131286,724.70881,0.578199,6.816984,7.369204,0.617168,0.019434,1433.274447,2834352,0,2834352,1.8326521913e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",177147,0,0,9,27,"Success",0.031222,692.903288,731.462616,0.567908,6.79106,7.54342,0.595991,0.018452,1439.915453,2834352,0,2834352,1.8326521913e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",177147,0,0,10,27,"Success",0.031953,692.532063,724.487773,0.579972,6.840617,7.700061,0.60154,0.019295,1432.795182,2834352,0,2834352,1.8326521913e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",177147,0,0,11,27,"Success",0.03138,694.660497,730.435731,0.560178,6.784313,7.497004,0.595505,0.019275,1440.585622,2834352,0,2834352,1.8326521913e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,0,35,"Warmup",0.002671,1953.176036,1942.710672,1.146861,15.541909,15.51639,1.189302,0.028178,3929.314095,6250000,0,6250000,1.0251209882e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,1,35,"Warmup",0.03366,2082.721754,1975.022712,1.134585,15.599868,15.584723,1.160642,0.020642,4091.280222,6250000,0,6250000,1.0251209882e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,2,35,"Success",0.034061,1947.453964,1963.838056,1.358382,17.100013,16.335561,1.16431,0.022186,3947.308234,6250000,0,6250000,1.0690722507e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,3,35,"Success",0.033125,1951.556582,1941.322109,1.146113,15.534146,15.471612,1.165993,0.027593,3926.259226,6250000,0,6250000,1.0251209882e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,4,35,"Success",0.03394,2045.32943,1988.398,1.165705,15.51412,15.414531,1.187423,0.027078,4067.072274,6250000,0,6250000,1.0251209882e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,5,35,"Success",0.034502,1948.630815,1940.264848,1.137463,15.426255,15.506984,1.164512,0.028142,3922.195048,6250000,0,6250000,1.0251209882e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,6,35,"Success",0.03363,1946.351334,1948.372608,1.150561,15.381601,15.501517,1.169961,0.026969,3927.989893,6250000,0,6250000,1.0251209882e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,7,35,"Success",0.044191,2016.727812,2019.803614,1.148926,15.560051,15.926573,1.169765,0.027639,4070.410301,6250000,0,6250000,1.0251209882e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,8,35,"Success",0.033483,1972.625362,1941.149096,1.161567,15.655138,15.814074,1.164682,0.019032,3947.62396,6250000,0,6250000,1.0251209882e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,9,35,"Success",0.033218,1955.828343,1957.114552,1.134077,15.605273,15.408215,1.175437,0.028508,3946.329376,6250000,0,6250000,1.0251209882e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,10,35,"Success",0.03355,2017.305764,2025.587212,1.149587,15.462799,15.763996,1.166888,0.027773,4076.499432,6250000,0,6250000,1.0251209882e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,11,35,"Success",0.034472,1952.018431,1941.243328,1.17354,15.559701,15.432111,1.164643,0.029216,3926.657132,6250000,0,6250000,1.0251209882e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,0,28,"Warmup",0.027083,1812.124802,1810.611433,1.563267,29.785266,30.198129,1.534234,0.447411,3686.293469,8503056,0,8503056,1.5821753013e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,1,28,"Warmup",0.032116,1838.055595,1825.381069,2.224596,30.393694,30.401958,2.099354,0.970029,3729.56024,8503056,0,8503056,1.5821753013e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,2,28,"Success",0.087286,1923.781946,1801.10115,2.219431,30.203493,30.311787,2.084943,1.038775,3790.830978,8503056,0,8503056,1.5821753013e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,3,28,"Success",0.053023,1816.294169,1820.42737,2.223638,29.885093,30.460659,2.099443,1.011636,3702.457303,8503056,0,8503056,1.5821753013e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,4,28,"Success",0.060943,1817.806538,1809.140903,2.203503,29.648933,30.413401,2.107605,1.02115,3692.404695,8503056,0,8503056,1.5821753013e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,5,28,"Success",0.051894,1911.540122,1805.683227,2.21166,29.935703,30.166271,2.084825,1.188007,3782.863831,8503056,0,8503056,1.5821753013e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,6,28,"Success",0.053136,1827.624409,1809.986756,2.204757,30.007191,30.159459,2.107439,1.185738,3703.330969,8503056,0,8503056,1.5821753013e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,7,28,"Success",0.050883,1820.638136,1801.423743,2.213589,29.845669,30.157586,2.092741,1.261327,3687.685936,8503056,0,8503056,1.5821753013e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,8,28,"Success",0.053584,1860.987635,1866.568266,2.218475,29.791348,30.825156,2.081,1.183266,3793.710755,8503056,0,8503056,1.5821753013e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,9,28,"Success",0.051628,1820.430314,1801.751915,2.200897,30.043825,30.619472,2.075348,1.200521,3688.37599,8503056,0,8503056,1.5821753013e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,10,28,"Success",0.051217,1820.720824,1824.191011,2.203682,30.242368,30.416395,2.112504,1.183492,3711.123565,8503056,0,8503056,1.5821753013e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,11,28,"Success",0.053762,1829.261566,1884.610386,2.200613,30.119369,30.325969,2.086034,1.228678,3779.888708,8503056,0,8503056,1.5821753013e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,0,41,"Warmup",0.022056,8506.80082,8055.347827,2.416161,53.317596,53.128631,2.456923,2.490037,16675.982315,13176688,0,13176688,1.4453969031e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,1,41,"Warmup",0.05831,8512.613239,8167.420517,2.407407,52.989954,52.935845,2.511581,2.387024,16793.326251,13176688,0,13176688,1.4453969031e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,2,41,"Success",0.055803,8434.593713,8106.474416,2.414861,53.074923,53.02899,2.461088,2.487113,16654.59309,13176688,0,13176688,1.4453969031e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,3,41,"Success",0.059029,8533.724537,8021.561567,2.409891,53.065711,55.584068,2.450991,2.440571,16671.298809,13176688,0,13176688,1.4453969031e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,4,41,"Success",0.056885,8551.460915,8113.526547,2.424496,53.321961,54.962221,2.439563,2.412267,16780.607276,13176688,0,13176688,1.4453969031e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,5,41,"Success",0.067017,8447.587902,8307.121891,2.405199,53.279078,54.611131,2.446994,2.361516,16869.882948,13176688,0,13176688,1.4491125407e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,6,41,"Success",0.056906,8535.555031,8147.834858,2.407585,53.126705,54.047628,2.430144,2.39851,16797.859361,13176688,0,13176688,1.4501206884e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,7,41,"Success",0.060149,8422.598322,8178.804697,2.598941,57.809677,57.684396,2.640652,2.881205,16725.080187,13176688,0,13176688,1.4453969031e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,8,41,"Success",0.058448,8752.117776,8033.108467,2.413322,53.130981,53.247834,2.443441,2.4958,16899.018602,13176688,0,13176688,1.4453969031e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,9,41,"Success",0.05745,8557.631169,8113.577403,2.426635,53.389994,53.189907,2.442947,2.401873,16785.119257,13176688,0,13176688,1.4453969031e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,10,41,"Success",0.056727,8443.142416,8115.006924,2.405102,53.339139,53.050936,2.43958,2.394067,16671.83716,13176688,0,13176688,1.4453969031e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,11,41,"Success",0.057713,8516.210006,8111.957191,2.445212,53.04179,53.236321,2.432344,2.436798,16741.819481,13176688,0,13176688,1.4453969031e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,0,42,"Warmup",0.00529,0.320151,0.023038,0.000535,0.000984,0.000673,0.000169,0.000842,0.352187,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,1,42,"Warmup",0.000217,0.187176,0.02149,0.000142,0.000701,0.000577,7e-05,0.000628,0.211473,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,2,42,"Success",0.000143,0.176207,0.021027,0.000149,0.00067,0.00061,0.000111,0.00056,0.199903,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,3,42,"Success",0.000162,0.175108,0.020904,8.3e-05,0.000579,0.000605,4.9e-05,0.0007,0.198611,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,4,42,"Success",0.000123,0.182919,0.020889,0.000208,0.001094,0.000667,0.000127,0.000633,0.207149,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,5,42,"Success",0.00015,0.178255,0.020758,0.000176,0.000663,0.00055,5.5e-05,0.000539,0.201542,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,6,42,"Success",0.000146,0.174003,0.020956,0.000152,0.00066,0.000547,5.2e-05,0.00068,0.197701,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,7,42,"Success",0.000126,0.17498,0.020712,7.9e-05,0.000583,0.000607,0.000124,0.000577,0.198328,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,8,42,"Success",0.000141,0.180178,0.020704,0.000204,0.000813,0.000449,6.6e-05,0.000597,0.203627,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,9,42,"Success",0.000116,0.174733,0.020623,0.000143,0.000666,0.000657,0.000115,0.000568,0.198073,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,10,42,"Success",0.00015,0.174626,0.020791,0.000146,0.000587,0.000858,5.7e-05,0.000528,0.198139,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,11,42,"Success",0.000133,0.173739,0.020711,0.000143,0.000684,0.000583,5.9e-05,0.000556,0.197195,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",361,0,0,0,43,"Warmup",0.00038,3.279414,3.049646,0.000666,0.008636,0.006724,0.000264,0.001643,6.347858,2896,0,2888,1.3230796732e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",361,0,0,1,43,"Warmup",0.004071,3.237487,3.114762,0.000862,0.00893,0.006681,0.000311,0.001831,6.375517,2896,0,2888,1.3230796732e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",361,0,0,2,43,"Success",0.004232,3.250943,3.040429,0.000399,0.008672,0.006831,0.000416,0.001401,6.313732,2896,0,2888,1.3230796732e-16,0
