; "SupportedThreads",0,"UsedThreads",0,"TotalMemory",15964327936,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1534882441,"CurrentTimeLocal","Tue Aug 21 23:14:01 2018","Hostname","teegema","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000186
; "Time_ContextDestroy [ms]", 7.3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","float",1,"powerof2",32768,0,0,8,13,"Success",0.027417,1735.617129,2229.469311,0.021634,0.158359,0.139742,0.011211,0.076578,3965.522277,131080,0,131072,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32768,0,0,9,13,"Success",0.0278,1739.873268,2133.261431,0.027111,0.184679,0.140415,0.012992,0.058839,3873.587499,131080,0,131072,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32768,0,0,10,13,"Success",0.027104,1729.845215,2129.484683,0.02112,0.147257,0.142289,0.009789,0.062854,3859.741183,131080,0,131072,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32768,0,0,11,13,"Success",0.02669,1724.103065,2215.101553,0.021253,0.150385,0.136849,0.008096,0.007813,3939.556759,131080,0,131072,0,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,0,14,"Warmup",0.004454,3390.216076,4275.770314,0.073014,0.418002,0.32739,0.041722,0.103986,7666.955945,262152,0,262144,0,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,1,14,"Warmup",0.043293,3495.784551,4318.383015,0.065841,0.484132,0.351755,0.039336,0.103052,7815.256088,262152,0,262144,0,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,2,14,"Success",0.04693,3363.389682,4435.117462,0.065916,0.473394,0.33372,0.039671,0.099649,7799.567537,262152,0,262144,0,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,3,14,"Success",0.04515,3356.103617,4281.430612,0.072008,0.468853,0.313784,0.039922,0.102733,7638.577835,262152,0,262144,0,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,4,14,"Success",0.046679,3482.627525,4302.036624,0.064855,0.467731,0.327996,0.039384,0.10123,7785.713026,262152,0,262144,0,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,5,14,"Success",0.045658,3375.908725,4388.337159,0.067414,0.343323,0.347721,0.038644,0.12593,7765.215633,262152,0,262144,0,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,6,14,"Success",0.042734,3375.49627,4330.447525,0.072714,0.449599,0.330763,0.040278,0.10418,7706.985375,262152,0,262144,0,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,7,14,"Success",0.05281,3562.129638,4315.998618,0.071115,0.415048,0.331833,0.041011,0.10153,7879.142784,262152,0,262144,0,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,8,14,"Success",0.042101,3485.843503,4336.384944,0.090245,0.416411,0.337599,0.040617,0.098523,7823.255126,262152,0,262144,0,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,9,14,"Success",0.044367,3361.590711,4267.15506,0.067873,0.453765,0.32207,0.038843,0.113702,7629.78741,262152,0,262144,0,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,10,14,"Success",0.042599,3416.542625,4357.50865,0.072591,0.470215,0.32718,0.039717,0.108024,7775.112708,262152,0,262144,0,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,11,14,"Success",0.042728,3363.258952,4363.475552,0.077537,0.593766,0.463162,0.048051,0.129638,7728.09095,262152,0,262144,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,0,15,"Warmup",0.01347,5694.627915,6623.051952,0.157263,0.842675,0.863835,0.127024,0.140718,12319.826101,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,1,15,"Warmup",0.057587,5708.170934,6519.418713,0.149794,0.882391,0.895162,0.102981,0.19487,12229.873981,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,2,15,"Success",0.076314,5680.564817,6729.988652,0.155955,0.829699,0.842831,0.111813,0.210174,12412.781608,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,3,15,"Success",0.090793,5698.353384,6693.327742,0.154263,0.822126,0.851805,0.103897,0.207516,12393.912758,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,4,15,"Success",0.077652,5609.24961,6604.530124,0.158713,0.816751,0.902768,0.104243,0.190143,12216.031507,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,5,15,"Success",0.074593,5620.621906,6552.811672,0.158341,0.805292,0.871047,0.105814,0.20771,12175.65749,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,6,15,"Success",0.077268,5729.810603,6562.841173,0.153787,0.822635,0.844122,0.103505,0.19847,12294.852798,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,7,15,"Success",0.074861,5619.248194,6526.352072,0.163285,0.775707,0.803152,0.103054,0.197897,12147.719751,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,8,15,"Success",0.078094,5601.630125,6486.338141,0.16081,0.83286,0.854222,0.108936,0.201819,12090.206668,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,9,15,"Success",0.076807,5570.336995,6500.828081,0.163426,0.806762,0.985083,0.114698,0.228823,12073.542162,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,10,15,"Success",0.076965,5651.519579,6511.299286,0.153361,0.826873,0.823523,0.104703,0.18839,12164.99394,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,11,15,"Success",0.075871,5604.101199,6443.411578,0.160589,0.803495,0.815893,0.119329,0.19458,12049.684077,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,0,16,"Warmup",0.016605,3313.829985,2895.532346,0.241618,1.974087,2.17073,0.187083,0.254931,6214.208757,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,1,16,"Warmup",0.068228,3331.865824,2852.790568,0.242146,2.021733,2.090011,0.185262,0.247351,6189.512421,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,2,16,"Success",0.069132,3377.310319,2835.789022,0.240521,1.997553,2.06682,0.193688,0.231153,6217.899437,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,3,16,"Success",0.067623,3240.397721,2826.532016,0.261397,1.965121,2.154128,0.18673,0.238147,6071.80418,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,4,16,"Success",0.069968,3393.502403,2876.559224,0.244202,1.983686,2.188611,0.183998,0.246372,6274.97976,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,5,16,"Success",0.070287,3246.949582,2808.43941,0.247793,2.012064,2.04445,0.180084,0.235004,6060.179917,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,6,16,"Success",0.071109,3552.880758,2944.990234,0.21997,2.125504,2.201497,0.182454,0.248827,6502.921598,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,7,16,"Success",0.069677,3302.660773,2867.753061,0.243245,1.977908,2.043789,0.188719,0.233968,6175.172608,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,8,16,"Success",0.069883,3396.026055,2866.666513,0.249666,2.005854,2.074328,0.185433,0.22935,6267.508345,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,9,16,"Success",0.068202,3273.459005,2807.654722,0.239471,2.230202,3.058419,0.214662,0.316441,6087.242745,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,10,16,"Success",0.080106,3391.951007,2897.439256,0.240902,1.972241,2.145176,0.182748,0.24136,6294.254367,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,11,16,"Success",0.070477,3273.052758,2817.828287,0.243844,2.108219,2.126021,0.193726,0.228803,6095.853336,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",524288,0,0,0,17,"Warmup",0.015748,9102.996759,8157.175281,0.456802,5.125949,5.291144,0.401078,0.458393,17271.922686,2097160,0,2097152,0,0
"Fftw","Inplace","Real","float",1,"powerof2",524288,0,0,1,17,"Warmup",0.074317,9108.287757,8077.261236,0.443634,5.080221,5.737057,0.396099,0.427765,17197.709605,2097160,0,2097152,0,0
"Fftw","Inplace","Real","float",1,"powerof2",524288,0,0,2,17,"Success",0.076343,9063.435815,8144.294235,0.431738,5.006984,5.214872,0.392263,0.470713,17219.325126,2097160,0,2097152,0,0
"Fftw","Inplace","Real","float",1,"powerof2",524288,0,0,3,17,"Success",0.073134,9258.364715,8105.513284,0.444434,5.034321,5.267137,0.391547,0.486857,17375.577017,2097160,0,2097152,0,0
"Fftw","Inplace","Real","float",1,"powerof2",524288,0,0,4,17,"Success",0.074639,9196.328496,8072.454645,0.442928,5.010696,5.230291,0.406229,0.398735,17280.348601,2097160,0,2097152,0,0
"Fftw","Inplace","Real","float",1,"powerof2",524288,0,0,5,17,"Success",0.072374,9252.240749,8154.94426,0.433567,5.163924,5.222553,0.392286,0.418118,17418.889515,2097160,0,2097152,0,0
"Fftw","Inplace","Real","float",1,"powerof2",524288,0,0,6,17,"Success",0.074221,9168.886341,8086.721757,0.414714,5.221191,5.031798,0.396341,0.422031,17267.170133,2097160,0,2097152,0,0
"Fftw","Inplace","Real","float",1,"powerof2",524288,0,0,7,17,"Success",0.075674,9089.479691,8002.521556,0.452961,4.935101,5.123035,0.397616,0.407354,17103.394597,2097160,0,2097152,0,0
"Fftw","Inplace","Real","float",1,"powerof2",524288,0,0,8,17,"Success",0.078797,9107.768924,8166.919251,0.463631,4.904815,4.986372,0.396026,0.391699,17285.91126,2097160,0,2097152,0,0
"Fftw","Inplace","Real","float",1,"powerof2",524288,0,0,9,17,"Success",0.073471,9070.256786,8162.976607,0.439003,4.871447,5.359953,0.406756,0.392255,17244.777694,2097160,0,2097152,0,0
"Fftw","Inplace","Real","float",1,"powerof2",524288,0,0,10,17,"Success",0.07264,9244.123869,8176.659024,0.449563,5.239028,5.348772,0.405825,0.399527,17432.700332,2097160,0,2097152,0,0
"Fftw","Inplace","Real","float",1,"powerof2",524288,0,0,11,17,"Success",0.075042,9163.754485,8195.507999,0.453693,5.088173,5.087146,0.404597,0.412612,17370.785614,2097160,0,2097152,0,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,0,18,"Warmup",0.002547,0.425572,0.145553,0.000303,0.000191,6.7e-05,5.1e-05,0.0006,0.575598,40,0,36,0,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,1,18,"Warmup",0.000133,0.332586,0.151468,0.000123,0.000101,7.8e-05,3.5e-05,0.000406,0.485361,40,0,36,0,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,2,18,"Success",0.000217,0.331558,0.14269,7.3e-05,9.8e-05,6.9e-05,3.6e-05,0.000382,0.475599,40,0,36,0,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,3,18,"Success",0.000126,0.326201,0.147645,0.000129,9.5e-05,6.1e-05,3.6e-05,0.000399,0.475171,40,0,36,0,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,4,18,"Success",0.000128,0.330491,0.14188,0.00017,9.3e-05,6e-05,3.5e-05,0.00035,0.473654,40,0,36,0,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,5,18,"Success",0.000112,0.328625,0.14829,0.000247,0.000103,6.2e-05,4.3e-05,0.000366,0.478307,40,0,36,0,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,6,18,"Success",0.000105,0.330071,0.142305,6.7e-05,0.000106,6.7e-05,3.6e-05,0.000374,0.473524,40,0,36,0,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,7,18,"Success",0.000126,0.32448,0.168845,8.6e-05,0.000136,7.5e-05,3.7e-05,0.00045,0.494704,40,0,36,0,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,8,18,"Success",0.000242,0.334784,0.14259,0.000133,9.2e-05,6.3e-05,3.5e-05,0.000341,0.478763,40,0,36,0,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,9,18,"Success",0.000111,0.325264,0.155301,0.000133,0.000105,6.3e-05,3.6e-05,0.000337,0.48176,40,0,36,0,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,10,18,"Success",0.000126,0.333339,0.141986,0.000125,9.3e-05,7.4e-05,3.5e-05,0.000398,0.476566,40,0,36,0,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,11,18,"Success",0.000259,0.326027,0.151942,0.000153,9.9e-05,6.4e-05,4.3e-05,0.000375,0.47943,40,0,36,0,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,0,29,"Warmup",0.006747,1.455491,1.131766,0.000706,0.001408,0.000172,0.000326,0.001298,2.598988,104,0,100,3.4177949881e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,1,29,"Warmup",0.00028,1.497878,1.145909,0.000888,0.001524,0.000224,0.000256,0.000946,2.64903,104,0,100,3.4177949881e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,2,29,"Success",0.001388,2.406767,1.142106,0.000871,0.001576,0.000165,0.000325,0.001051,3.555183,104,0,100,3.4177949881e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,3,29,"Success",0.000286,1.508256,1.204433,0.000683,0.001333,0.000183,0.000158,0.001172,2.717499,104,0,100,3.4177949881e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,4,29,"Success",0.001349,1.391032,1.140887,0.000757,0.00173,0.000179,0.000136,0.000979,2.538109,104,0,100,3.4177949881e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,5,29,"Success",0.00028,1.526568,1.190945,0.000645,0.001855,0.000174,0.000246,0.001181,2.722874,104,0,100,3.4177949881e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,6,29,"Success",0.001959,1.403302,1.14574,0.000715,0.001561,0.000179,0.000127,0.000925,2.555613,104,0,100,3.4177949881e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,7,29,"Success",0.000397,1.519332,1.167622,0.000728,0.01492,0.000298,0.000148,0.001404,2.705736,104,0,100,3.4177949881e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,8,29,"Success",0.00198,1.368947,1.141023,0.000685,0.001497,0.000179,0.000147,0.001455,2.516818,104,0,100,3.4177949881e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,9,29,"Success",0.000294,1.549587,1.176921,0.000755,0.001607,0.000223,0.000164,0.001645,2.732015,104,0,100,3.4177949881e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,10,29,"Success",0.00169,1.406507,1.192916,0.000698,0.001779,0.000175,0.000123,0.001169,2.605837,104,0,100,3.4177949881e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,11,29,"Success",0.000269,1.5098,1.188594,0.000866,0.001607,0.000215,0.000159,0.001297,2.703763,104,0,100,3.4177949881e-08,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,0,19,"Warmup",0.00054,2.058247,1.877647,0.000536,0.001083,0.000674,0.000207,0.001655,3.941132,112,0,108,1.9592715943e-08,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,1,19,"Warmup",0.000837,2.087189,1.86753,0.00019,0.000915,0.000457,3.8e-05,0.00136,3.958974,112,0,108,2.8350260534e-08,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,2,19,"Success",0.000278,2.094015,1.833364,0.000159,0.000716,0.000493,5.3e-05,0.001422,3.930895,112,0,108,1.9592715943e-08,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,3,19,"Success",0.000343,2.115832,1.854909,0.000151,0.000751,0.000509,0.000188,0.001362,3.97447,112,0,108,2.8350260534e-08,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,4,19,"Success",0.001481,2.018519,1.847055,0.000162,0.000628,0.000368,4.4e-05,0.001295,3.869983,112,0,108,1.9592715943e-08,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,5,19,"Success",0.000151,2.043822,1.862942,9.4e-05,0.000649,0.00038,4.6e-05,0.001321,3.909863,112,0,108,2.8350260534e-08,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,6,19,"Success",0.000153,2.086362,1.849043,0.000114,0.000672,0.000394,4.1e-05,0.001305,3.93854,112,0,108,1.9592715943e-08,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,7,19,"Success",0.000164,2.038435,1.845714,9.3e-05,0.000714,0.00036,4e-05,0.001295,3.88724,112,0,108,1.9592715943e-08,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,8,19,"Success",0.000148,2.100995,1.854077,0.000227,0.000597,0.000482,5.1e-05,0.001563,3.9586,112,0,108,1.9592715943e-08,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,9,19,"Success",0.000152,2.092718,1.852209,0.000149,0.000854,0.000416,4.5e-05,0.001305,3.948322,112,0,108,2.8350260534e-08,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,10,19,"Success",0.000164,2.064688,1.880238,0.000289,0.001291,0.000505,4.9e-05,0.001551,3.949312,112,0,108,1.9592715943e-08,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,11,19,"Success",0.000157,2.046931,1.860174,0.000108,0.00116,0.000503,4.5e-05,0.001424,3.911038,112,0,108,2.8350260534e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,0,36,"Warmup",0.012945,1.176493,0.858193,0.000432,0.001442,0.000936,0.000337,0.001566,2.052918,200,0,196,3.2760675066e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,1,36,"Warmup",0.000149,1.095619,0.882019,0.000199,0.000979,0.000583,0.000128,0.001343,1.981446,200,0,196,3.2760675066e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,2,36,"Success",0.000152,1.069803,0.885272,0.000647,0.001066,0.000739,0.000159,0.001442,1.959788,200,0,196,3.2760675066e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,3,36,"Success",0.000181,1.057964,0.888998,0.000247,0.000917,0.000727,0.000197,0.001364,1.951099,200,0,196,3.2760675066e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,4,36,"Success",0.000145,1.062347,0.88253,0.00029,0.001162,0.000602,0.000132,0.001372,1.949075,200,0,196,3.2760675066e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,5,36,"Success",0.000151,1.051324,0.880586,0.000192,0.000936,0.000658,0.000127,0.001345,1.93586,200,0,196,3.2760675066e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,6,36,"Success",0.000157,1.059044,0.912367,0.000495,0.001398,0.00097,0.000148,0.00191,1.977002,200,0,196,3.2760675066e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,7,36,"Success",0.00016,1.085686,0.877183,0.000172,0.001556,0.000598,0.00013,0.00127,1.967238,200,0,196,3.2760675066e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,8,36,"Success",0.000157,1.050986,0.88925,0.000305,0.000869,0.000723,0.000119,0.001363,1.944272,200,0,196,3.2760675066e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,9,36,"Success",0.000186,1.051495,0.876747,0.000118,0.000816,0.000584,0.000128,0.001666,1.932241,200,0,196,3.2760675066e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,10,36,"Success",0.000175,1.050038,0.878172,0.00025,0.000782,0.000504,0.000124,0.001257,1.931706,200,0,196,3.2760675066e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,11,36,"Success",0.000138,1.054762,0.876374,0.000178,0.000973,0.000683,0.000134,0.001402,1.935149,200,0,196,3.2760675066e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,0,20,"Warmup",0.000939,3.593739,3.351768,0.000555,0.002166,0.001067,0.000361,0.002337,6.953825,328,0,324,2.9959527115e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,1,20,"Warmup",0.000774,3.688323,3.287627,0.00047,0.001263,0.000845,0.000301,0.001856,6.98205,328,0,324,2.9959527115e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,2,20,"Success",0.000428,3.612997,3.280304,0.000363,0.00116,0.000863,0.000219,0.001787,6.898654,328,0,324,2.9959527115e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,3,20,"Success",0.000416,3.736142,3.289966,0.000466,0.001303,0.000894,6.1e-05,0.001832,7.031718,328,0,324,2.9959527115e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,4,20,"Success",0.000479,3.524405,3.304239,0.00037,0.001154,0.000684,0.000268,0.001673,6.833769,328,0,324,2.9959527115e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,5,20,"Success",0.00019,3.522837,3.451899,0.000417,0.00193,0.000859,0.000356,0.00204,6.981209,328,0,324,2.9959527115e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,6,20,"Success",0.000181,3.528928,3.29348,0.00039,0.001672,0.00076,0.000377,0.001679,6.828109,328,0,324,2.9959527115e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,7,20,"Success",0.000195,3.515234,3.456115,0.000469,0.002033,0.000774,0.000238,0.002226,6.977953,328,0,324,2.9959527115e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,8,20,"Success",0.000197,3.56566,3.350475,0.000564,0.001615,0.001437,0.000308,0.002415,6.923353,328,0,324,2.9959527115e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,9,20,"Success",0.000462,3.565624,3.29078,0.000226,0.001171,0.0008,0.000246,0.001582,6.861385,328,0,324,2.9959527115e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,10,20,"Success",0.000212,3.698548,3.328749,0.000424,0.001601,0.000832,0.000278,0.001843,7.033185,328,0,324,2.9959527115e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,11,20,"Success",0.000192,3.620816,3.257613,0.000375,0.001221,0.001016,0.000267,0.00157,6.883715,328,0,324,2.9959527115e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,0,30,"Warmup",0.002486,6.4027,5.984353,0.000884,0.00532,0.002005,0.000515,0.003083,12.402312,504,0,500,3.4982411713e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,1,30,"Warmup",0.000617,6.276796,5.96793,0.000767,0.005319,0.001905,0.000493,0.002959,12.257854,504,0,500,3.4982411713e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,2,30,"Success",0.003752,6.202304,7.951367,0.000962,0.005435,0.001984,0.000505,0.003587,14.170858,504,0,500,3.4982411713e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,3,30,"Success",0.000361,6.237044,7.958799,0.000758,0.005659,0.001991,0.00097,0.002746,14.209212,504,0,500,3.4982411713e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,4,30,"Success",0.000311,7.848891,6.345394,0.000867,0.005524,0.001642,0.00053,0.003583,14.207591,504,0,500,3.4982411713e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,5,30,"Success",0.000295,17.446426,6.26505,0.000545,0.005554,0.002016,0.000367,0.003344,23.724769,504,0,500,3.5673357814e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,6,30,"Success",0.00057,7.060324,9.029708,0.000603,0.006959,0.001649,0.000338,0.003542,16.104708,504,0,500,3.2686269717e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,7,30,"Success",0.000678,6.838434,7.623227,0.000741,0.006216,0.002285,0.000468,0.003417,14.476516,504,0,500,3.7769790962e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,8,30,"Success",0.000321,7.303225,7.531177,0.000519,0.003767,0.001464,0.000375,0.004114,14.845928,504,0,500,3.796194179e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,9,30,"Success",0.000289,6.941499,6.161478,0.000542,0.005298,0.001465,0.00026,0.002909,13.114695,504,0,500,3.5620683948e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,10,30,"Success",0.000224,7.095276,7.17957,0.000482,0.005067,0.001624,0.000244,0.003158,14.286854,504,0,500,3.4982411713e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,11,30,"Success",0.000283,6.307591,7.040945,0.000598,0.005535,0.001899,0.00023,0.003542,13.361441,504,0,500,3.4982411713e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,0,21,"Warmup",0.003339,5.014087,4.716316,0.000731,0.006315,0.002089,0.00034,0.002608,9.746423,976,0,972,3.6713737813e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,1,21,"Warmup",0.000169,4.982507,4.738525,0.000366,0.005809,0.00191,0.000142,0.002429,9.732344,976,0,972,3.6713737813e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,2,21,"Success",0.000187,4.966913,4.707961,0.000321,0.005898,0.001792,0.000138,0.002252,9.685922,976,0,972,3.6713737813e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,3,21,"Success",0.000152,4.963595,4.768582,0.000539,0.006687,0.002146,0.000244,0.002769,9.74516,976,0,972,3.6713737813e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,4,21,"Success",0.000175,5.011183,4.762689,0.000595,0.006453,0.001946,0.00016,0.002736,9.786455,976,0,972,3.6713737813e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,5,21,"Success",0.000201,4.997436,4.731395,0.000347,0.006115,0.001868,0.000178,0.002544,9.740719,976,0,972,3.6713737813e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,6,21,"Success",0.000158,5.025127,4.72983,0.00045,0.006179,0.001948,0.000427,0.002332,9.766966,976,0,972,3.6713737813e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,7,21,"Success",0.000172,4.997575,4.707237,0.00037,0.005669,0.001796,0.000148,0.002505,9.715982,976,0,972,3.6713737813e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,8,21,"Success",0.000167,4.977723,4.731014,0.000447,0.005952,0.001832,0.000145,0.002402,9.720207,976,0,972,3.6713737813e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,9,21,"Success",0.000189,4.972988,4.728774,0.000358,0.005726,0.001936,0.000133,0.002434,9.713033,976,0,972,3.6713737813e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,10,21,"Success",0.000216,4.980158,4.723582,0.000567,0.005913,0.001877,0.000146,0.00241,9.715301,976,0,972,3.6713737813e-08,0
