; "SupportedThreads",176,"UsedThreads",44,"TotalMemory",473043173376,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1599734355,"CurrentTimeLocal","Thu Sep 10 12:39:15 2020","Hostname","taurusml17","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000108
; "Time_ContextDestroy [ms]", 8e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,0,2,"Success",0.00534,16.18974,16.249684,0.159969,87.279314,55.163294,0.164467,0.284696,175.49698,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,1,2,"Success",0.005699,16.208233,16.229797,0.186077,60.499371,54.662066,0.161654,0.241745,148.19514,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,2,2,"Success",0.014742,16.169395,16.247862,0.294241,55.771857,54.776153,0.160565,0.244121,143.679391,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,3,2,"Success",0.014737,16.268795,16.226022,0.300404,96.928366,54.974604,0.162674,0.223447,185.09951,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,4,2,"Success",0.015636,17.83959,17.905657,0.308115,56.028245,53.57047,0.164068,0.221041,146.053294,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,5,2,"Success",0.000381,17.810042,17.873287,0.194628,58.017446,54.686028,0.164078,0.244537,148.990904,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,6,2,"Success",0.013349,17.810186,17.882947,0.313304,58.972171,54.563029,0.163068,0.245337,149.963886,6034320,0,2996352,6.5256333432e-17,0
