; "SupportedThreads",176,"UsedThreads",44,"TotalMemory",473043173376,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1599734385,"CurrentTimeLocal","Thu Sep 10 12:39:45 2020","Hostname","taurusml17","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000125
; "Time_ContextDestroy [ms]", 8.2e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,0,2,"Success",0.005365,16.204777,16.239725,0.168878,116.991458,51.162542,0.164102,0.254056,201.191531,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,1,2,"Success",0.006123,17.82992,17.877672,0.201004,51.601602,51.293827,0.161477,0.205844,139.178086,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,2,2,"Success",0.016018,17.839223,17.892104,0.317765,57.72616,51.099783,0.16051,0.209189,145.261457,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,3,2,"Success",0.014876,17.820321,17.897751,0.322428,51.660425,51.379594,0.160777,0.196724,139.453319,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,4,2,"Success",0.014708,17.820097,17.885687,0.312593,58.46551,51.360888,0.159946,0.191792,146.211659,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,5,2,"Success",0.00035,17.834342,17.924853,0.197961,51.391927,51.078663,0.160725,0.209128,138.798366,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,6,2,"Success",0.013123,17.510587,17.555466,0.313526,55.602574,51.257505,0.162338,0.209584,142.625095,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,7,2,"Success",0.0162,17.70624,17.78468,0.310816,51.57292,51.088919,0.161183,0.191044,138.83242,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,8,2,"Success",0.0125,17.713342,17.428883,0.307947,57.721723,51.133129,0.161471,0.208735,144.68816,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,9,2,"Success",0.01249,17.677626,17.783281,0.309793,51.473164,51.133799,0.162024,0.194067,138.74665,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,10,2,"Success",0.000328,17.73088,17.808626,0.189108,55.630181,51.061533,0.161089,0.20923,142.791388,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,11,2,"Success",0.020079,17.691626,17.784877,0.314181,51.57115,51.101494,0.159694,0.209217,138.852723,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,12,2,"Success",0.000291,17.667666,17.488638,0.195411,56.781459,52.995248,0.171543,0.249379,145.550054,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,13,2,"Success",0.012792,16.97902,17.04432,0.309358,65.669353,55.932634,0.167875,0.240147,156.355972,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,14,2,"Success",0.015373,16.807873,16.751864,0.310966,69.524435,55.748356,0.167383,0.261007,159.58798,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,15,2,"Success",0.000328,17.019782,17.053077,0.195581,57.056598,56.077918,0.166896,0.242397,147.813061,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,16,2,"Success",0.015679,17.461648,17.548513,0.319456,52.845551,51.196849,0.160522,0.211219,139.759887,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,17,2,"Success",0.015269,16.533079,16.441556,0.310697,84.99244,51.241497,0.159831,0.20967,169.904512,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,18,2,"Success",0.000342,17.831506,17.553888,0.193474,52.411297,56.274198,0.16628,0.244386,144.675821,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,19,2,"Success",0.000327,17.821071,17.872766,0.189124,60.730158,56.182196,0.164467,0.238561,153.199259,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,0,3,"Success",0.012037,13.716928,16.292395,0.377879,5.82796,6.062467,0.200356,0.292125,42.782581,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,1,3,"Success",0.013917,14.062315,17.232475,0.375749,5.008098,5.38336,0.202528,0.222855,42.501731,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,2,3,"Success",0.000446,13.954763,17.169869,0.250176,1.342895,0.372559,0.199973,0.215873,33.507045,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,3,3,"Success",0.014323,13.960622,16.873603,0.390249,1.464811,0.373098,0.200706,0.218945,33.496853,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,4,3,"Success",0.000381,13.92613,17.144178,0.243084,4.773659,0.382072,0.201504,0.228345,36.899787,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,5,3,"Success",0.000422,13.950492,17.123948,0.245682,4.858672,0.373149,0.201217,0.210256,36.964284,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,6,3,"Success",0.000367,13.932475,17.117363,0.246508,4.667865,0.373885,0.201485,0.220415,36.761083,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,7,3,"Success",0.000422,14.041052,17.230514,0.236643,0.481609,0.371725,0.20011,0.217377,32.77992,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,8,3,"Success",0.016938,13.947931,17.086196,0.379676,5.493442,2.965537,0.200743,0.216793,40.307726,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,9,3,"Success",0.000502,14.019168,17.226415,0.246529,0.487173,0.369473,0.200819,0.222749,32.773319,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,10,3,"Success",0.01639,14.044823,17.241507,0.392033,4.899627,0.375473,0.201635,0.215338,37.387298,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,11,3,"Success",0.020712,14.038976,17.239143,0.388759,4.825129,2.911926,0.200087,0.209962,39.835137,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,12,3,"Success",0.000391,14.004874,17.228412,0.246313,0.488774,0.37019,0.201309,0.223708,32.764472,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,13,3,"Success",0.015778,13.88143,16.911451,0.39184,5.045017,0.386755,0.201561,0.221722,37.05601,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,14,3,"Success",0.013269,14.038353,17.224368,0.397099,4.831628,0.375825,0.202006,0.226706,37.30973,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,15,3,"Success",0.016386,14.023787,17.101126,0.390594,3.150617,0.373012,0.200896,0.220822,35.477702,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,16,3,"Success",0.000366,14.130368,17.297675,0.246875,4.798452,0.376797,0.201215,0.210898,37.263114,7308400,0,3630000,1.4700598092e-16,0
