; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600853042,"CurrentTimeLocal","Wed Sep 23 11:24:02 2020","Hostname","taurusml22","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 9.8e-05
; "Time_ContextDestroy [ms]", 4.6e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,0,0,"Success",0.004619,18.53087,18.949868,0.333993,44.354894,42.895753,0.1591,0.171095,125.400893,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,1,0,"Success",0.005679,18.941813,19.485679,0.295865,43.934699,43.134841,0.157262,0.127589,126.083817,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,2,0,"Success",0.000267,18.949683,19.489002,0.187827,43.65688,42.833029,0.157239,0.121527,125.395887,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,3,0,"Success",0.000219,18.917441,19.43664,0.18771,40.63139,38.513888,0.157058,0.136773,117.98154,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,4,0,"Success",0.00024,18.495883,19.070467,0.17257,38.959083,38.180339,0.157379,0.123693,115.16005,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,5,0,"Success",0.000201,17.998979,18.492586,0.184072,53.727483,38.136768,0.157118,0.128201,128.825809,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,6,0,"Success",0.000206,18.299413,18.836137,0.185777,39.651036,38.923653,0.161503,0.121796,116.179919,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,7,0,"Success",0.00025,19.093845,19.65973,0.179262,39.512539,38.248545,0.16074,0.118842,116.974189,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,8,0,"Success",0.000252,18.9346,19.474791,0.190771,38.476983,37.686545,0.160696,0.125816,115.050887,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,9,0,"Success",0.000233,18.550777,18.716674,0.18525,39.30474,37.671483,0.160617,0.125117,114.71541,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,10,0,"Success",0.000181,17.527563,18.011835,0.186002,74.526142,37.634634,0.161155,0.124283,148.172215,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,11,0,"Success",0.000255,18.766465,19.298024,0.178303,41.438994,39.10446,0.161752,0.128035,119.076728,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,12,0,"Success",0.00027,19.102983,19.674249,0.189263,48.711893,44.132295,0.160168,0.12173,132.09326,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,13,0,"Success",0.000186,18.336883,18.852142,0.188925,72.182058,44.097754,0.161075,0.120205,153.93987,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,14,0,"Success",0.000213,19.305194,19.837049,0.190466,47.759661,44.235804,0.16124,0.126832,131.616874,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,15,0,"Success",0.00027,19.314279,19.848431,0.180701,51.48025,43.94697,0.160673,0.12654,135.058569,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,16,0,"Success",0.000219,19.322272,19.854267,0.190858,44.316515,45.576581,0.160672,0.122332,129.544182,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,17,0,"Success",0.00022,19.113115,19.661533,0.179156,45.360811,44.794468,0.160645,0.128007,129.398373,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,18,0,"Success",0.000217,19.092084,19.659683,0.190734,53.738114,44.741253,0.160594,0.121231,137.704312,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,19,0,"Success",0.000208,19.116707,19.6604,0.191376,44.568931,44.813011,0.161326,0.120242,128.632598,3037968,0,2996352,6.5256333432e-17,0
