; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600853128,"CurrentTimeLocal","Wed Sep 23 11:25:28 2020","Hostname","taurusml22","gearshifft","0.3.0-scorep"
; "Time_ContextCreate [ms]", 5.9e-05
; "Time_ContextDestroy [ms]", 0.0001
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,0,0,"Success",0.007402,18.725453,19.477278,0.348428,29.500614,16.924569,0.161157,0.165325,85.359595,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,1,0,"Success",0.005494,18.795893,19.469175,0.309712,17.595048,16.806877,0.158495,0.127216,73.296656,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,2,0,"Success",0.000254,18.77602,19.334929,0.189148,19.013582,16.805922,0.157791,0.11774,74.424965,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,3,0,"Success",0.000262,18.894917,19.516245,0.188287,60.082668,16.330777,0.238246,0.1184,115.405662,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,4,0,"Success",0.000244,18.397068,18.913197,0.200673,20.211028,16.430814,0.151604,0.125273,74.458892,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,5,0,"Success",0.000244,18.366944,18.898264,0.183898,20.265301,16.2392,0.150517,0.113467,74.246487,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,6,0,"Success",0.00033,18.608808,18.854398,0.183271,20.071969,16.298566,0.150421,0.115099,74.310849,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,7,0,"Success",0.000209,18.745884,19.298323,0.18414,16.252516,16.170973,0.150138,0.12549,70.956481,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,8,0,"Success",0.000251,18.346585,18.892762,0.181494,20.305807,16.486624,0.150385,0.11634,74.508805,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,9,0,"Success",0.000248,18.656977,18.952375,0.181576,17.098168,16.20247,0.150624,0.124398,71.395224,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,10,0,"Success",0.000255,18.695599,18.908095,0.182298,17.52353,16.622299,0.150496,0.115005,72.225565,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,11,0,"Success",0.00026,18.890985,19.199128,0.18124,25.683423,13.637541,0.154626,0.125307,77.900606,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,12,0,"Success",0.000199,18.758206,19.325677,0.183226,13.646826,13.695632,0.150145,0.112614,65.900015,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,13,0,"Success",0.000215,18.900054,19.462592,0.181728,19.017652,13.698361,0.150415,0.12592,71.565703,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,14,0,"Success",0.000211,18.676268,18.854721,0.178642,18.850566,13.644909,0.149903,0.115951,70.49935,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,15,0,"Success",0.000224,18.88837,19.43997,0.182562,13.632531,13.608142,0.149565,0.113711,66.042848,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,16,0,"Success",0.000234,18.754571,19.336187,0.185209,19.846503,15.204115,0.150421,0.12407,73.629998,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,17,0,"Success",0.000256,18.830086,19.323823,0.168631,15.234868,15.603973,0.151796,0.115517,69.458077,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,18,0,"Success",0.000246,19.054722,19.332467,0.182105,16.810709,15.88427,0.152518,0.116634,71.562623,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,19,0,"Success",0.000214,18.54566,18.889468,0.183371,27.905984,15.8394,0.152111,0.12409,81.669246,3037968,0,2996352,6.5256333432e-17,0
