; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600853400,"CurrentTimeLocal","Wed Sep 23 11:30:00 2020","Hostname","taurusml22","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000106
; "Time_ContextDestroy [ms]", 9.6e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,0,0,"Success",0.004611,53.484722,55.412289,0.543706,9.567507,6.697418,0.261315,0.262177,126.234146,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,1,0,"Success",0.005435,53.686319,55.721376,0.56694,4.016638,4.189851,0.256015,0.194979,118.637928,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,2,0,"Success",0.00027,53.825671,56.955176,0.371354,2.463221,4.819546,0.263366,0.190058,118.889058,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,3,0,"Success",0.000282,57.420506,61.47293,0.400551,1.413472,1.586145,0.279051,0.193672,122.767025,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,4,0,"Success",0.000295,58.857406,60.845826,0.352094,2.338291,1.618633,0.272438,0.18955,124.474924,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,5,0,"Success",0.000375,57.240194,58.856825,0.348276,3.805487,4.381602,0.268948,0.192984,125.095108,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,6,0,"Success",0.000308,59.220665,60.601053,0.344031,3.790343,6.313592,0.268528,0.193711,130.732694,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,7,0,"Success",0.000256,57.91725,60.296073,0.345006,3.790876,4.237886,0.268224,0.189781,127.045749,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,8,0,"Success",0.000293,57.524492,58.692538,0.339756,3.913265,6.299935,0.268235,0.190644,127.229601,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,9,0,"Success",0.000305,57.498068,59.741018,0.315849,3.820084,4.297698,0.260542,0.190324,126.124366,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,10,0,"Success",0.000279,56.230844,58.403133,0.337682,3.861921,6.36791,0.26409,0.211218,125.67747,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,11,0,"Success",0.000231,56.186499,58.370494,0.337516,3.883058,4.798551,0.263435,0.198317,124.03854,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,12,0,"Success",0.000314,56.940453,58.954939,0.337473,3.873487,6.302209,0.266448,0.194476,126.870211,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,13,0,"Success",0.000223,58.097915,60.331916,0.342037,3.801313,4.08737,0.266108,0.189876,127.117205,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,14,0,"Success",0.000293,56.878864,59.03354,0.33829,3.883455,6.312085,0.26619,0.209911,126.92308,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,15,0,"Success",0.000252,57.446821,59.69406,0.344407,3.787214,5.513632,0.267588,0.197869,127.252241,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,16,0,"Success",0.000282,56.830802,59.13565,0.341073,3.881646,6.290278,0.266267,0.193194,126.939573,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,17,0,"Success",0.000265,58.069924,60.334664,0.315999,2.207131,1.558277,0.259487,0.195306,122.941468,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,18,0,"Success",0.000308,58.759825,60.432854,0.342082,5.136357,3.37514,0.263798,0.208956,128.519763,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,19,0,"Success",0.000242,55.217622,57.279416,0.335704,5.466323,6.598723,0.263632,0.199066,125.361126,4822416,0,4762880,1.1168004092e-16,0
