; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600852688,"CurrentTimeLocal","Wed Sep 23 11:18:08 2020","Hostname","taurusml22","gearshifft","0.3.0-scorep"
; "Time_ContextCreate [ms]", 6.1e-05
; "Time_ContextDestroy [ms]", 0.000326
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,0,0,"Success",0.007668,10.834195,11.483156,0.23835,8.160888,5.685654,0.113447,0.227746,36.798062,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,1,0,"Success",0.005338,10.727839,11.261297,0.218787,4.900157,5.823553,0.112285,0.12412,33.200653,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,2,0,"Success",0.000314,11.111652,11.542401,0.129786,1.278137,0.374601,0.115174,0.129814,24.710021,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,3,0,"Success",0.00026,10.805143,11.448813,0.128204,5.365272,0.377823,0.122184,0.127244,28.401775,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,4,0,"Success",0.000257,10.713066,11.383189,0.127279,5.571486,5.691651,0.114951,0.11842,33.747298,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,5,0,"Success",0.000205,10.651332,11.34047,0.127322,1.348835,0.545005,0.122129,0.126503,24.28858,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,6,0,"Success",0.000274,10.845698,11.45625,0.127617,1.346552,0.547445,0.11405,0.128063,24.593123,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,7,0,"Success",0.00025,10.665085,11.475363,0.129213,1.382717,0.546605,0.114539,0.127175,24.469095,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,8,0,"Success",0.000246,10.710746,11.243712,0.128078,4.992235,6.223655,0.116147,0.117826,33.560165,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,9,0,"Success",0.000305,11.112951,11.714522,0.128994,4.898247,4.753498,0.115185,0.124972,32.87676,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,10,0,"Success",0.000255,11.330332,11.958065,0.130452,1.221031,0.54653,0.114613,0.126787,25.455576,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,11,0,"Success",0.000256,11.351792,11.950015,0.131912,4.033988,0.545819,0.114354,0.125669,28.281818,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,12,0,"Success",0.000262,11.348978,11.94032,0.132186,0.626226,0.552653,0.114994,0.119451,24.862393,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,13,0,"Success",0.000242,11.347041,11.948886,0.11043,4.030467,0.552399,0.114184,0.12739,28.259143,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,14,0,"Success",0.000242,11.329799,11.854574,0.130129,1.324934,0.543425,0.114637,0.127123,25.452424,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,15,0,"Success",0.000301,11.338818,11.945903,0.131517,2.652653,0.547429,0.11468,0.127029,26.886242,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,16,0,"Success",0.000297,11.356611,11.956143,0.1309,2.654369,0.578619,0.114125,0.117179,26.936406,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,17,0,"Success",0.000216,11.326952,11.938886,0.131974,2.649462,0.575071,0.115016,0.126851,26.89309,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,18,0,"Success",0.000211,11.327104,11.958457,0.130209,2.650744,0.571082,0.11438,0.127184,26.907098,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,19,0,"Success",0.000238,11.33731,11.950577,0.131515,2.646639,0.574828,0.114648,0.125511,26.909429,2041200,0,2025000,1.2892023476e-16,0
