; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600161582,"CurrentTimeLocal","Tue Sep 15 11:19:42 2020","Hostname","taurusml24","gearshifft","0.3.0-scorep"
; "Time_ContextCreate [ms]", 7.2e-05
; "Time_ContextDestroy [ms]", 0.000199
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,10,3,"Success",0.014944,5.132759,4.251712,298.764608,653.463681,615.84046,158.134648,19.221771,1754.930107,4295229440,0,2147483648,1.962615577e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,11,3,"Success",0.013765,5.117858,4.251626,300.859516,660.111112,613.550981,161.20018,20.24943,1765.459786,4295229440,0,2147483648,1.962615577e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,12,3,"Success",0.019219,5.134629,4.261887,298.76244,622.144357,601.221835,155.954399,18.563601,1706.163579,4295229440,0,2147483648,1.962615577e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,13,3,"Success",0.014949,5.158673,4.275918,298.796087,646.957925,601.792886,159.046092,18.838038,1734.988765,4295229440,0,2147483648,1.962615577e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,14,3,"Success",0.014988,5.168224,4.246379,298.626957,683.597508,611.402876,161.226747,20.395007,1784.782217,4295229440,0,2147483648,1.962615577e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,15,3,"Success",0.015027,5.589258,4.58416,309.367752,639.857581,612.887523,155.960636,18.532699,1746.89697,4295229440,0,2147483648,1.962615577e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,16,3,"Success",0.016351,5.127246,4.267572,298.646648,660.897388,611.22706,161.159335,20.405023,1761.851431,4295229440,0,2147483648,1.962615577e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,17,3,"Success",0.014053,5.199243,4.265155,298.748283,677.110537,613.757459,161.125605,20.41182,1780.728825,4295229440,0,2147483648,1.962615577e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,18,3,"Success",0.013574,5.405736,4.499254,304.449588,637.701354,613.916437,157.06882,18.899008,1742.057536,4295229440,0,2147483648,1.962615577e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,19,3,"Success",0.01403,5.130172,4.254901,298.740667,656.936415,612.84824,161.122924,20.405859,1759.555092,4295229440,0,2147483648,1.962615577e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,0,4,"Success",0.013124,5.49277,4.163506,1193.31441,2394.060189,2279.846785,641.13219,76.622975,6594.753356,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,1,4,"Success",0.013607,5.520586,4.123868,1192.873004,2296.550578,2319.358975,634.837884,73.74014,6527.117767,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,2,4,"Success",0.013318,5.517732,4.117359,1191.825887,2345.998186,2277.111495,630.49566,73.904943,6529.088036,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,3,4,"Success",0.013652,5.472709,4.14293,1192.418716,2379.375571,2284.181544,634.4916,72.880506,6573.083144,17180393472,0,8589934592,0,0
