; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600853132,"CurrentTimeLocal","Wed Sep 23 11:25:32 2020","Hostname","taurusml22","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000101
; "Time_ContextDestroy [ms]", 0.000122
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,0,0,"Success",0.00425,16.126205,17.903428,0.419285,17.477701,13.634736,0.185088,0.182425,65.933606,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,1,0,"Success",0.005066,15.833483,17.750432,0.369628,8.19992,9.863006,0.181876,0.127441,52.331576,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,2,0,"Success",0.000205,15.802886,17.743404,0.223213,8.505203,7.651714,0.185605,0.130585,50.243204,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,3,0,"Success",0.000264,15.904055,17.996474,0.2176,6.726296,7.524234,0.183371,0.133505,48.686212,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,4,0,"Success",0.000179,15.7797,17.730716,0.221779,8.060413,8.276947,0.179727,0.129403,50.379263,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,5,0,"Success",0.000207,15.781574,17.758123,0.221953,6.693037,9.10012,0.184951,0.131122,49.871505,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,6,0,"Success",0.000205,15.780559,17.752334,0.222257,8.524105,6.530557,0.184042,0.133767,49.128263,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,7,0,"Success",0.000191,15.800914,17.76605,0.22003,7.410425,5.392747,0.184115,0.126371,46.901286,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,8,0,"Success",0.000242,17.062802,19.190658,0.229278,5.014786,5.900008,0.187214,0.12891,47.714286,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,9,0,"Success",0.000223,16.218694,17.960951,0.221563,5.546971,5.539649,0.185959,0.131364,45.805801,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,10,0,"Success",0.000207,16.057999,18.057095,0.221217,4.961082,6.075437,0.185512,0.135075,45.694008,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,11,0,"Success",0.00019,16.665462,18.728441,0.226223,6.905758,5.717309,0.183711,0.121035,48.548578,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,12,0,"Success",0.000217,16.914079,19.321798,0.228396,5.371121,5.301385,0.189609,0.13404,47.461066,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,13,0,"Success",0.000244,17.216299,19.423463,0.230047,4.387316,3.077117,0.209647,0.135729,44.680269,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,14,0,"Success",0.00027,17.250855,19.353865,0.231957,4.493165,0.722169,0.18948,0.14174,42.383963,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,15,0,"Success",0.000256,17.599759,19.812682,0.232905,0.817472,3.824132,0.189482,0.132572,42.609683,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,16,0,"Success",0.000278,17.215828,19.331331,0.232266,4.387563,0.702152,0.189002,0.13672,42.195559,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,17,0,"Success",0.00022,17.568139,19.692287,0.232693,4.163531,0.68758,0.189308,0.133417,42.667622,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,18,0,"Success",0.00023,17.546674,19.684647,0.231896,4.168242,3.465912,0.189606,0.130481,45.418143,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,19,0,"Success",0.000224,17.739797,19.505475,0.228619,0.803684,0.683813,0.185913,0.130664,39.27869,3678400,0,3630000,1.4998352425e-16,0
