; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600852834,"CurrentTimeLocal","Wed Sep 23 11:20:34 2020","Hostname","taurusml22","gearshifft","0.3.0-scorep"
; "Time_ContextCreate [ms]", 8.4e-05
; "Time_ContextDestroy [ms]", 6e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,0,0,"Success",0.007548,14.714446,17.144995,0.310433,2.691221,0.493373,0.146255,0.190991,35.748013,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,1,0,"Success",0.005095,14.539124,17.128573,0.277457,1.323709,0.478661,0.147202,0.153026,34.081001,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,2,0,"Success",0.000258,14.6215,17.16002,0.163903,1.317797,0.478022,0.148812,0.147421,34.06606,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,3,0,"Success",0.000236,14.612932,17.156073,0.161471,1.305271,0.477911,0.147921,0.153747,34.043643,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,4,0,"Success",0.000214,14.636234,17.111106,0.163028,1.314274,0.476381,0.147989,0.152669,34.030473,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,5,0,"Success",0.000229,14.516855,17.075219,0.161309,1.307858,0.47663,0.148097,0.150864,33.864585,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,6,0,"Success",0.000242,14.499996,17.051682,0.161904,1.315828,0.480741,0.14746,0.151946,33.838385,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,7,0,"Success",0.000221,14.175771,17.015097,0.160471,1.315477,0.476535,0.147561,0.151762,33.471578,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,8,0,"Success",0.000275,14.473424,17.086274,0.159824,1.311944,0.477023,0.146852,0.151467,33.834995,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,9,0,"Success",0.000223,14.351731,17.060218,0.160435,1.32986,0.480526,0.147802,0.151001,33.709762,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,10,0,"Success",0.000219,14.247327,17.091546,0.160823,4.51489,5.462367,0.14893,0.152577,41.807091,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,11,0,"Success",0.000284,14.515225,17.095989,0.159686,1.317819,0.477167,0.14704,0.151236,33.892418,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,12,0,"Success",0.000217,14.497778,17.031114,0.161276,1.32377,0.47759,0.147386,0.153055,33.820568,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,13,0,"Success",0.000226,14.500637,17.090422,0.160032,1.308964,0.476804,0.147886,0.152466,33.865258,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,14,0,"Success",0.000269,14.431483,17.045647,0.161309,1.310135,0.476227,0.147872,0.152287,33.752891,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,15,0,"Success",0.000222,14.274801,17.048897,0.160458,1.323852,0.479377,0.146677,0.150649,33.612865,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,16,0,"Success",0.000223,14.199622,17.083514,0.161915,1.312919,0.483523,0.149409,0.154276,33.573324,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,17,0,"Success",0.000264,14.483355,17.073907,0.160065,1.318256,0.476583,0.147257,0.152831,33.841291,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,18,0,"Success",0.000252,14.395742,17.063857,0.161027,5.194631,5.316043,0.14971,0.149941,42.459307,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,19,0,"Success",0.00027,14.491784,17.079222,0.162942,5.098578,1.230577,0.147384,0.154109,38.393012,2612288,0,2593080,1.2252147609e-16,0
