; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600853214,"CurrentTimeLocal","Wed Sep 23 11:26:54 2020","Hostname","taurusml22","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000103
; "Time_ContextDestroy [ms]", 5.3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,0,0,"Success",0.004201,15.955603,17.830184,0.394613,10.01761,6.232688,0.185616,0.178527,50.799523,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,1,0,"Success",0.005029,15.837162,17.761126,0.363441,5.566857,5.800593,0.185896,0.133697,45.65419,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,2,0,"Success",0.000288,15.812444,17.744541,0.231128,5.630443,8.89758,0.186261,0.128588,48.631694,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,3,0,"Success",0.00026,15.763421,17.751674,0.218713,5.584042,6.282455,0.185914,0.134062,45.920966,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,4,0,"Success",0.000266,16.099071,18.081838,0.231621,6.611271,5.922077,0.187945,0.13106,47.265522,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,5,0,"Success",0.000229,16.661878,18.733008,0.234528,5.119102,3.433477,0.186715,0.134264,44.503604,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,6,0,"Success",0.000211,17.044014,19.540113,0.240101,4.179456,0.7228,0.190706,0.137589,42.055397,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,7,0,"Success",0.000207,17.227647,19.188834,0.240568,2.91636,0.703646,0.18629,0.128377,40.592382,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,8,0,"Success",0.000234,17.073984,19.162466,0.240435,2.907566,1.487305,0.186859,0.132859,41.192099,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,9,0,"Success",0.00028,17.054559,19.167581,0.239165,2.906872,1.487639,0.187105,0.135204,41.178882,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,10,0,"Success",0.000242,17.056601,19.160652,0.240986,0.820173,1.497162,0.187205,0.137646,39.101106,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,11,0,"Success",0.000255,17.047224,19.236133,0.240706,0.816392,2.240131,0.187416,0.122921,39.891702,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,12,0,"Success",0.000225,17.219021,19.347044,0.240593,0.836414,2.238843,0.18737,0.132635,40.202555,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,13,0,"Success",0.000253,17.216893,19.346382,0.240033,4.928804,2.05369,0.18755,0.13446,44.108502,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,14,0,"Success",0.000223,17.253165,19.362352,0.240181,1.548397,1.505922,0.186785,0.135703,40.233174,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,15,0,"Success",0.000246,17.229443,19.336917,0.240855,0.823669,1.498547,0.186828,0.132728,39.449623,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,16,0,"Success",0.000297,17.209528,19.352547,0.237195,0.826385,1.509443,0.187603,0.133904,39.457347,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,17,0,"Success",0.000217,17.217838,19.451554,0.240519,0.818756,2.258486,0.186864,0.132699,40.307389,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,18,0,"Success",0.000256,17.204595,19.312999,0.24124,0.826392,2.227427,0.187045,0.127081,40.127441,3678400,0,3630000,1.4998352425e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,19,0,"Success",0.000246,17.218115,19.324704,0.238606,2.911634,1.498938,0.186951,0.132888,41.512485,3678400,0,3630000,1.4998352425e-16,0
