; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404363345920,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600161549,"CurrentTimeLocal","Tue Sep 15 11:19:09 2020","Hostname","csk040.cluster","gearshifft","0.3.0-scorep"
; "Time_ContextCreate [ms]", 0.000275
; "Time_ContextDestroy [ms]", 3.1e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,0,0,"Success",0.538796,4.084028,3.074144,15.363915,4.530711,12.389239,6.776428,0.788089,47.659541,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,1,0,"Success",0.351093,3.720211,3.243808,12.204172,2.778222,11.874375,6.751347,0.781524,41.744833,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,2,0,"Success",0.343941,3.387492,2.983126,12.355067,2.664108,11.99097,6.802439,0.767784,41.337771,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,3,0,"Success",0.34055,3.359961,2.980442,12.480336,2.687072,11.947634,6.769075,0.768476,41.375197,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,4,0,"Success",0.359877,3.380418,2.984865,12.378723,2.891161,11.89365,6.757376,0.772959,41.458647,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,5,0,"Success",0.358197,3.387754,2.982818,12.333718,2.671639,11.90792,6.746206,0.771362,41.200694,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,6,0,"Success",0.363895,3.371187,2.986297,12.479777,2.92885,11.926178,6.77847,0.772948,41.662973,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,7,0,"Success",0.358746,3.364932,2.981284,12.473481,2.661682,11.940999,6.74615,0.76087,41.330748,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,8,0,"Success",0.340399,3.383727,2.976341,12.339547,2.673856,11.945809,6.82589,0.771686,41.298825,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,9,0,"Success",0.357111,3.365169,2.97714,12.441528,2.835895,11.923245,6.77743,0.782328,41.498642,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,10,0,"Success",0.345483,3.369982,2.983549,12.481517,2.870658,11.9184,6.842623,0.777629,41.630466,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,11,0,"Success",0.355749,3.382064,2.9921,12.378978,2.679907,12.027253,6.819924,0.764528,41.442025,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,12,0,"Success",0.333951,3.392294,2.986218,12.26433,2.637005,11.910869,6.769393,0.769696,41.104344,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,13,0,"Success",0.352167,3.37804,2.979824,12.427558,2.97833,11.911814,6.77931,0.765721,41.612575,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,14,0,"Success",0.337191,3.396611,2.983962,12.319597,2.652405,11.903786,6.745254,0.76816,41.146785,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,15,0,"Success",0.352231,3.376268,2.979823,12.577313,2.901829,11.970485,6.815113,0.765949,41.779447,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,16,0,"Success",0.3569,3.366755,2.981236,12.470998,2.849823,11.889589,6.803134,0.774059,41.532047,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,17,0,"Success",0.364596,3.382835,2.9873,12.279231,2.922525,11.891251,6.750796,0.762312,41.38272,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,18,0,"Success",0.336619,3.375374,2.978488,12.362762,2.645467,11.959309,6.80964,0.773497,41.279766,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",2048,2048,0,19,0,"Success",0.347126,3.37277,2.982054,12.349395,2.653067,11.952931,6.798269,0.772265,41.267953,67141632,0,33554432,2.7755578924e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,0,1,"Success",0.405617,3.6137,3.355183,49.886131,14.167483,97.362637,27.52491,1.234455,197.624724,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,1,1,"Success",0.360695,3.976,3.640648,49.773979,11.931842,98.280931,27.649241,1.171475,196.851236,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,2,1,"Success",0.361857,3.601823,3.345526,49.703461,11.89994,96.952402,27.303264,1.154955,194.394391,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,3,1,"Success",0.359794,3.595307,3.348686,49.758357,12.010702,96.488818,27.408224,1.173237,194.204629,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,4,1,"Success",0.36034,3.610968,3.349079,49.749959,11.981739,96.758382,27.387266,1.16407,194.421016,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,5,1,"Success",0.351991,3.596782,3.349223,49.494649,11.957757,95.735436,27.129996,1.167704,192.841577,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,6,1,"Success",0.347591,3.596012,3.343081,49.178302,11.887711,96.874866,27.473659,1.16687,193.929498,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,7,1,"Success",0.34653,3.59058,3.352123,50.046997,12.037676,96.689977,27.349317,1.164688,194.640423,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,8,1,"Success",0.351202,3.604846,3.347656,49.953148,11.878408,97.891245,27.455739,1.173868,195.716724,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,9,1,"Success",0.359157,3.614779,3.345593,49.870958,12.00046,96.009887,27.370278,1.160566,193.793703,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,10,1,"Success",0.34716,3.620625,3.349622,49.503914,11.927923,97.741672,27.632191,1.171009,195.3539,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,11,1,"Success",0.348335,3.596191,3.350077,49.489015,12.033617,96.142484,27.645783,1.170113,193.838763,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,12,1,"Success",0.371821,3.595548,3.352511,49.595122,12.01253,97.051753,27.42123,1.16541,194.62589,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,13,1,"Success",0.370046,3.596577,3.352517,49.756061,11.946601,97.693703,27.386683,1.168623,195.334772,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,14,1,"Success",0.364691,3.604779,3.349741,49.750419,12.002721,96.215063,27.606271,1.162592,194.118146,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,15,1,"Success",0.346285,3.600399,3.346197,49.75567,11.951095,96.614962,27.335371,1.160352,194.189411,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,16,1,"Success",0.350409,3.592541,3.347146,49.780439,11.885933,95.553991,27.307417,1.163171,193.05452,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,17,1,"Success",0.356657,3.596138,3.35076,49.996279,11.96652,95.551419,27.370065,1.162013,193.411765,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,18,1,"Success",0.359445,3.616301,3.354579,49.764893,11.908695,96.902843,27.456341,1.15837,194.582447,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",4096,4096,0,19,1,"Success",0.358051,3.593946,3.352796,49.385215,11.976845,96.278038,27.462264,1.173637,193.640946,268500992,0,134217728,2.7755576443e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,0,2,"Success",0.404129,4.212959,3.49022,197.378165,163.728854,165.518255,110.157337,3.212633,648.175999,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,1,2,"Success",0.417098,4.540983,3.774892,200.180622,163.532117,163.914574,109.165539,3.088068,648.673288,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,2,2,"Success",0.417457,4.219533,3.485034,198.434882,163.788413,164.767411,108.527731,3.082001,646.783897,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,3,2,"Success",0.407029,4.178047,3.485633,197.819681,163.122433,164.398645,109.664435,3.103363,646.239982,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,4,2,"Success",0.411825,4.180343,3.470744,198.343901,162.492479,163.303976,109.497075,3.123906,644.88438,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,5,2,"Success",0.402837,4.184548,3.492002,198.318162,162.976669,163.72544,109.458156,3.107947,645.727495,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,6,2,"Success",0.406174,4.178665,3.473484,198.06087,163.14334,163.945767,109.55721,3.10444,645.934453,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,7,2,"Success",0.402775,4.178221,3.482564,197.649523,164.128411,164.819986,108.538298,3.105617,646.375472,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,8,2,"Success",0.404558,4.19114,3.477113,198.454163,163.949781,164.514987,109.243177,3.101337,647.395979,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,9,2,"Success",0.402396,4.196022,3.478046,198.437524,163.441921,164.34144,109.673021,3.102954,647.141767,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,10,2,"Success",0.405031,4.192591,3.480125,198.748077,164.844944,166.120207,109.091604,3.112932,650.058,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,11,2,"Success",0.40158,4.186223,3.483294,197.59773,163.58193,164.456243,108.837358,3.107889,645.714998,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,12,2,"Success",0.40402,4.18435,3.485223,198.73121,162.91477,163.510909,108.764864,3.081764,645.143261,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,13,2,"Success",0.412193,4.188736,3.474314,198.345213,163.786606,164.762722,108.687219,3.088446,646.807711,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,14,2,"Success",0.401924,4.181783,3.475508,198.001637,163.666358,164.957653,109.070343,3.084009,646.90654,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,15,2,"Success",0.406031,4.206801,3.476981,198.843365,163.278629,164.474021,109.541794,3.097231,647.384966,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,16,2,"Success",0.41428,4.198646,3.476229,197.811032,165.262885,168.57589,109.066171,3.08143,651.949078,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,17,2,"Success",0.407076,4.193888,3.474447,198.704122,164.285603,165.485912,108.957231,3.076993,648.650152,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,18,2,"Success",0.403891,4.190255,3.490876,197.548598,163.347391,164.155999,109.079882,3.122572,645.401995,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",8192,8192,0,19,2,"Success",0.403518,4.187925,3.480812,199.007066,164.167135,164.833209,109.294663,3.094728,648.531806,1073872896,0,536870912,2.7755575822e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,0,3,"Success",0.407345,4.627104,3.770011,791.084623,533.624406,532.358161,434.602398,10.33079,2310.877441,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,1,3,"Success",0.404572,4.608732,3.720664,789.22479,533.470208,532.694354,432.785441,10.501263,2307.480288,4295229440,0,2147483648,2.7755575667e-17,0
