; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404363345920,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600161549,"CurrentTimeLocal","Tue Sep 15 11:19:09 2020","Hostname","csk040.cluster","gearshifft","0.3.0-scorep"
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,2,3,"Success",0.414748,4.591198,3.718379,789.543603,535.133733,534.841916,437.973673,10.533463,2316.818026,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,3,3,"Success",0.407721,4.605721,3.716997,789.533315,537.158239,535.82156,433.957154,10.513846,2315.789083,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,4,3,"Success",0.406148,4.599904,3.724844,790.044232,532.297876,531.337384,437.691553,10.496814,2310.673303,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,5,3,"Success",0.406928,4.606094,3.715652,783.99143,533.945047,533.133467,434.572283,10.486635,2304.924206,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,6,3,"Success",0.405824,4.603958,3.722487,790.423358,534.96745,533.909182,437.429784,10.545368,2316.076276,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,7,3,"Success",0.397116,4.611784,3.726088,783.046594,536.612426,535.519243,431.660257,10.512259,2306.151931,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,8,3,"Success",0.416101,4.583378,3.708479,791.541778,537.417549,535.883363,434.418256,10.459926,2318.505147,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,9,3,"Success",0.407996,4.616782,3.717536,787.014137,536.329954,535.184967,434.215839,10.495539,2312.049804,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,10,3,"Success",0.413133,4.589636,3.727745,790.624039,537.260233,536.337006,434.609253,10.505623,2318.133493,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,11,3,"Success",0.405359,4.618657,3.731848,784.628949,539.507269,538.741421,437.31369,10.485018,2319.500009,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,12,3,"Success",0.405572,4.607813,3.721461,790.892491,533.480867,532.352468,437.753688,10.551854,2313.833671,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,13,3,"Success",0.413154,4.608774,3.719496,790.443195,535.033727,533.932264,433.354099,10.470072,2312.057145,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,14,3,"Success",0.404608,4.607667,3.733025,790.192819,534.686437,533.691623,435.058529,10.499065,2312.939845,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,15,3,"Success",0.40592,4.614921,3.712097,789.349632,534.145681,532.77681,428.181505,10.509987,2303.764143,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,16,3,"Success",0.405988,4.615163,3.732523,790.153256,534.128159,533.295257,434.489164,10.508842,2311.396215,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,17,3,"Success",0.40576,4.619587,3.734662,789.40729,539.144577,537.799189,438.067019,10.492974,2323.742192,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,18,3,"Success",0.40644,4.62183,3.715312,789.927138,536.69892,536.285911,433.235883,10.547439,2315.508333,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",16384,16384,0,19,3,"Success",0.408528,4.598611,3.730214,789.219676,534.65687,533.372321,435.55861,10.502278,2312.116714,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,0,4,"Success",0.405971,5.163329,4.152646,3158.587309,1994.179473,1961.981554,1742.644419,39.519178,8906.710578,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,1,4,"Success",0.407291,5.035423,3.877813,3154.047964,1986.76508,1950.625763,1739.863482,39.439971,8880.137526,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,2,4,"Success",0.393388,5.049167,3.887466,3156.234238,1991.601082,1959.00846,1741.17805,39.382043,8896.807287,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,3,4,"Success",0.433626,5.027927,3.875442,3160.469736,1988.55218,1954.291038,1736.483906,39.460215,8888.670759,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,4,4,"Success",0.403749,5.05012,3.894312,3157.079323,1991.160935,1958.699567,1738.245464,39.398952,8894.006359,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,5,4,"Success",0.405574,5.038456,3.881939,3158.482815,1996.762192,1961.283305,1709.496394,39.46087,8874.888686,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,6,4,"Success",0.410804,5.036985,3.876481,3155.877877,1992.632634,1960.02369,1742.635853,39.477185,8900.041425,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,7,4,"Success",0.412651,5.041522,3.938188,3136.414939,1988.015558,1954.559873,1723.11662,39.413853,8850.991025,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,8,4,"Success",0.403209,5.041737,3.897526,3145.729281,1998.81549,1959.257849,1745.754643,39.531541,8898.504058,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,9,4,"Success",0.38914,5.033094,3.880657,3152.83952,1987.296976,1952.831526,1730.387883,39.471393,8872.196994,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,10,4,"Success",0.406635,5.05786,4.022416,3155.26734,1992.819579,1959.817857,1734.949886,39.580928,8891.993119,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,11,4,"Success",0.414515,5.047776,3.901267,3157.420864,1996.31264,1965.094669,1736.968451,39.504237,8904.744147,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,12,4,"Success",0.400579,5.0392,3.936402,3146.458782,1992.678644,1966.614581,1745.310006,39.561249,8900.073092,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,13,4,"Success",0.40729,5.056025,3.889005,3156.645407,1996.397541,1961.412882,1736.057967,39.507787,8899.444671,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,14,4,"Success",0.413851,5.058136,3.892013,3156.807651,1984.807827,1956.349903,1718.936781,39.575654,8865.909995,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,15,4,"Success",0.283781,5.044453,3.897215,3159.87204,1988.926851,1955.64587,1742.208484,39.452743,8895.404099,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,16,4,"Success",0.403335,5.051413,3.891962,3154.967254,1988.735465,1955.446673,1730.119472,39.430172,8878.118094,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,17,4,"Success",0.408035,5.067581,3.894774,3157.645886,1991.192485,1956.506648,1735.77363,39.356839,8889.922387,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,18,4,"Success",0.403869,5.045494,3.873032,3159.17518,1992.03676,1957.932873,1745.379726,39.469204,8903.389937,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,19,4,"Success",0.409575,5.046518,3.89226,3156.008964,2002.187518,1965.353479,1708.27473,39.553728,8880.801855,17180393472,0,8589934592,2.7755575629e-17,0
