; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404363345920,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600161580,"CurrentTimeLocal","Tue Sep 15 11:19:40 2020","Hostname","csk042.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.6e-05
; "Time_ContextDestroy [ms]", 3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,0,4,"Success",0.419134,5.106413,3.91993,3168.180319,1982.408756,1984.881203,1742.685511,39.190211,8926.792553,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,1,4,"Success",0.41228,5.06661,3.864667,3162.499465,1986.217521,1980.951012,1746.758224,39.217917,8924.988764,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,2,4,"Success",0.388862,5.071692,3.85983,3148.222267,1984.142882,1979.646622,1749.997619,39.094977,8910.426165,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,3,4,"Success",0.287024,5.094982,3.865349,3161.701599,1979.293614,1973.091709,1731.684343,39.118707,8894.138487,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,4,4,"Success",0.411692,5.07537,3.876234,3157.421901,1982.763827,1978.88196,1744.010519,39.130556,8911.573173,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,5,4,"Success",0.405913,5.06652,3.872301,3162.601282,1981.625576,1972.990478,1752.604684,39.098582,8918.266726,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,6,4,"Success",0.409163,5.061824,3.875175,3157.232312,1978.286688,1978.402654,1753.569427,39.229334,8916.067591,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,7,4,"Success",0.408745,5.063993,3.866073,3161.099599,1980.999431,1980.226391,1751.893813,39.075897,8922.635452,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,8,4,"Success",0.407649,5.059829,3.854555,3155.051977,1969.017175,1973.387106,1748.500164,39.069804,8894.349998,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,9,4,"Success",0.407787,5.06547,3.867329,3163.792469,1976.516779,1976.9371,1751.373439,39.092591,8917.054759,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,10,4,"Success",0.406404,5.072564,3.883093,3149.681195,1983.753727,1978.098668,1760.048127,39.188294,8920.133989,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,11,4,"Success",0.409627,5.083645,3.86894,3163.449025,1985.819796,1976.050499,1754.296193,39.103609,8928.082949,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,12,4,"Success",0.401873,5.178916,3.865009,3150.325594,1975.428918,1971.88559,1749.441886,39.188999,8895.718633,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,13,4,"Success",0.408898,5.074256,3.864672,3160.192341,1980.893548,1976.048141,1758.29891,39.059941,8923.84219,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,14,4,"Success",0.416738,5.07894,3.870919,3162.003853,1978.194665,1974.613549,1748.329279,38.685655,8911.195375,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,15,4,"Success",0.284442,5.073852,3.859465,3161.495107,1988.851619,1979.831908,1756.479422,39.180476,8935.058057,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,16,4,"Success",0.419131,5.081069,3.885533,3159.959965,1981.776763,1978.500677,1751.682418,39.061659,8920.368919,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,17,4,"Success",0.402126,5.054739,3.861276,3156.695147,1982.063401,1976.231315,1749.14271,39.078359,8912.53106,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,18,4,"Success",0.410054,5.060268,3.858743,3159.369496,1986.103096,1978.113219,1741.109147,39.088838,8913.114177,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,19,4,"Success",0.407464,5.071574,3.867704,3151.022686,2021.431794,1978.380367,1757.123773,39.158538,8956.465454,17180393472,0,8589934592,2.7755575629e-17,0
