; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404345507840,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600864231,"CurrentTimeLocal","Wed Sep 23 14:30:31 2020","Hostname","csk092.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000106
; "Time_ContextDestroy [ms]", 3.7e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,0,0,"Success",0.008704,8.43341,7.880851,0.964808,1.335879,0.193463,0.277804,0.297003,19.392503,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,1,0,"Success",0.007939,9.165875,8.61781,0.77204,0.315301,0.187772,0.250662,0.120796,19.438675,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,2,0,"Success",0.003719,9.044146,8.63575,0.279599,0.30686,0.177417,0.24158,0.145621,18.835159,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,3,0,"Success",0.003716,9.059717,8.643448,0.285873,0.295986,0.175541,0.239584,0.124393,18.828673,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,4,0,"Success",0.003489,9.048457,8.643033,0.279421,0.29893,0.175253,0.238138,0.14539,18.832483,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,5,0,"Success",0.003642,9.082139,8.679026,0.282743,0.307888,0.176685,0.23238,0.123604,18.888503,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,6,0,"Success",0.003521,9.045833,8.640781,0.277721,0.307823,0.176626,0.242004,0.144835,18.839513,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,7,0,"Success",0.003615,9.047345,8.678342,0.280447,0.312819,0.174735,0.236924,0.124306,18.858926,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,8,0,"Success",0.003556,9.041833,8.653387,0.281496,0.298786,0.175093,0.237104,0.143772,18.835418,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,9,0,"Success",0.003623,9.051623,8.675704,0.284777,0.309796,0.174261,0.237967,0.123226,18.861396,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,10,0,"Success",0.003533,9.039333,8.666988,0.280549,0.309391,0.176199,0.237825,0.142533,18.856756,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,11,0,"Success",0.003592,9.041665,8.69883,0.28047,0.314202,0.174976,0.232655,0.1238,18.870576,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,12,0,"Success",0.003449,9.04573,8.661048,0.284201,0.298012,0.176216,0.226751,0.153365,18.849157,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,13,0,"Success",0.00371,9.052552,8.704343,0.283325,0.311852,0.174808,0.237226,0.123073,18.8913,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,14,0,"Success",0.00342,9.036324,8.667881,0.285572,0.312632,0.175529,0.228165,0.153623,18.863514,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,15,0,"Success",0.003572,9.050189,8.700525,0.279439,0.292771,0.17479,0.224891,0.131739,18.858312,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,16,0,"Success",0.003411,9.06117,8.67806,0.28563,0.311789,0.177881,0.224749,0.153587,18.89674,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,17,0,"Success",0.003694,9.042106,8.692054,0.284046,0.310236,0.17349,0.230448,0.130721,18.867181,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,18,0,"Success",0.003558,9.039882,8.665558,0.284659,0.306944,0.176422,0.227828,0.151814,18.857091,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,19,0,"Success",0.003701,9.050827,8.691888,0.284695,0.305599,0.175798,0.222064,0.131366,18.866337,2041200,0,2025000,1.2852379761e-16,0
