; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404345507840,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600864254,"CurrentTimeLocal","Wed Sep 23 14:30:54 2020","Hostname","csk092.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 9.1e-05
; "Time_ContextDestroy [ms]", 3.6e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,0,0,"Success",0.008708,11.611631,12.183311,1.147387,1.200388,0.249673,0.367469,0.366207,27.135383,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,1,0,"Success",0.009685,12.825924,12.196023,1.023875,0.358361,0.21747,0.342433,0.172298,27.146534,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,2,0,"Success",0.003475,12.797242,12.282742,0.368405,0.352481,0.218751,0.321272,0.188561,26.533294,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,3,0,"Success",0.003487,12.666621,12.282947,0.36084,0.366334,0.21772,0.317175,0.180043,26.395527,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,4,0,"Success",0.003473,12.62205,12.173758,0.370959,0.35353,0.21858,0.314885,0.179989,26.237586,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,5,0,"Success",0.003491,12.661171,12.352708,0.360689,0.351066,0.217186,0.314656,0.183647,26.444994,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,6,0,"Success",0.003529,12.643759,12.160329,0.35969,0.340459,0.218614,0.307854,0.179924,26.214545,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,7,0,"Success",0.003574,12.639773,12.249166,0.365146,0.356103,0.216938,0.311538,0.190331,26.332927,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,8,0,"Success",0.003473,12.625897,12.150163,0.366797,0.354841,0.218233,0.31556,0.180584,26.215925,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,9,0,"Success",0.003572,12.651189,12.243178,0.359086,0.349439,0.217946,0.310453,0.193834,26.329062,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,10,0,"Success",0.003669,12.636923,12.144815,0.36392,0.354297,0.232409,0.30157,0.179373,26.217356,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,11,0,"Success",0.003475,12.655546,12.22837,0.36333,0.384784,0.218847,0.300951,0.191506,26.347206,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,12,0,"Success",0.003505,12.630923,12.300441,0.363465,0.415604,0.219409,0.305367,0.181454,26.42061,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,13,0,"Success",0.003598,12.629261,12.185102,0.367739,0.351235,0.218136,0.312156,0.180832,26.248479,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,14,0,"Success",0.003558,12.641639,12.268802,0.360903,0.37206,0.217616,0.303725,0.18281,26.351515,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,15,0,"Success",0.003462,12.627528,12.162133,0.365652,0.353522,0.217634,0.313114,0.17887,26.222323,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,16,0,"Success",0.003491,12.64385,12.25646,0.359102,0.370581,0.218535,0.304052,0.183232,26.339689,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,17,0,"Success",0.003453,12.630667,12.162779,0.368427,0.349307,0.218724,0.309571,0.181852,26.225221,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,18,0,"Success",0.003496,12.650309,12.245589,0.360077,0.364181,0.217981,0.303614,0.181911,26.327549,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,19,0,"Success",0.003454,12.622191,12.171324,0.368652,0.354019,0.218846,0.309882,0.180354,26.229082,2612288,0,2593080,1.2505218701e-16,0
